candidate_id,target,feature_profile,method,baseline,split,n_points,rmse,mae,relative_l2,normalized_rmse
ambench_line0_1_dense_a800_csv,target_frame_std,time_only,knn,model:knn:fit=train,train,42,14.489434,4.458166,0.131507,0.117440
ambench_line0_1_dense_a800_csv,target_frame_std,time_only,knn,model:knn:fit=train,val,14,4.158680,3.465946,0.038258,0.033707
ambench_line0_1_dense_a800_csv,target_frame_std,time_only,extra_trees,model:extra_trees:fit=train,test,14,37.012285,24.001404,0.387002,0.299992
ambench_line0_1_dense_a800_csv,target_frame_std,time_only,extra_trees,model:extra_trees:fit=train,train,42,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_std,time_only,extra_trees,model:extra_trees:fit=train,val,14,6.471552,5.566577,0.059535,0.052453
ambench_line0_1_dense_a800_csv,target_frame_std,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,14,40.378765,24.468615,0.422202,0.327278
ambench_line0_1_dense_a800_csv,target_frame_std,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,42,16.172473,6.174062,0.146782,0.131081
ambench_line0_1_dense_a800_csv,target_frame_std,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,14,4.728898,3.636925,0.043504,0.038329
ambench_line0_1_dense_a800_csv,target_frame_std,process_time,knn,model:knn:fit=train,test,14,39.404512,23.284714,0.412015,0.319381
ambench_line0_1_dense_a800_csv,target_frame_std,process_time,knn,model:knn:fit=train,train,42,14.489434,4.458166,0.131507,0.117440
ambench_line0_1_dense_a800_csv,target_frame_std,process_time,knn,model:knn:fit=train,val,14,4.158680,3.465946,0.038258,0.033707
ambench_line0_1_dense_a800_csv,target_frame_std,process_time,extra_trees,model:extra_trees:fit=train,test,14,37.012285,24.001404,0.387002,0.299992
ambench_line0_1_dense_a800_csv,target_frame_std,process_time,extra_trees,model:extra_trees:fit=train,train,42,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_std,process_time,extra_trees,model:extra_trees:fit=train,val,14,6.471552,5.566577,0.059535,0.052453
ambench_line0_1_dense_a800_csv,target_frame_std,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,14,40.378765,24.468615,0.422202,0.327278
ambench_line0_1_dense_a800_csv,target_frame_std,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,42,16.172473,6.174062,0.146782,0.131081
ambench_line0_1_dense_a800_csv,target_frame_std,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,14,4.728898,3.636925,0.043504,0.038329
ambench_line0_1_dense_a800_csv,target_frame_std,line_process_time,knn,model:knn:fit=train,test,14,39.404512,23.284714,0.412015,0.319381
ambench_line0_1_dense_a800_csv,target_frame_std,line_process_time,knn,model:knn:fit=train,train,42,14.489434,4.458166,0.131507,0.117440
ambench_line0_1_dense_a800_csv,target_frame_std,line_process_time,knn,model:knn:fit=train,val,14,4.158680,3.465946,0.038258,0.033707
ambench_line0_1_dense_a800_csv,target_frame_std,line_process_time,extra_trees,model:extra_trees:fit=train,test,14,37.012285,24.001404,0.387002,0.299992
ambench_line0_1_dense_a800_csv,target_frame_std,line_process_time,extra_trees,model:extra_trees:fit=train,train,42,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_std,line_process_time,extra_trees,model:extra_trees:fit=train,val,14,6.471552,5.566577,0.059535,0.052453
ambench_line0_1_dense_a800_csv,target_frame_std,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,14,40.378765,24.468615,0.422202,0.327278
ambench_line0_1_dense_a800_csv,target_frame_std,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,42,16.172473,6.174062,0.146782,0.131081
ambench_line0_1_dense_a800_csv,target_frame_std,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,14,4.728898,3.636925,0.043504,0.038329
ambench_line0_1_dense_a800_csv,target_frame_range,mean_guard,mean,constant:mean:fit=train,test,14,139.003661,80.586233,0.421298,0.389997
ambench_line0_1_dense_a800_csv,target_frame_range,mean_guard,mean,constant:mean:fit=train,train,42,52.601373,16.038720,0.138066,0.147582
ambench_line0_1_dense_a800_csv,target_frame_range,mean_guard,mean,constant:mean:fit=train,val,14,8.214954,8.214954,0.021307,0.023048
ambench_line0_1_dense_a800_csv,target_frame_range,time_only,knn,model:knn:fit=train,test,14,143.317806,78.239103,0.434373,0.402101
ambench_line0_1_dense_a800_csv,target_frame_range,time_only,knn,model:knn:fit=train,train,42,47.988976,10.268693,0.125959,0.134641
ambench_line0_1_dense_a800_csv,target_frame_range,time_only,knn,model:knn:fit=train,val,14,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_range,time_only,extra_trees,model:extra_trees:fit=train,test,14,143.317806,78.239103,0.434373,0.402101
ambench_line0_1_dense_a800_csv,target_frame_range,time_only,extra_trees,model:extra_trees:fit=train,train,42,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_range,time_only,extra_trees,model:extra_trees:fit=train,val,14,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_range,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,14,143.316826,78.239616,0.434370,0.402098
ambench_line0_1_dense_a800_csv,target_frame_range,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,42,51.890947,15.608507,0.136201,0.145588
ambench_line0_1_dense_a800_csv,target_frame_range,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,14,0.001795,0.001795,0.000005,0.000005
ambench_line0_1_dense_a800_csv,target_frame_range,process_time,knn,model:knn:fit=train,test,14,143.317806,78.239103,0.434373,0.402101
ambench_line0_1_dense_a800_csv,target_frame_range,process_time,knn,model:knn:fit=train,train,42,47.988976,10.268693,0.125959,0.134641
ambench_line0_1_dense_a800_csv,target_frame_range,process_time,knn,model:knn:fit=train,val,14,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_range,process_time,extra_trees,model:extra_trees:fit=train,test,14,143.317806,78.239103,0.434373,0.402101
ambench_line0_1_dense_a800_csv,target_frame_range,process_time,extra_trees,model:extra_trees:fit=train,train,42,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_range,process_time,extra_trees,model:extra_trees:fit=train,val,14,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_range,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,14,143.316826,78.239616,0.434370,0.402098
ambench_line0_1_dense_a800_csv,target_frame_range,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,42,51.890947,15.608507,0.136201,0.145588
ambench_line0_1_dense_a800_csv,target_frame_range,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,14,0.001795,0.001795,0.000005,0.000005
ambench_line0_1_dense_a800_csv,target_frame_range,line_process_time,knn,model:knn:fit=train,test,14,143.317806,78.239103,0.434373,0.402101
ambench_line0_1_dense_a800_csv,target_frame_range,line_process_time,knn,model:knn:fit=train,train,42,47.988976,10.268693,0.125959,0.134641
ambench_line0_1_dense_a800_csv,target_frame_range,line_process_time,knn,model:knn:fit=train,val,14,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_range,line_process_time,extra_trees,model:extra_trees:fit=train,test,14,143.317806,78.239103,0.434373,0.402101
ambench_line0_1_dense_a800_csv,target_frame_range,line_process_time,extra_trees,model:extra_trees:fit=train,train,42,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_range,line_process_time,extra_trees,model:extra_trees:fit=train,val,14,0.000000,0.000000,0.000000,0.000000
ambench_line0_1_dense_a800_csv,target_frame_range,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,14,143.316826,78.239616,0.434370,0.402098
ambench_line0_1_dense_a800_csv,target_frame_range,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,42,51.890947,15.608507,0.136201,0.145588
ambench_line0_1_dense_a800_csv,target_frame_range,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,14,0.001795,0.001795,0.000005,0.000005
ambench_multiline_process_dense_csv,target_frame_mean,mean_guard,mean,constant:mean:fit=train,test,66,29.398927,14.890813,0.024163,0.128043
ambench_multiline_process_dense_csv,target_frame_mean,mean_guard,mean,constant:mean:fit=train,train,125,37.547807,26.365392,0.030775,0.163535
ambench_multiline_process_dense_csv,target_frame_mean,mean_guard,mean,constant:mean:fit=train,val,40,28.027423,17.586509,0.022815,0.122070
ambench_multiline_process_dense_csv,target_frame_mean,time_only,knn,model:knn:fit=train,test,66,21.674013,14.607692,0.017814,0.094398
ambench_multiline_process_dense_csv,target_frame_mean,time_only,knn,model:knn:fit=train,train,125,31.665125,26.140928,0.025953,0.137914
ambench_multiline_process_dense_csv,target_frame_mean,time_only,knn,model:knn:fit=train,val,40,20.624803,15.213169,0.016789,0.089829
ambench_multiline_process_dense_csv,target_frame_mean,time_only,extra_trees,model:extra_trees:fit=train,test,66,12.425196,9.722514,0.010212,0.054116
ambench_multiline_process_dense_csv,target_frame_mean,time_only,extra_trees,model:extra_trees:fit=train,train,125,26.706006,21.861520,0.021889,0.116315
ambench_multiline_process_dense_csv,target_frame_mean,time_only,extra_trees,model:extra_trees:fit=train,val,40,21.928629,16.237256,0.017850,0.095507
ambench_multiline_process_dense_csv,target_frame_mean,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,26.132375,16.362158,0.021479,0.113816
ambench_multiline_process_dense_csv,target_frame_mean,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,34.742882,27.513867,0.028476,0.151318
ambench_multiline_process_dense_csv,target_frame_mean,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,23.685757,15.438596,0.019281,0.103160
ambench_multiline_process_dense_csv,target_frame_mean,process_time,knn,model:knn:fit=train,test,66,25.154607,14.309030,0.020675,0.109558
ambench_multiline_process_dense_csv,target_frame_mean,process_time,knn,model:knn:fit=train,train,125,23.453063,11.442346,0.019223,0.102147
ambench_multiline_process_dense_csv,target_frame_mean,process_time,knn,model:knn:fit=train,val,40,23.200209,15.141175,0.018885,0.101046
ambench_multiline_process_dense_csv,target_frame_mean,process_time,extra_trees,model:extra_trees:fit=train,test,66,14.799908,11.875141,0.012164,0.064459
ambench_multiline_process_dense_csv,target_frame_mean,process_time,extra_trees,model:extra_trees:fit=train,train,125,0.000000,0.000000,0.000000,0.000000
ambench_multiline_process_dense_csv,target_frame_mean,process_time,extra_trees,model:extra_trees:fit=train,val,40,32.348246,24.571358,0.026332,0.140889
ambench_multiline_process_dense_csv,target_frame_mean,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,26.183860,15.879259,0.021521,0.114041
ambench_multiline_process_dense_csv,target_frame_mean,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,23.943587,12.720781,0.019625,0.104283
ambench_multiline_process_dense_csv,target_frame_mean,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,24.363959,16.392305,0.019833,0.106114
ambench_multiline_process_dense_csv,target_frame_mean,line_process_time,knn,model:knn:fit=train,test,66,31.238322,22.489662,0.025675,0.136055
ambench_multiline_process_dense_csv,target_frame_mean,line_process_time,knn,model:knn:fit=train,train,125,24.618273,11.782569,0.020178,0.107222
ambench_multiline_process_dense_csv,target_frame_mean,line_process_time,knn,model:knn:fit=train,val,40,38.993695,36.017017,0.031742,0.169832
ambench_multiline_process_dense_csv,target_frame_mean,line_process_time,extra_trees,model:extra_trees:fit=train,test,66,20.246554,14.282004,0.016641,0.088181
ambench_multiline_process_dense_csv,target_frame_mean,line_process_time,extra_trees,model:extra_trees:fit=train,train,125,0.000000,0.000000,0.000000,0.000000
ambench_multiline_process_dense_csv,target_frame_mean,line_process_time,extra_trees,model:extra_trees:fit=train,val,40,25.925207,22.355937,0.021104,0.112914
ambench_multiline_process_dense_csv,target_frame_mean,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,30.106412,20.792730,0.024745,0.131125
ambench_multiline_process_dense_csv,target_frame_mean,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,23.877788,12.641428,0.019571,0.103997
ambench_multiline_process_dense_csv,target_frame_mean,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,34.386757,30.392183,0.027991,0.149767
ambench_multiline_process_dense_csv,target_frame_q90,mean_guard,mean,constant:mean:fit=train,test,66,61.715298,28.061941,0.042848,0.172034
ambench_multiline_process_dense_csv,target_frame_q90,mean_guard,mean,constant:mean:fit=train,train,125,63.787049,28.862216,0.044488,0.177809
ambench_multiline_process_dense_csv,target_frame_q90,mean_guard,mean,constant:mean:fit=train,val,40,57.039301,26.704877,0.039588,0.158999
ambench_multiline_process_dense_csv,target_frame_q90,time_only,knn,model:knn:fit=train,test,66,42.134581,16.614824,0.029254,0.117452
ambench_multiline_process_dense_csv,target_frame_q90,time_only,knn,model:knn:fit=train,train,125,44.001015,19.004563,0.030688,0.122655
ambench_multiline_process_dense_csv,target_frame_q90,time_only,knn,model:knn:fit=train,val,40,40.969362,17.326368,0.028435,0.114204
ambench_multiline_process_dense_csv,target_frame_q90,time_only,extra_trees,model:extra_trees:fit=train,test,66,10.146701,6.955437,0.007045,0.028284
ambench_multiline_process_dense_csv,target_frame_q90,time_only,extra_trees,model:extra_trees:fit=train,train,125,14.646481,9.063149,0.010215,0.040828
ambench_multiline_process_dense_csv,target_frame_q90,time_only,extra_trees,model:extra_trees:fit=train,val,40,13.710898,7.288794,0.009516,0.038220
ambench_multiline_process_dense_csv,target_frame_q90,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,55.531408,23.295990,0.038555,0.154796
ambench_multiline_process_dense_csv,target_frame_q90,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,58.040028,26.361812,0.040480,0.161789
ambench_multiline_process_dense_csv,target_frame_q90,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,51.799625,22.899680,0.035951,0.144394
ambench_multiline_process_dense_csv,target_frame_q90,process_time,knn,model:knn:fit=train,test,66,48.842659,12.912126,0.033911,0.136151
ambench_multiline_process_dense_csv,target_frame_q90,process_time,knn,model:knn:fit=train,train,125,54.377216,17.665957,0.037925,0.151579
ambench_multiline_process_dense_csv,target_frame_q90,process_time,knn,model:knn:fit=train,val,40,45.617062,13.627468,0.031660,0.127159
ambench_multiline_process_dense_csv,target_frame_q90,process_time,extra_trees,model:extra_trees:fit=train,test,66,5.883759,0.773141,0.004085,0.016401
ambench_multiline_process_dense_csv,target_frame_q90,process_time,extra_trees,model:extra_trees:fit=train,train,125,0.000000,0.000000,0.000000,0.000000
ambench_multiline_process_dense_csv,target_frame_q90,process_time,extra_trees,model:extra_trees:fit=train,val,40,10.486463,1.897698,0.007278,0.029231
ambench_multiline_process_dense_csv,target_frame_q90,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,55.023640,19.535698,0.038202,0.153381
ambench_multiline_process_dense_csv,target_frame_q90,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,57.002681,22.652111,0.039756,0.158897
ambench_multiline_process_dense_csv,target_frame_q90,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,51.378841,18.577224,0.035659,0.143221
ambench_multiline_process_dense_csv,target_frame_q90,line_process_time,knn,model:knn:fit=train,test,66,52.391939,25.768962,0.036375,0.146045
ambench_multiline_process_dense_csv,target_frame_q90,line_process_time,knn,model:knn:fit=train,train,125,58.054046,18.414982,0.040489,0.161828
ambench_multiline_process_dense_csv,target_frame_q90,line_process_time,knn,model:knn:fit=train,val,40,58.848856,36.749019,0.040844,0.164044
ambench_multiline_process_dense_csv,target_frame_q90,line_process_time,extra_trees,model:extra_trees:fit=train,test,66,5.845067,2.896041,0.004058,0.016293
ambench_multiline_process_dense_csv,target_frame_q90,line_process_time,extra_trees,model:extra_trees:fit=train,train,125,0.000000,0.000000,0.000000,0.000000
ambench_multiline_process_dense_csv,target_frame_q90,line_process_time,extra_trees,model:extra_trees:fit=train,val,40,10.750188,3.433373,0.007461,0.029967
ambench_multiline_process_dense_csv,target_frame_q90,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,55.215684,21.429532,0.038336,0.153916
ambench_multiline_process_dense_csv,target_frame_q90,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,56.886476,21.897062,0.039675,0.158573
ambench_multiline_process_dense_csv,target_frame_q90,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,51.477476,20.801631,0.035728,0.143496
ambench_multiline_process_dense_csv,target_frame_std,mean_guard,mean,constant:mean:fit=train,test,66,23.583719,13.428838,0.170975,0.160828
ambench_multiline_process_dense_csv,target_frame_std,mean_guard,mean,constant:mean:fit=train,train,125,23.851512,12.368661,0.180517,0.162654
ambench_multiline_process_dense_csv,target_frame_std,mean_guard,mean,constant:mean:fit=train,val,40,25.030652,18.029543,0.176558,0.170695
ambench_multiline_process_dense_csv,target_frame_std,time_only,knn,model:knn:fit=train,test,66,17.005437,9.851881,0.123285,0.115968
ambench_multiline_process_dense_csv,target_frame_std,time_only,knn,model:knn:fit=train,train,125,17.113105,10.803975,0.129518,0.116702
ambench_multiline_process_dense_csv,target_frame_std,time_only,knn,model:knn:fit=train,val,40,18.529073,13.960128,0.130698,0.126358
ambench_multiline_process_dense_csv,target_frame_std,time_only,extra_trees,model:extra_trees:fit=train,test,66,7.789893,6.358264,0.056475,0.053123
ambench_multiline_process_dense_csv,target_frame_std,time_only,extra_trees,model:extra_trees:fit=train,train,125,8.816482,7.226773,0.066726,0.060124
ambench_multiline_process_dense_csv,target_frame_std,time_only,extra_trees,model:extra_trees:fit=train,val,40,13.296200,10.621255,0.093787,0.090673
ambench_multiline_process_dense_csv,target_frame_std,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,21.679980,12.179282,0.157174,0.147846
ambench_multiline_process_dense_csv,target_frame_std,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,22.275669,12.915667,0.168590,0.151908
ambench_multiline_process_dense_csv,target_frame_std,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,23.408016,16.286651,0.165113,0.159630
ambench_multiline_process_dense_csv,target_frame_std,process_time,knn,model:knn:fit=train,test,66,19.011175,8.702473,0.137826,0.129646
ambench_multiline_process_dense_csv,target_frame_std,process_time,knn,model:knn:fit=train,train,125,19.890894,7.938373,0.150541,0.135645
ambench_multiline_process_dense_csv,target_frame_std,process_time,knn,model:knn:fit=train,val,40,19.211573,8.286097,0.135512,0.131012
ambench_multiline_process_dense_csv,target_frame_std,process_time,extra_trees,model:extra_trees:fit=train,test,66,6.373920,5.161456,0.046209,0.043467
ambench_multiline_process_dense_csv,target_frame_std,process_time,extra_trees,model:extra_trees:fit=train,train,125,0.000000,0.000000,0.000000,0.000000
ambench_multiline_process_dense_csv,target_frame_std,process_time,extra_trees,model:extra_trees:fit=train,val,40,9.038344,4.711097,0.063754,0.061637
ambench_multiline_process_dense_csv,target_frame_std,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,21.072144,10.414263,0.152767,0.143701
ambench_multiline_process_dense_csv,target_frame_std,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,20.909459,8.909190,0.158250,0.142591
ambench_multiline_process_dense_csv,target_frame_std,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,21.632274,9.896723,0.152587,0.147520
ambench_multiline_process_dense_csv,target_frame_std,line_process_time,knn,model:knn:fit=train,test,66,23.226387,17.062635,0.168385,0.158391
ambench_multiline_process_dense_csv,target_frame_std,line_process_time,knn,model:knn:fit=train,train,125,21.163072,8.226627,0.160170,0.144321
ambench_multiline_process_dense_csv,target_frame_std,line_process_time,knn,model:knn:fit=train,val,40,29.848742,26.464566,0.210544,0.203552
ambench_multiline_process_dense_csv,target_frame_std,line_process_time,extra_trees,model:extra_trees:fit=train,test,66,9.115361,7.700024,0.066084,0.062162
ambench_multiline_process_dense_csv,target_frame_std,line_process_time,extra_trees,model:extra_trees:fit=train,train,125,0.000000,0.000000,0.000000,0.000000
ambench_multiline_process_dense_csv,target_frame_std,line_process_time,extra_trees,model:extra_trees:fit=train,val,40,14.223144,12.517995,0.100326,0.096994
ambench_multiline_process_dense_csv,target_frame_std,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,22.046388,13.235783,0.159830,0.150344
ambench_multiline_process_dense_csv,target_frame_std,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,20.883620,8.816847,0.158055,0.142415
ambench_multiline_process_dense_csv,target_frame_std,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,23.903886,17.478913,0.168610,0.163011
ambench_multiline_process_dense_csv,target_frame_range,mean_guard,mean,constant:mean:fit=train,test,66,59.279419,21.652560,0.156616,0.167821
ambench_multiline_process_dense_csv,target_frame_range,mean_guard,mean,constant:mean:fit=train,train,125,60.967812,21.497207,0.161564,0.172601
ambench_multiline_process_dense_csv,target_frame_range,mean_guard,mean,constant:mean:fit=train,val,40,56.055931,20.446115,0.148951,0.158696
ambench_multiline_process_dense_csv,target_frame_range,time_only,knn,model:knn:fit=train,test,66,42.514832,11.962895,0.112324,0.120361
ambench_multiline_process_dense_csv,target_frame_range,time_only,knn,model:knn:fit=train,train,125,43.917774,12.766721,0.116381,0.124332
ambench_multiline_process_dense_csv,target_frame_range,time_only,knn,model:knn:fit=train,val,40,41.770833,13.065020,0.110993,0.118254
ambench_multiline_process_dense_csv,target_frame_range,time_only,extra_trees,model:extra_trees:fit=train,test,66,2.650112,1.914785,0.007002,0.007503
ambench_multiline_process_dense_csv,target_frame_range,time_only,extra_trees,model:extra_trees:fit=train,train,125,2.301748,1.664412,0.006100,0.006516
ambench_multiline_process_dense_csv,target_frame_range,time_only,extra_trees,model:extra_trees:fit=train,val,40,13.218099,4.948599,0.035123,0.037421
ambench_multiline_process_dense_csv,target_frame_range,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,53.855555,18.366967,0.142286,0.152466
ambench_multiline_process_dense_csv,target_frame_range,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,55.216492,19.008818,0.146323,0.156319
ambench_multiline_process_dense_csv,target_frame_range,time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,51.647827,18.067685,0.137238,0.146216
ambench_multiline_process_dense_csv,target_frame_range,process_time,knn,model:knn:fit=train,test,66,47.679280,14.927872,0.125968,0.134981
ambench_multiline_process_dense_csv,target_frame_range,process_time,knn,model:knn:fit=train,train,125,52.675612,15.791182,0.139589,0.149126
ambench_multiline_process_dense_csv,target_frame_range,process_time,knn,model:knn:fit=train,val,40,46.240494,15.033513,0.122870,0.130908
ambench_multiline_process_dense_csv,target_frame_range,process_time,extra_trees,model:extra_trees:fit=train,test,66,3.569675,2.365877,0.009431,0.010106
ambench_multiline_process_dense_csv,target_frame_range,process_time,extra_trees,model:extra_trees:fit=train,train,125,0.000000,0.000000,0.000000,0.000000
ambench_multiline_process_dense_csv,target_frame_range,process_time,extra_trees,model:extra_trees:fit=train,val,40,13.741611,4.960823,0.036514,0.038903
ambench_multiline_process_dense_csv,target_frame_range,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,53.862244,18.486788,0.142304,0.152485
ambench_multiline_process_dense_csv,target_frame_range,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,55.207225,18.850556,0.146298,0.156293
ambench_multiline_process_dense_csv,target_frame_range,process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,51.645975,18.054126,0.137233,0.146211
ambench_multiline_process_dense_csv,target_frame_range,line_process_time,knn,model:knn:fit=train,test,66,48.163798,14.387525,0.127248,0.136353
ambench_multiline_process_dense_csv,target_frame_range,line_process_time,knn,model:knn:fit=train,train,125,56.172989,16.470523,0.148857,0.159027
ambench_multiline_process_dense_csv,target_frame_range,line_process_time,knn,model:knn:fit=train,val,40,52.552179,15.883170,0.139641,0.148776
ambench_multiline_process_dense_csv,target_frame_range,line_process_time,extra_trees,model:extra_trees:fit=train,test,66,2.538741,1.809767,0.006707,0.007187
ambench_multiline_process_dense_csv,target_frame_range,line_process_time,extra_trees,model:extra_trees:fit=train,train,125,0.000000,0.000000,0.000000,0.000000
ambench_multiline_process_dense_csv,target_frame_range,line_process_time,extra_trees,model:extra_trees:fit=train,val,40,13.557321,4.722896,0.036024,0.038381
ambench_multiline_process_dense_csv,target_frame_range,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,66,53.854178,18.227541,0.142282,0.152462
ambench_multiline_process_dense_csv,target_frame_range,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,125,55.206220,18.817329,0.146295,0.156290
ambench_multiline_process_dense_csv,target_frame_range,line_process_time,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,40,51.676169,18.165881,0.137313,0.146296
