target,row_count,train_rows,val_rows,test_rows,mean_val_rmse,mean_test_rmse,best_profile,best_method,best_val_rmse,best_test_rmse,val_gain_vs_mean,test_gain_vs_mean,best_negative_profile,best_negative_method,best_negative_val_rmse,best_negative_test_rmse,shortcut_blocks,phase132_candidate,status,reason
exfoliation_en,636,403,124,109,104.781107429,218.749457654,composition_lattice_descriptors,hist_gradient_boosting,97.056199858,194.727072676,7.724907571,24.022384978,composition_hash_shortcut,knn,108.399022251,222.282542815,false,true,ready_focused_review,safe structure/composition profile beats mean and shortcut controls
