target,split_id,split_strategy,profile,profile_role,method,train_rows,val_rows,test_rows,train_balanced_accuracy,val_balanced_accuracy,test_balanced_accuracy,val_accuracy,test_accuracy,val_log_loss,test_log_loss,majority_val_balanced_accuracy,majority_test_balanced_accuracy,val_balanced_accuracy_gain_vs_majority,test_balanced_accuracy_gain_vs_majority,selected_admissible,selected_negative_control
gfa,entropy_bins,quartile_bins_by_entropy_fraction,common_element_fractions,admissible,knn,2840,1420,1420,0.816153900,0.594097977,0.681467240,0.713380282,0.743661972,0.956547899,1.204065831,0.500000000,0.500000000,0.094097977,0.181467240,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,common_element_fractions,admissible,extra_trees,2840,1420,1420,0.979938383,0.715010054,0.753827758,0.792253521,0.790140845,0.659584133,0.617817877,0.500000000,0.500000000,0.215010054,0.253827758,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,common_element_fractions,admissible,hist_gradient_boosting,2840,1420,1420,0.930977186,0.648837217,0.726697072,0.743661972,0.782394366,0.682504163,0.619991504,0.500000000,0.500000000,0.148837217,0.226697072,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,all_element_fractions,admissible,knn,2840,1420,1420,0.811434797,0.624588605,0.692560042,0.721830986,0.754225352,0.904744079,1.181063248,0.500000000,0.500000000,0.124588605,0.192560042,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,all_element_fractions,admissible,extra_trees,2840,1420,1420,1.000000000,0.743788284,0.760076735,0.785211268,0.785211268,0.477109488,0.511220522,0.500000000,0.500000000,0.243788284,0.260076735,true,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,all_element_fractions,admissible,hist_gradient_boosting,2840,1420,1420,0.957765596,0.710074867,0.729139791,0.690845070,0.773239437,0.736170695,0.562847604,0.500000000,0.500000000,0.210074867,0.229139791,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,common_plus_descriptors,admissible,knn,2840,1420,1420,0.823606400,0.591704970,0.672169373,0.762676056,0.769718310,0.773055338,0.919050076,0.500000000,0.500000000,0.091704970,0.172169373,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,common_plus_descriptors,admissible,extra_trees,2840,1420,1420,1.000000000,0.690205146,0.730875079,0.801408451,0.804929577,0.428953881,0.456466847,0.500000000,0.500000000,0.190205146,0.230875079,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,common_plus_descriptors,admissible,hist_gradient_boosting,2840,1420,1420,0.988991619,0.651382505,0.724818911,0.773239437,0.813380282,0.574501969,0.560449862,0.500000000,0.500000000,0.151382505,0.224818911,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,composition_hash_shortcut,negative_control,knn,2840,1420,1420,0.500000000,0.500000000,0.500000000,0.199295775,0.233098592,0.960470984,0.937040657,0.500000000,0.500000000,0.000000000,0.000000000,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,chemistry_family_shortcut,negative_control,knn,2840,1420,1420,0.688047262,0.498509810,0.638552512,0.243661972,0.585915493,1.144808263,0.953258117,0.500000000,0.500000000,-0.001490190,0.138552512,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,dominant_element_shortcut,negative_control,knn,2840,1420,1420,0.606425251,0.579881344,0.555801076,0.609859155,0.599295775,0.835606283,0.805576696,0.500000000,0.500000000,0.079881344,0.055801076,false,false
gfa,entropy_bins,quartile_bins_by_entropy_fraction,dominant_element_shortcut,negative_control,extra_trees,2840,1420,1420,0.651177779,0.621684366,0.626839668,0.549295775,0.598591549,0.864468537,0.747925011,0.500000000,0.500000000,0.121684366,0.126839668,false,true
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,composition_descriptors,admissible,knn,2840,1420,1420,0.765142187,0.639893477,0.548139783,0.841549296,0.604929577,0.732413501,0.914127543,0.500000000,0.500000000,0.139893477,0.048139783,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,composition_descriptors,admissible,extra_trees,2840,1420,1420,1.000000000,0.688340038,0.673205284,0.864084507,0.762676056,0.385702346,0.542478731,0.500000000,0.500000000,0.188340038,0.173205284,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,composition_descriptors,admissible,hist_gradient_boosting,2840,1420,1420,0.976733537,0.686378306,0.638969930,0.855633803,0.745070423,0.417359675,0.573011748,0.500000000,0.500000000,0.186378306,0.138969930,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,common_element_fractions,admissible,knn,2840,1420,1420,0.761721880,0.631897359,0.571681094,0.760563380,0.650000000,0.870720161,1.057042496,0.500000000,0.500000000,0.131897359,0.071681094,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,common_element_fractions,admissible,extra_trees,2840,1420,1420,0.956940431,0.673280655,0.544551839,0.810563380,0.654225352,0.665680158,0.806609278,0.500000000,0.500000000,0.173280655,0.044551839,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,common_element_fractions,admissible,hist_gradient_boosting,2840,1420,1420,0.894232944,0.647556923,0.523820475,0.809859155,0.610563380,0.554238369,0.953852148,0.500000000,0.500000000,0.147556923,0.023820475,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,all_element_fractions,admissible,knn,2840,1420,1420,0.773349527,0.632705030,0.546264579,0.769718310,0.611267606,0.760456615,1.108280528,0.500000000,0.500000000,0.132705030,0.046264579,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,all_element_fractions,admissible,extra_trees,2840,1420,1420,1.000000000,0.692541301,0.524560717,0.834507042,0.630985915,0.494122577,0.734885995,0.500000000,0.500000000,0.192541301,0.024560717,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,all_element_fractions,admissible,hist_gradient_boosting,2840,1420,1420,0.948184445,0.661613148,0.497484091,0.814788732,0.580281690,0.543293630,0.947667945,0.500000000,0.500000000,0.161613148,-0.002515909,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,common_plus_descriptors,admissible,knn,2840,1420,1420,0.774928453,0.622157288,0.524781531,0.754929577,0.590845070,0.800326457,1.091706231,0.500000000,0.500000000,0.122157288,0.024781531,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,common_plus_descriptors,admissible,extra_trees,2840,1420,1420,1.000000000,0.695876589,0.547444161,0.829577465,0.633098592,0.420317517,0.687828802,0.500000000,0.500000000,0.195876589,0.047444161,true,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,common_plus_descriptors,admissible,hist_gradient_boosting,2840,1420,1420,0.987041923,0.656177228,0.539698503,0.834507042,0.644366197,0.461924429,0.850267818,0.500000000,0.500000000,0.156177228,0.039698503,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,composition_hash_shortcut,negative_control,knn,2840,1420,1420,0.500000000,0.500000000,0.500000000,0.824647887,0.682394366,0.480326058,0.636607525,0.500000000,0.500000000,0.000000000,0.000000000,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,chemistry_family_shortcut,negative_control,knn,2840,1420,1420,0.708006310,0.570481756,0.445290708,0.599295775,0.368309859,0.822230144,1.019531178,0.500000000,0.500000000,0.070481756,-0.054709292,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,dominant_element_shortcut,negative_control,knn,2840,1420,1420,0.523248314,0.527109291,0.540179031,0.785915493,0.634507042,1.072198567,2.540840454,0.500000000,0.500000000,0.027109291,0.040179031,false,false
gfa,transition_metal_bins,quartile_bins_by_transition_metal_fraction,dominant_element_shortcut,negative_control,extra_trees,2840,1420,1420,0.652702042,0.578165780,0.542903169,0.708450704,0.598591549,0.582585546,0.747341266,0.500000000,0.500000000,0.078165780,0.042903169,false,true
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,composition_descriptors,admissible,knn,2840,1420,1420,0.786231942,0.650600629,0.601391478,0.687323944,0.831690141,1.734901735,0.533590612,0.500000000,0.500000000,0.150600629,0.101391478,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,composition_descriptors,admissible,extra_trees,2840,1420,1420,1.000000000,0.652639507,0.684355438,0.685915493,0.771830986,0.650902207,0.454630522,0.500000000,0.500000000,0.152639507,0.184355438,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,composition_descriptors,admissible,hist_gradient_boosting,2840,1420,1420,0.991485293,0.645656298,0.712473094,0.678873239,0.722535211,0.987020280,0.625859782,0.500000000,0.500000000,0.145656298,0.212473094,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,common_element_fractions,admissible,knn,2840,1420,1420,0.806444455,0.578735733,0.637178522,0.619718310,0.802816901,1.894475835,0.620748729,0.500000000,0.500000000,0.078735733,0.137178522,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,common_element_fractions,admissible,extra_trees,2840,1420,1420,0.974073537,0.637406636,0.720551982,0.662676056,0.743661972,0.883043230,0.565414801,0.500000000,0.500000000,0.137406636,0.220551982,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,common_element_fractions,admissible,hist_gradient_boosting,2840,1420,1420,0.935895142,0.588984792,0.701200515,0.625352113,0.797183099,1.072926444,0.507310656,0.500000000,0.500000000,0.088984792,0.201200515,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,all_element_fractions,admissible,knn,2840,1420,1420,0.809734323,0.582990652,0.626198149,0.610563380,0.805633803,2.124434801,0.631288218,0.500000000,0.500000000,0.082990652,0.126198149,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,all_element_fractions,admissible,extra_trees,2840,1420,1420,1.000000000,0.630197672,0.744747488,0.650704225,0.756338028,0.637690804,0.568321517,0.500000000,0.500000000,0.130197672,0.244747488,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,all_element_fractions,admissible,hist_gradient_boosting,2840,1420,1420,0.956767060,0.559547600,0.699041893,0.580281690,0.800704225,1.035150200,0.511533014,0.500000000,0.500000000,0.059547600,0.199041893,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,common_plus_descriptors,admissible,knn,2840,1420,1420,0.800925255,0.594963748,0.640454525,0.636619718,0.808450704,1.407843020,0.533543656,0.500000000,0.500000000,0.094963748,0.140454525,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,common_plus_descriptors,admissible,extra_trees,2840,1420,1420,1.000000000,0.691028935,0.711119068,0.720422535,0.781690141,0.555589661,0.454079340,0.500000000,0.500000000,0.191028935,0.211119068,true,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,common_plus_descriptors,admissible,hist_gradient_boosting,2840,1420,1420,0.996763517,0.688147779,0.704622622,0.716197183,0.766901408,0.782584081,0.652966754,0.500000000,0.500000000,0.188147779,0.204622622,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,composition_hash_shortcut,negative_control,knn,2840,1420,1420,0.500000000,0.500000000,0.500000000,0.571126761,0.859859155,1.115404490,0.423054447,0.500000000,0.500000000,0.000000000,0.000000000,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,chemistry_family_shortcut,negative_control,knn,2840,1420,1420,0.651523312,0.556821334,0.589092061,0.611971831,0.864788732,0.704598044,0.726891776,0.500000000,0.500000000,0.056821334,0.089092061,false,false
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,dominant_element_shortcut,negative_control,knn,2840,1420,1420,0.540856875,0.613298468,0.563023965,0.620422535,0.704225352,0.733356490,0.625721485,0.500000000,0.500000000,0.113298468,0.063023965,false,true
gfa,metalloid_bins,quartile_bins_by_metalloid_fraction,dominant_element_shortcut,negative_control,extra_trees,2840,1420,1420,0.636728301,0.589889836,0.605795151,0.550704225,0.499295775,0.724265110,0.649227974,0.500000000,0.500000000,0.089889836,0.105795151,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,composition_descriptors,admissible,knn,2840,1420,1420,0.674598646,0.650120106,0.585151923,0.792957746,0.604225352,0.620167580,1.140986951,0.500000000,0.500000000,0.150120106,0.085151923,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,composition_descriptors,admissible,extra_trees,2840,1420,1420,1.000000000,0.731260144,0.682672255,0.830985915,0.690140845,0.402485778,0.623095400,0.500000000,0.500000000,0.231260144,0.182672255,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,composition_descriptors,admissible,hist_gradient_boosting,2840,1420,1420,0.985845598,0.768363306,0.679793444,0.828873239,0.678169014,0.427629872,0.740995558,0.500000000,0.500000000,0.268363306,0.179793444,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,common_element_fractions,admissible,knn,2840,1420,1420,0.702907449,0.632902681,0.586104875,0.763380282,0.593661972,0.666595995,0.875065942,0.500000000,0.500000000,0.132902681,0.086104875,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,common_element_fractions,admissible,extra_trees,2840,1420,1420,0.972444244,0.731006947,0.552302550,0.811971831,0.561971831,0.700718885,1.992184141,0.500000000,0.500000000,0.231006947,0.052302550,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,common_element_fractions,admissible,hist_gradient_boosting,2840,1420,1420,0.913330926,0.733746673,0.619493090,0.813380282,0.621830986,0.468172140,0.877777480,0.500000000,0.500000000,0.233746673,0.119493090,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,all_element_fractions,admissible,knn,2840,1420,1420,0.718558916,0.627520613,0.540907050,0.775352113,0.574647887,0.606506957,0.988056581,0.500000000,0.500000000,0.127520613,0.040907050,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,all_element_fractions,admissible,extra_trees,2840,1420,1420,1.000000000,0.742744920,0.564995260,0.838732394,0.583098592,0.394366902,0.673909036,0.500000000,0.500000000,0.242744920,0.064995260,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,all_element_fractions,admissible,hist_gradient_boosting,2840,1420,1420,0.948859594,0.742069727,0.625919274,0.820422535,0.628873239,0.454225721,0.857415098,0.500000000,0.500000000,0.242069727,0.125919274,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,common_plus_descriptors,admissible,knn,2840,1420,1420,0.704384650,0.616821398,0.525365464,0.776760563,0.552816901,0.547277627,0.869868629,0.500000000,0.500000000,0.116821398,0.025365464,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,common_plus_descriptors,admissible,extra_trees,2840,1420,1420,1.000000000,0.759501396,0.632649803,0.843661972,0.639436620,0.384984270,0.675407999,0.500000000,0.500000000,0.259501396,0.132649803,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,common_plus_descriptors,admissible,hist_gradient_boosting,2840,1420,1420,0.994522799,0.789495553,0.687686474,0.830985915,0.679577465,0.456597942,0.847020877,0.500000000,0.500000000,0.289495553,0.187686474,true,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,composition_hash_shortcut,negative_control,knn,2840,1420,1420,0.500000000,0.500000000,0.500000000,0.742957746,0.538732394,0.703371782,1.193082788,0.500000000,0.500000000,0.000000000,0.000000000,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,chemistry_family_shortcut,negative_control,knn,2840,1420,1420,0.631030248,0.524618581,0.503602255,0.730281690,0.541549296,1.677487502,5.949962588,0.500000000,0.500000000,0.024618581,0.003602255,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,dominant_element_shortcut,negative_control,knn,2840,1420,1420,0.499774266,0.500000000,0.500109764,0.742957746,0.538732394,0.655058896,0.887865071,0.500000000,0.500000000,0.000000000,0.000109764,false,false
gfa,max_fraction_bins,quartile_bins_by_max_fraction,dominant_element_shortcut,negative_control,extra_trees,2840,1420,1420,0.637475395,0.599578004,0.562001696,0.503521127,0.540845070,0.663277882,0.694999723,0.500000000,0.500000000,0.099578004,0.062001696,false,true
