seed,case_id,split,variant_id,start_count,max_rounds_per_start,executed_rounds_total,function_evaluations_total,train_objective,learned_center_shift,learned_source_width,raw_closure_coeff,calibrated_closure_coeff
172,P169-CASE-007,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0006527512,-0.0450232153,0.0542000999,0.1294932906,0.1326011981
172,P169-CASE-008,train,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0005218099,-0.0450351727,0.0737671218,-0.0956844435,-0.1028718582
172,P169-CASE-008,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0005218141,-0.0450342391,0.0737699895,-0.0957980901,-0.0965170677
172,P169-CASE-009,train,tiny_explicit_latent_hidden_closure_smoke,3,48,66,531,0.0006091677,-0.044941123,0.0742967314,-0.0300211676,-0.0349987185
172,P169-CASE-009,train,uniform_grid_latent_trainable_control,1,48,25,201,0.000609169,-0.0449387081,0.0742912467,-0.0299601311,-0.0293898602
172,P169-CASE-010,val,tiny_explicit_latent_hidden_closure_smoke,3,48,59,475,0.000612915,-0.0449384145,0.0739902974,0.0333038225,0.0275940071
172,P169-CASE-010,val,uniform_grid_latent_trainable_control,1,48,23,185,0.0006129189,-0.0449332327,0.0739878701,0.0331829011,0.0349704668
172,P169-CASE-011,train,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0006060319,-0.0449336893,0.0741676449,0.0994870774,0.0949841571
172,P169-CASE-011,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0006060341,-0.0449262736,0.0741650383,0.0992938167,0.1023696753
172,P169-CASE-012,val,tiny_explicit_latent_hidden_closure_smoke,3,48,66,531,0.0005484708,-0.0447804096,0.0963319511,-0.1123823735,-0.1098717954
172,P169-CASE-012,val,uniform_grid_latent_trainable_control,1,48,27,217,0.0005484708,-0.0447804096,0.0963319511,-0.1123823735,-0.1128024205
172,P169-CASE-013,train,tiny_explicit_latent_hidden_closure_smoke,3,48,69,555,0.000647515,-0.045236603,0.096420419,-0.0414121482,-0.0437452149
172,P169-CASE-013,train,uniform_grid_latent_trainable_control,1,48,25,201,0.000647515,-0.045236603,0.096420419,-0.0414121482,-0.040434456
172,P169-CASE-014,test,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0005027421,-0.0448271109,0.0960058182,0.0289438796,0.0287819285
172,P169-CASE-014,test,uniform_grid_latent_trainable_control,1,48,24,193,0.0005027421,-0.0448271109,0.0960058182,0.0289438796,0.0312604723
172,P169-CASE-015,train,tiny_explicit_latent_hidden_closure_smoke,3,48,67,539,0.0005738697,-0.0448622793,0.096168677,0.0918462643,0.0912482256
172,P169-CASE-015,train,uniform_grid_latent_trainable_control,1,48,27,217,0.0005738732,-0.044866806,0.0961645615,0.0921100636,0.0956590301
172,P169-CASE-016,val,tiny_explicit_latent_hidden_closure_smoke,3,48,63,507,0.0007278493,-0.0200638322,0.0362083401,-0.0981301103,-0.0990272545
172,P169-CASE-016,val,uniform_grid_latent_trainable_control,1,48,25,201,0.0007278545,-0.0200708492,0.03620378,-0.0978906895,-0.1006475868
172,P169-CASE-017,train,tiny_explicit_latent_hidden_closure_smoke,3,48,63,507,0.0004543849,-0.0200047654,0.0360366218,-0.0465874069,-0.046095423
172,P169-CASE-017,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0004543849,-0.0200047654,0.0360366218,-0.0465874069,-0.0483553825
172,P169-CASE-018,test,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.000659588,-0.0200282237,0.0359692877,0.0375488914,0.0397908829
172,P169-CASE-018,test,uniform_grid_latent_trainable_control,1,48,25,201,0.000659588,-0.0200282237,0.0359692877,0.0375488914,0.0374135095
172,P169-CASE-019,train,tiny_explicit_latent_hidden_closure_smoke,3,48,66,531,0.0005779483,-0.0199690512,0.036242677,0.0775129883,0.0794471378
172,P169-CASE-019,train,uniform_grid_latent_trainable_control,1,48,26,209,0.0005779556,-0.0199736583,0.036234444,0.0778125255,0.0784642398
172,P169-CASE-020,test,tiny_explicit_latent_hidden_closure_smoke,3,48,62,499,0.000591928,-0.0199875836,0.0537621216,-0.0930778869,-0.0975965741
172,P169-CASE-020,test,uniform_grid_latent_trainable_control,1,48,23,185,0.0005919325,-0.0199821572,0.0537605316,-0.0931605322,-0.0953382778
172,P169-CASE-021,train,tiny_explicit_latent_hidden_closure_smoke,3,48,64,515,0.0006132954,-0.0200679168,0.0538692721,-0.0404700563,-0.0390181434
172,P169-CASE-021,train,uniform_grid_latent_trainable_control,1,48,25,201,0.000613307,-0.0200617405,0.0538746365,-0.0407761048,-0.0419305482
172,P169-CASE-022,train,tiny_explicit_latent_hidden_closure_smoke,3,48,67,539,0.0006019601,-0.0200212156,0.0539792465,0.0301525775,0.0356604604
172,P169-CASE-022,train,uniform_grid_latent_trainable_control,1,48,26,209,0.0006019639,-0.0200213847,0.0539875767,0.0299135684,0.0301332564
172,P169-CASE-023,val,tiny_explicit_latent_hidden_closure_smoke,2,48,40,322,0.0005688152,-0.0198835189,0.0543376883,0.0945271566,0.0995335027
172,P169-CASE-023,val,uniform_grid_latent_trainable_control,1,48,22,177,0.0005688225,-0.0198803881,0.0543395003,0.0944011149,0.0958773738
172,P169-CASE-024,train,tiny_explicit_latent_hidden_closure_smoke,3,48,63,507,0.0006050973,-0.0199636596,0.0740982078,-0.1134350445,-0.114924963
172,P169-CASE-024,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0006050973,-0.0199636596,0.0740982078,-0.1134350445,-0.1154387422
172,P169-CASE-025,val,tiny_explicit_latent_hidden_closure_smoke,3,48,67,539,0.0006029213,-0.020017309,0.0739667992,-0.014502937,-0.0135087917
172,P169-CASE-025,val,uniform_grid_latent_trainable_control,1,48,25,201,0.0006029213,-0.020017309,0.0739667992,-0.014502937,-0.0145874114
172,P169-CASE-026,train,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0006856208,-0.0199516367,0.0738981411,0.0305303381,0.0323521964
172,P169-CASE-026,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0006856208,-0.0199516367,0.0738981411,0.0305303381,0.0313158159
172,P169-CASE-027,test,tiny_explicit_latent_hidden_closure_smoke,3,48,64,515,0.000611496,-0.0198020573,0.0740567856,0.1115740885,0.1138858663
172,P169-CASE-027,test,uniform_grid_latent_trainable_control,1,48,24,193,0.0006115,-0.0197942068,0.0740534123,0.1114272443,0.1137817765
172,P169-CASE-028,train,tiny_explicit_latent_hidden_closure_smoke,2,48,47,378,0.0006328528,-0.019850206,0.0961345919,-0.1199212011,-0.1169453364
172,P169-CASE-028,train,uniform_grid_latent_trainable_control,1,48,28,225,0.0006328528,-0.019850206,0.0961345919,-0.1199212011,-0.121439265
172,P169-CASE-029,test,tiny_explicit_latent_hidden_closure_smoke,2,48,44,354,0.0004617567,-0.0201442636,0.096159444,-0.0595611269,-0.0543468788
172,P169-CASE-029,test,uniform_grid_latent_trainable_control,1,48,24,193,0.0004617578,-0.020138231,0.0961592414,-0.0597444424,-0.0600824982
172,P169-CASE-030,train,tiny_explicit_latent_hidden_closure_smoke,2,48,45,362,0.0005905561,-0.0198657712,0.0960338874,0.0225158126,0.0285391746
172,P169-CASE-030,train,uniform_grid_latent_trainable_control,1,48,26,209,0.0005905589,-0.0198603448,0.0960254528,0.0225412075,0.0237865197
172,P169-CASE-031,train,tiny_explicit_latent_hidden_closure_smoke,2,48,45,362,0.0006093581,-0.0200554823,0.0963233358,0.0908041869,0.0980658543
172,P169-CASE-031,train,uniform_grid_latent_trainable_control,1,48,26,209,0.0006093614,-0.0200566457,0.0963329704,0.0906178505,0.0932009791
172,P169-CASE-032,train,tiny_explicit_latent_hidden_closure_smoke,2,48,44,354,0.0006559824,6.09912e-05,0.0359850353,-0.1036819281,-0.1063539535
172,P169-CASE-032,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0006559887,6.1899e-05,0.0359868538,-0.1037269447,-0.1073672803
172,P169-CASE-033,test,tiny_explicit_latent_hidden_closure_smoke,2,48,41,330,0.0005515071,-0.0001041849,0.0361590779,-0.0580974736,-0.0601102351
172,P169-CASE-033,test,uniform_grid_latent_trainable_control,1,48,23,185,0.0005515071,-0.0001041849,0.0361590779,-0.0580974736,-0.0608407537
172,P169-CASE-034,train,tiny_explicit_latent_hidden_closure_smoke,2,48,44,354,0.0005254219,-9.58746e-05,0.0358154085,0.022664996,0.0230095009
172,P169-CASE-034,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0005254232,-9.5531e-05,0.0358040506,0.0228871539,0.0217060157
172,P169-CASE-035,train,tiny_explicit_latent_hidden_closure_smoke,3,48,59,475,0.0006838552,-4.94645e-05,0.0357535113,0.1194222791,0.1216356657
172,P169-CASE-035,train,uniform_grid_latent_trainable_control,1,48,21,169,0.0006838552,-4.94645e-05,0.0357535113,0.1194222791,0.1201123004
172,P169-CASE-036,train,tiny_explicit_latent_hidden_closure_smoke,3,48,56,451,0.0005344652,-4.93406e-05,0.0539308076,-0.1036676231,-0.1020726508
172,P169-CASE-036,train,uniform_grid_latent_trainable_control,1,48,18,145,0.0005344716,-4.79447e-05,0.0539253907,-0.1035637472,-0.1066953981
172,P169-CASE-037,train,tiny_explicit_latent_hidden_closure_smoke,3,48,56,451,0.0005847146,5.96277e-05,0.0538123435,-0.0317592561,-0.0304622991
172,P169-CASE-037,train,uniform_grid_latent_trainable_control,1,48,19,153,0.0005847186,6.1899e-05,0.0538124564,-0.0318044216,-0.0335501227
172,P169-CASE-038,val,tiny_explicit_latent_hidden_closure_smoke,3,48,49,395,0.0005775501,-1.92735e-05,0.054098502,0.012009388,0.0153389375
172,P169-CASE-038,val,uniform_grid_latent_trainable_control,1,48,17,137,0.0005775501,-1.92735e-05,0.054098502,0.012009388,0.0111254482
172,P169-CASE-039,train,tiny_explicit_latent_hidden_closure_smoke,3,48,54,435,0.000543796,-4.21486e-05,0.0541155588,0.1017415418,0.106770465
172,P169-CASE-039,train,uniform_grid_latent_trainable_control,1,48,16,129,0.0005437982,-4.18816e-05,0.0541034109,0.1020368166,0.1029018391
172,P169-CASE-040,val,tiny_explicit_latent_hidden_closure_smoke,3,48,59,475,0.0004226407,4.34014e-05,0.0742740441,-0.1254392643,-0.1253371994
172,P169-CASE-040,val,uniform_grid_latent_trainable_control,1,48,18,145,0.0004226407,4.34014e-05,0.0742740441,-0.1254392643,-0.1284304102
172,P169-CASE-041,train,tiny_explicit_latent_hidden_closure_smoke,3,48,58,467,0.000437471,0.0001551586,0.0741685298,-0.035448595,-0.0366090111
172,P169-CASE-041,train,uniform_grid_latent_trainable_control,1,48,19,153,0.0004374762,0.0001483213,0.0741752126,-0.0354494802,-0.0367001337
172,P169-CASE-042,test,tiny_explicit_latent_hidden_closure_smoke,3,48,54,435,0.0005589727,1.9878e-06,0.0741508249,0.0199512321,0.020321999
172,P169-CASE-042,test,uniform_grid_latent_trainable_control,1,48,16,129,0.0005589744,0,0.0741498924,0.0200217496,0.0198530434
172,P169-CASE-043,train,tiny_explicit_latent_hidden_closure_smoke,3,48,57,459,0.000688303,6.65867e-05,0.0743424726,0.0487544035,0.055265945
172,P169-CASE-043,train,uniform_grid_latent_trainable_control,1,48,20,161,0.0006883088,6.03792e-05,0.0743398038,0.0489713475,0.0493677412
172,P169-CASE-044,test,tiny_explicit_latent_hidden_closure_smoke,2,48,40,322,0.0004980367,-0.0001468104,0.0958953701,-0.0937918718,-0.0895084903
172,P169-CASE-044,test,uniform_grid_latent_trainable_control,1,48,22,177,0.0004980367,-0.0001468104,0.0958953701,-0.0937918718,-0.0955570608
172,P169-CASE-045,train,tiny_explicit_latent_hidden_closure_smoke,2,48,42,338,0.0005777289,-2.0879e-06,0.0957794146,-0.0330926963,-0.0277643097
172,P169-CASE-045,train,uniform_grid_latent_trainable_control,1,48,22,177,0.0005777306,-8.3587e-06,0.0957776609,-0.0329018618,-0.0334933581
172,P169-CASE-046,train,tiny_explicit_latent_hidden_closure_smoke,2,48,43,346,0.0006735964,-4.31937e-05,0.0960353417,0.0339839407,0.0401121636
172,P169-CASE-046,train,uniform_grid_latent_trainable_control,1,48,22,177,0.0006735978,-4.94645e-05,0.0960407265,0.0340288071,0.0347457448
172,P169-CASE-047,val,tiny_explicit_latent_hidden_closure_smoke,2,48,44,354,0.0007555721,0.0002064397,0.096153358,0.0977638113,0.1040116802
172,P169-CASE-047,val,uniform_grid_latent_trainable_control,1,48,25,201,0.0007555721,0.0002064397,0.096153358,0.0977638113,0.09971166
172,P169-CASE-048,test,tiny_explicit_latent_hidden_closure_smoke,3,48,66,531,0.000575631,0.0259442961,0.0358593272,-0.1130970929,-0.1174342231
172,P169-CASE-048,test,uniform_grid_latent_trainable_control,1,48,25,201,0.0005756371,0.025946647,0.0358668898,-0.1132325808,-0.1180431837
172,P169-CASE-049,train,tiny_explicit_latent_hidden_closure_smoke,3,48,63,507,0.0005988431,0.0260909597,0.0358479583,-0.0320724809,-0.0348782042
172,P169-CASE-049,train,uniform_grid_latent_trainable_control,1,48,26,209,0.0005988522,0.0260893727,0.0358473338,-0.0320721904,-0.0353129512
172,P169-CASE-050,train,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0006929041,0.0261642214,0.0358884325,0.0312509806,0.0277561482
172,P169-CASE-050,train,uniform_grid_latent_trainable_control,1,48,26,209,0.0006929227,0.0261572715,0.0358915654,0.031127105,0.0291120773
172,P169-CASE-051,val,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0006685406,0.0260399171,0.0358521745,0.1234412531,0.1237824104
172,P169-CASE-051,val,uniform_grid_latent_trainable_control,1,48,26,209,0.0006685406,0.0260399171,0.0358521745,0.1234412531,0.1232219442
172,P169-CASE-052,train,tiny_explicit_latent_hidden_closure_smoke,3,48,67,539,0.0005596934,0.0258753792,0.0544146829,-0.1273724247,-0.1332962062
172,P169-CASE-052,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0005596934,0.0258753792,0.0544146829,-0.1273724247,-0.1319364863
172,P169-CASE-053,val,tiny_explicit_latent_hidden_closure_smoke,3,48,61,491,0.0006372655,0.0259247804,0.0540226745,-0.0491159119,-0.0530379112
172,P169-CASE-053,val,uniform_grid_latent_trainable_control,1,48,22,177,0.0006372655,0.0259247804,0.0540226745,-0.0491159119,-0.0521733805
172,P169-CASE-054,train,tiny_explicit_latent_hidden_closure_smoke,3,48,59,475,0.0005029405,0.0260228088,0.0539358479,0.0484066624,0.0448852543
172,P169-CASE-054,train,uniform_grid_latent_trainable_control,1,48,22,177,0.00050295,0.0260229594,0.053945828,0.0481923707,0.0470183602
172,P169-CASE-055,test,tiny_explicit_latent_hidden_closure_smoke,3,48,63,507,0.0005820112,0.0259300467,0.0539938376,0.0974848583,0.0963720544
172,P169-CASE-055,test,uniform_grid_latent_trainable_control,1,48,22,177,0.0005820159,0.0259331391,0.0539842911,0.0976638087,0.0974548164
172,P169-CASE-056,train,tiny_explicit_latent_hidden_closure_smoke,3,48,59,475,0.0005177883,0.0259927684,0.0740031097,-0.1116673012,-0.1198823763
172,P169-CASE-056,train,uniform_grid_latent_trainable_control,1,48,21,169,0.0005177883,0.0259927684,0.0740031097,-0.1116673012,-0.1153834296
172,P169-CASE-057,test,tiny_explicit_latent_hidden_closure_smoke,3,48,60,483,0.0006127277,0.0259942882,0.0740018432,-0.0682523572,-0.0757378285
172,P169-CASE-057,test,uniform_grid_latent_trainable_control,1,48,22,177,0.0006127277,0.0259942882,0.0740018432,-0.0682523572,-0.0711256367
172,P169-CASE-058,train,tiny_explicit_latent_hidden_closure_smoke,3,48,57,459,0.0005064078,0.0258911484,0.0739171764,0.0342774743,0.0290296327
172,P169-CASE-058,train,uniform_grid_latent_trainable_control,1,48,21,169,0.0005064078,0.0258911484,0.0739171764,0.0342774743,0.0333964559
172,P169-CASE-059,train,tiny_explicit_latent_hidden_closure_smoke,3,48,66,531,0.0006775008,0.0256414155,0.0738488425,0.0995684503,0.0961718438
172,P169-CASE-059,train,uniform_grid_latent_trainable_control,1,48,24,193,0.0006775053,0.0256380075,0.073844538,0.0997179633,0.1001151104
172,P169-CASE-060,train,tiny_explicit_latent_hidden_closure_smoke,2,48,46,370,0.0005204394,0.0256414155,0.0959650605,-0.1188701926,-0.1223552487
172,P169-CASE-060,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0005204397,0.0256333213,0.0959659517,-0.1187425033,-0.1219685431
172,P169-CASE-061,train,tiny_explicit_latent_hidden_closure_smoke,2,48,44,354,0.0006066638,0.0258526358,0.0960332163,-0.0229073889,-0.0252612023
172,P169-CASE-061,train,uniform_grid_latent_trainable_control,1,48,26,209,0.0006066638,0.0258526358,0.0960332163,-0.0229073889,-0.0242791431
172,P169-CASE-062,val,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.000609931,0.0260474911,0.0958445549,0.0381660502,0.0368742382
172,P169-CASE-062,val,uniform_grid_latent_trainable_control,1,48,27,217,0.000609931,0.0260474911,0.0958445549,0.0381660502,0.0379674265
172,P169-CASE-063,train,tiny_explicit_latent_hidden_closure_smoke,3,48,70,563,0.0005648733,0.0261317337,0.0963917221,0.1141155728,0.1136569393
172,P169-CASE-063,train,uniform_grid_latent_trainable_control,1,48,28,225,0.0005648764,0.0261319983,0.0963828089,0.1142780627,0.1155690613
172,P169-CASE-064,train,tiny_explicit_latent_hidden_closure_smoke,2,48,46,370,0.0005362521,0.051939993,0.0360684947,-0.0921423537,-0.0981446043
172,P169-CASE-064,train,uniform_grid_latent_trainable_control,1,48,27,217,0.0005362549,0.0519408094,0.0360726502,-0.0922330618,-0.0976166948
172,P169-CASE-065,train,tiny_explicit_latent_hidden_closure_smoke,3,48,77,619,0.0006315119,0.0519306706,0.0357563404,-0.0350752106,-0.0391151602
172,P169-CASE-065,train,uniform_grid_latent_trainable_control,1,48,29,233,0.0006315119,0.0519306706,0.0357563404,-0.0350752106,-0.0393575256
172,P169-CASE-066,val,tiny_explicit_latent_hidden_closure_smoke,2,48,50,402,0.0004961544,0.0519600829,0.0360803381,0.0754625172,0.0726841673
172,P169-CASE-066,val,uniform_grid_latent_trainable_control,1,48,30,241,0.0004961544,0.0519600829,0.0360803381,0.0754625172,0.073334335
172,P169-CASE-067,train,tiny_explicit_latent_hidden_closure_smoke,2,48,46,370,0.0005662919,0.0519481335,0.035988596,0.0676708105,0.0650501921
172,P169-CASE-067,train,uniform_grid_latent_trainable_control,1,48,28,225,0.0005662967,0.0519476484,0.0359868614,0.0677093328,0.0654284746
172,P169-CASE-068,val,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0006334276,0.0519189771,0.054002938,-0.1172362445,-0.1220621272
172,P169-CASE-068,val,uniform_grid_latent_trainable_control,1,48,26,209,0.0006334276,0.0519189771,0.054002938,-0.1172362445,-0.1226033924
172,P169-CASE-069,train,tiny_explicit_latent_hidden_closure_smoke,3,48,66,531,0.0005253807,0.0518844395,0.0537699075,-0.0350233821,-0.0434142708
172,P169-CASE-069,train,uniform_grid_latent_trainable_control,1,48,27,217,0.0005253809,0.0518880191,0.0537735858,-0.0351124451,-0.0388903173
172,P169-CASE-070,test,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.000555119,0.0520348206,0.054144278,0.0474779485,0.0453594314
172,P169-CASE-070,test,uniform_grid_latent_trainable_control,1,48,25,201,0.000555119,0.0520348206,0.054144278,0.0474779485,0.0453084353
172,P169-CASE-071,train,tiny_explicit_latent_hidden_closure_smoke,3,48,68,547,0.0006390544,0.0520449943,0.053929728,0.1162118626,0.115760203
172,P169-CASE-071,train,uniform_grid_latent_trainable_control,1,48,28,225,0.0006390544,0.0520449943,0.053929728,0.1162118626,0.1153705006
172,P169-CASE-072,test,tiny_explicit_latent_hidden_closure_smoke,3,48,63,507,0.0005751645,0.0517321537,0.0740053226,-0.1317758709,-0.1390703477
172,P169-CASE-072,test,uniform_grid_latent_trainable_control,1,48,25,201,0.0005751687,0.0517308984,0.0740097571,-0.131845269,-0.1369297752
172,P169-CASE-073,train,tiny_explicit_latent_hidden_closure_smoke,2,48,47,378,0.000637108,0.0520683806,0.073786974,-0.0578403584,-0.0636915339
172,P169-CASE-073,train,uniform_grid_latent_trainable_control,1,48,27,217,0.000637108,0.0520683806,0.073786974,-0.0578403584,-0.0615070239
172,P169-CASE-074,train,tiny_explicit_latent_hidden_closure_smoke,3,48,69,555,0.0006106537,0.0519408094,0.0739149417,0.049970801,0.0460251678
172,P169-CASE-074,train,uniform_grid_latent_trainable_control,1,48,29,233,0.0006106537,0.0519408094,0.0739149417,0.049970801,0.0484058085
172,P169-CASE-075,val,tiny_explicit_latent_hidden_closure_smoke,2,48,46,370,0.0006300067,0.0519173849,0.0736861872,0.0989830924,0.0964778188
172,P169-CASE-075,val,uniform_grid_latent_trainable_control,1,48,27,217,0.0006300091,0.0519204969,0.0736894097,0.098890211,0.0982695025
172,P169-CASE-076,train,tiny_explicit_latent_hidden_closure_smoke,2,48,49,394,0.0007192172,0.0521615212,0.0957813368,-0.1157100003,-0.1188218544
172,P169-CASE-076,train,uniform_grid_latent_trainable_control,1,48,31,249,0.000719221,0.0521637483,0.0957788973,-0.1156966514,-0.1198756388
172,P169-CASE-077,val,tiny_explicit_latent_hidden_closure_smoke,2,48,47,378,0.0006171928,0.0522575036,0.0959328233,-0.0326945618,-0.0347119763
172,P169-CASE-077,val,uniform_grid_latent_trainable_control,1,48,28,225,0.0006171959,0.0522527354,0.0959354941,-0.0326780096,-0.0352441126
172,P169-CASE-078,train,tiny_explicit_latent_hidden_closure_smoke,2,48,45,362,0.0006430012,0.0518920483,0.0959575713,0.053148995,0.0533181273
172,P169-CASE-078,train,uniform_grid_latent_trainable_control,1,48,27,217,0.0006430018,0.0518997037,0.0959583058,0.0530367007,0.0521488648
172,P169-CASE-079,test,tiny_explicit_latent_hidden_closure_smoke,2,48,48,386,0.0005154924,0.0520505898,0.0958519983,0.0910805639,0.0919028284
172,P169-CASE-079,test,uniform_grid_latent_trainable_control,1,48,29,233,0.0005154924,0.0520505898,0.0958519983,0.0910805639,0.0909226881
173,P169-CASE-000,train,tiny_explicit_latent_hidden_closure_smoke,3,48,67,539,0.000730436,-0.0449725235,0.0359127037,-0.0751412551,-0.0782400878
173,P169-CASE-000,train,uniform_grid_latent_trainable_control,1,48,29,233,0.000730436,-0.0449725235,0.0359127037,-0.0751412551,-0.0795835502
173,P169-CASE-001,val,tiny_explicit_latent_hidden_closure_smoke,2,48,45,362,0.0005570208,-0.0451105859,0.036142437,-0.0201081166,-0.0247467158
173,P169-CASE-001,val,uniform_grid_latent_trainable_control,1,48,25,201,0.0005570208,-0.0451105859,0.036142437,-0.0201081166,-0.02561932
173,P169-CASE-002,train,tiny_explicit_latent_hidden_closure_smoke,2,48,44,354,0.0005841713,-0.0449725235,0.0360413163,0.0532773752,0.0465301436
173,P169-CASE-002,train,uniform_grid_latent_trainable_control,1,48,26,209,0.0005841713,-0.0449725235,0.0360413163,0.0532773752,0.0463657018
173,P169-CASE-003,test,tiny_explicit_latent_hidden_closure_smoke,3,48,64,515,0.0005178816,-0.0451492125,0.0357877037,0.1316686395,0.1225384231
173,P169-CASE-003,test,uniform_grid_latent_trainable_control,1,48,28,225,0.0005178816,-0.0451492125,0.0357877037,0.1316686395,0.1232313193
173,P169-CASE-004,train,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0004346882,-0.0449881726,0.0539832446,-0.1024818027,-0.1047457532
173,P169-CASE-004,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0004346882,-0.0449881726,0.0539832446,-0.1024818027,-0.1062499881
173,P169-CASE-005,test,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0005729399,-0.0448761112,0.0539027046,-0.0505526037,-0.0510950414
173,P169-CASE-005,test,uniform_grid_latent_trainable_control,1,48,25,201,0.0005729438,-0.0448736927,0.0539050612,-0.0506900667,-0.0554451934
173,P169-CASE-006,train,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0006280429,-0.044969675,0.0538935855,-0.0012484568,-0.0028622249
173,P169-CASE-006,train,uniform_grid_latent_trainable_control,1,48,26,209,0.0006280429,-0.044969675,0.0538935855,-0.0012484568,-0.0069632289
173,P169-CASE-007,train,tiny_explicit_latent_hidden_closure_smoke,3,48,64,515,0.0006079734,-0.0449393451,0.0539762209,0.1072266899,0.0989466392
173,P169-CASE-007,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0006079807,-0.0449400716,0.0539857066,0.1069801132,0.0991866628
173,P169-CASE-008,train,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0006820449,-0.0451448526,0.0741447891,-0.110382986,-0.1128433855
173,P169-CASE-008,train,uniform_grid_latent_trainable_control,1,48,26,209,0.0006820449,-0.0451448526,0.0741447891,-0.110382986,-0.1138460976
173,P169-CASE-009,train,tiny_explicit_latent_hidden_closure_smoke,3,48,69,555,0.0005468637,-0.045031097,0.0739052896,-0.0623575686,-0.0658638213
173,P169-CASE-009,train,uniform_grid_latent_trainable_control,1,48,27,217,0.0005468724,-0.0450286436,0.0738979654,-0.062247004,-0.0666279733
173,P169-CASE-010,val,tiny_explicit_latent_hidden_closure_smoke,3,48,67,539,0.0006625662,-0.045428575,0.0740050358,0.0448501251,0.0380674806
173,P169-CASE-010,val,uniform_grid_latent_trainable_control,1,48,27,217,0.0006625662,-0.045428575,0.0740050358,0.0448501251,0.0383746789
173,P169-CASE-011,train,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0006327858,-0.044947989,0.0740931517,0.1248680904,0.1157050053
173,P169-CASE-011,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0006327941,-0.0449470669,0.0740875744,0.1249821666,0.1170081187
173,P169-CASE-012,val,tiny_explicit_latent_hidden_closure_smoke,2,48,47,378,0.0006304655,-0.0451039107,0.0958566727,-0.1192439453,-0.1219764495
173,P169-CASE-012,val,uniform_grid_latent_trainable_control,1,48,27,217,0.0006304686,-0.045099748,0.0958642533,-0.1195868262,-0.1226892086
173,P169-CASE-013,train,tiny_explicit_latent_hidden_closure_smoke,2,48,46,370,0.0006927498,-0.0452743483,0.0956378639,-0.0407744038,-0.045914986
173,P169-CASE-013,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0006927511,-0.0452734147,0.0956478295,-0.0410538641,-0.0456840463
173,P169-CASE-014,test,tiny_explicit_latent_hidden_closure_smoke,2,48,48,386,0.0004900863,-0.0451794182,0.0958132388,0.0379238894,0.03061859
173,P169-CASE-014,test,uniform_grid_latent_trainable_control,1,48,28,225,0.0004900877,-0.0451870184,0.0958078103,0.0383406673,0.0321920439
173,P169-CASE-015,train,tiny_explicit_latent_hidden_closure_smoke,3,48,64,515,0.000533395,-0.0447595891,0.0958724636,0.0946031265,0.0935097698
173,P169-CASE-015,train,uniform_grid_latent_trainable_control,1,48,25,201,0.0005333963,-0.0447594414,0.0958819753,0.0943736611,0.087185238
173,P169-CASE-016,val,tiny_explicit_latent_hidden_closure_smoke,3,48,65,523,0.0006349656,-0.0200184523,0.0360113132,-0.1562088173,-0.1550758695
173,P169-CASE-016,val,uniform_grid_latent_trainable_control,1,48,25,201,0.0006349726,-0.0200171999,0.0360068287,-0.1560918776,-0.1567864778
173,P169-CASE-017,train,tiny_explicit_latent_hidden_closure_smoke,3,48,63,507,0.0005063657,-0.0199986074,0.0357599146,-0.0008917786,-0.0153421322
173,P169-CASE-017,train,uniform_grid_latent_trainable_control,1,48,27,217,0.0005063659,-0.0199945917,0.0357615106,-0.0009938941,-0.0046722248
173,P169-CASE-018,test,tiny_explicit_latent_hidden_closure_smoke,3,48,62,499,0.0005292853,-0.0199520734,0.0358843291,0.0387927489,0.0369824045
