split_id,split_strategy,gate_review_split,split_viable,reason,train_rows,val_rows,test_rows,group_count,target_distribution_shift_z,mean_validation_rmse,mean_test_rmse,best_admissible_profile,best_admissible_method,best_admissible_validation_rmse,best_admissible_test_rmse,validation_relative_improvement_over_mean,test_relative_improvement_over_mean,baseline_visible_gap,best_shortcut_profile,best_shortcut_method,best_shortcut_validation_rmse,best_shortcut_test_rmse,shortcut_dominant,nearest_neighbor_validation_rmse,nearest_neighbor_test_rmse,nearest_neighbor_dominant,val_near_duplicate_fraction,test_near_duplicate_fraction,phase156_split_pass
phase155_registered_element_set,group_hash_by_element_set_key,true,true,ok,11644,3661,5958,3365,0.451626985878,35.461176676,37.5865491094,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,0.650141423146,0.608114094549,true,formula_shape_control,extra_trees,23.337244344,25.8340057752,false,17.93361281,18.825812597,false,0.0999726850587,0.248741188318,true
element_set_hash_0,group_hash_by_element_set_key,true,true,ok,13051,3849,4363,3365,0.118378835813,33.4122547968,36.190915883,element_fraction_vector,extra_trees,12.2917680059,12.1567837025,0.632117973459,0.664092952447,true,formula_shape_control,extra_trees,21.4451952784,24.2968851326,false,17.1997137138,16.5746415118,false,0.101065211743,0.183589273436,true
element_set_hash_1,group_hash_by_element_set_key,true,true,ok,12780,3887,4596,3365,0.198642825014,31.3024808326,34.0060779516,element_fraction_vector,extra_trees,11.5125994702,12.6320703037,0.632214471058,0.628534924794,true,formula_shape_control,extra_trees,19.5057858521,21.6125982983,false,16.1860254908,19.1824607818,false,0.112426035503,0.106614447346,true
element_set_hash_2,group_hash_by_element_set_key,true,true,ok,13096,3474,4693,3365,0.117245080904,36.6844057519,33.9482927224,element_fraction_vector,extra_trees,11.9190503649,12.5290680805,0.675092178253,0.63093672536,true,formula_shape_control,extra_trees,21.8299318182,22.3161332591,false,17.5833644112,19.0860472524,false,0.0791594703512,0.132111655657,true
element_set_hash_3,group_hash_by_element_set_key,true,true,ok,12696,4416,4151,3365,0.141607141904,34.7070682657,32.7897473607,element_fraction_vector,extra_trees,11.787846633,12.8633313626,0.660361787324,0.607702638842,true,formula_shape_control,extra_trees,21.8633439126,20.5838952403,false,16.9712392811,18.251302452,false,0.122282608696,0.0729944591665,true
element_set_hash_4,group_hash_by_element_set_key,true,true,ok,13357,4108,3798,3365,0.202998070687,33.5676018663,31.7221862485,weighted_feature_core,extra_trees,12.2388421839,14.25960772,0.63539718349,0.550484710974,true,formula_shape_control,extra_trees,20.6641468049,23.0312698783,false,18.9495459066,17.1810443643,false,0.118062317429,0.112690889942,true
dominant_element_holdout,group_hash_by_dominant_element,false,true,ok,16716,1403,3144,72,2.22620162352,35.0553259903,33.1301029238,element_fraction_vector,extra_trees,4.69942109825,11.532930398,0.86594273579,0.651889690034,true,row_order_control,extra_trees,11.9891410567,18.0014866262,false,14.5461582788,13.0253470459,false,0.00142551674982,0.00540712468193,false
number_of_elements_bins,quartile_bins_by_number_of_elements,false,true,ok,10632,5316,5315,4,2.15157851525,33.12087417,36.7252352652,element_fraction_vector,extra_trees,6.00880081102,17.6811963488,0.818579643153,0.518554579131,true,element_set_hash_control,extra_trees,7.36700735121,35.3993730811,false,12.2658288388,25.1503820174,false,0.137321294206,0.0841015992474,false
max_fraction_bins,quartile_bins_by_max_element_fraction,false,false,one or more splits below minimum row count,15947,5316,0,4,,,,,,,,,,,,,,,,,,,,,false
