floor_id,dataset,split,route,metric,broad_process_v1_mean,broad_process_v1_std,best_strong_baseline,delta_vs_best_strong,n_seeds,claim_anchor,manuscript_use,evidence_source
P116-FLOOR-001,broad12,spot_size,film/global_standard,Test RMSE,136.384781987,0.467526303258,151.850577987,-15.4657960003,3,C61-MAIN-001;C61-RESULT-001;C61-RESULT-002,current_main_text_floor,docs/results/phase91_table_figure_appendix_freeze/phase91_main_table_freeze.csv
P116-FLOOR-002,broad12,spot_size,film/global_standard,Hot q90 RMSE,162.125337065,4.90978794284,252.554439588,-90.4291025223,3,C61-MAIN-001;C61-RESULT-001;C61-RESULT-002,current_main_text_floor,docs/results/phase91_table_figure_appendix_freeze/phase91_main_table_freeze.csv
P116-FLOOR-003,broad12,spot_size,film/global_standard,Gradient q90 RMSE,165.282182272,5.27023590123,233.119660009,-67.8374777369,3,C61-MAIN-001;C61-RESULT-001;C61-RESULT-002,current_main_text_floor,docs/results/phase91_table_figure_appendix_freeze/phase91_main_table_freeze.csv
P116-FLOOR-004,broad21,spot_size,film/global_standard,Test RMSE,146.002302637,1.11869892164,149.185412106,-3.18310946913,3,C61-MAIN-001;C61-RESULT-001;C61-RESULT-002,current_main_text_floor,docs/results/phase91_table_figure_appendix_freeze/phase91_main_table_freeze.csv
P116-FLOOR-005,broad21,spot_size,film/global_standard,Hot q90 RMSE,164.31388799,3.54849977425,251.976794482,-87.662906492,3,C61-MAIN-001;C61-RESULT-001;C61-RESULT-002,current_main_text_floor,docs/results/phase91_table_figure_appendix_freeze/phase91_main_table_freeze.csv
P116-FLOOR-006,broad21,spot_size,film/global_standard,Gradient q90 RMSE,174.735838739,2.30100488252,231.072566056,-56.3367273176,3,C61-MAIN-001;C61-RESULT-001;C61-RESULT-002,current_main_text_floor,docs/results/phase91_table_figure_appendix_freeze/phase91_main_table_freeze.csv
