target,profile,model,model_label,alpha,l1_ratio,feature_count,train_rmse,val_rmse,test_rmse,phase124_guard_profile,phase124_guard_method,phase124_guard_val_rmse,phase124_guard_test_rmse,phase124_nearest_neighbor_val_rmse,phase124_nearest_neighbor_test_rmse,phase123_selected_profile,phase123_selected_method,phase123_selected_val_rmse,phase123_selected_test_rmse,val_gain_vs_phase124,relative_val_gain_vs_phase124,test_gain_vs_phase124,test_reversal_ratio_vs_phase124,val_gain_vs_phase123,test_gain_vs_phase123,clears_phase124_validation_guard,clears_phase124_test_guard,selected_low_capacity
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001000000,0.500000000,16,1.189355507,1.116104990,1.422164701,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.399431666,-0.557341333,-0.369064649,1.350455447,-0.399431666,-0.369064649,false,false,false
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001000000,0.800000000,16,1.189370313,1.116072654,1.422093950,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.399399330,-0.557296214,-0.368993899,1.350388264,-0.399399330,-0.368993899,false,false,false
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.010000000,0.200000000,16,1.189796551,1.116381278,1.421638766,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.399707954,-0.557726848,-0.368538714,1.349956031,-0.399707954,-0.368538714,false,false,false
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.010000000,0.500000000,16,1.190695320,1.116827899,1.421658523,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.400154575,-0.558350034,-0.368558472,1.349974792,-0.400154575,-0.368558472,false,false,false
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.010000000,0.800000000,16,1.191898460,1.118247493,1.423138131,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.401574169,-0.560330844,-0.370038080,1.351379794,-0.401574169,-0.370038080,false,false,false
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.100000000,0.200000000,16,1.199637155,1.123696252,1.425131076,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.407022928,-0.567933693,-0.372031025,1.353272250,-0.407022928,-0.372031025,false,false,false
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.100000000,0.500000000,16,1.208775226,1.128880619,1.427427075,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.412207295,-0.575167627,-0.374327023,1.355452478,-0.412207295,-0.374327023,false,false,false
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.100000000,0.800000000,16,1.213293226,1.134506174,1.431715885,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.417832850,-0.583017166,-0.378615834,1.359525036,-0.417832850,-0.378615834,false,false,false
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1.000000000,0.200000000,16,1.265451510,1.194706064,1.472920610,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.478032740,-0.667016232,-0.419820558,1.398652111,-0.478032740,-0.419820558,false,false,false
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1.000000000,0.500000000,16,1.363962516,1.309383003,1.571283960,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.592709679,-0.827029079,-0.518183909,1.492055725,-0.592709679,-0.518183909,false,false,false
gap_expt_ev,ionicity_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1.000000000,0.800000000,16,1.409519222,1.360703707,1.611991946,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.644030383,-0.898638698,-0.558891894,1.530711107,-0.644030383,-0.558891894,false,false,false
gap_expt_ev,ionicity_proxy,huber,huber;alpha=1e-05,0.000010000,,16,1.289611548,1.235548149,1.565339184,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.518874825,-0.724004658,-0.512239133,1.486410699,-0.518874825,-0.512239133,false,false,false
gap_expt_ev,ionicity_proxy,huber,huber;alpha=0.001,0.001000000,,16,1.289611520,1.235548141,1.565339174,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.518874817,-0.724004647,-0.512239122,1.486410690,-0.518874817,-0.512239122,false,false,false
gap_expt_ev,ionicity_proxy,huber,huber;alpha=0.1,0.100000000,,16,1.289609067,1.235548062,1.565338608,chemistry_descriptors,extra_trees,0.716673324,1.053100051,1.124283576,1.349397394,chemistry_descriptors,extra_trees,0.716673324,1.053100051,-0.518874738,-0.724004537,-0.512238556,1.486410152,-0.518874738,-0.512238556,false,false,false
