target,split_id,split_strategy,split_viable,split_reason,train_rows,val_rows,test_rows,train_zero_gap_rate,val_zero_gap_rate,test_zero_gap_rate,zero_gap_rate_delta,mean_val_rmse,mean_test_rmse,best_admissible_profile,best_admissible_method,best_admissible_val_rmse,best_admissible_test_rmse,best_admissible_val_gain_vs_mean,best_admissible_test_gain_vs_mean,best_admissible_relative_val_gain,split_pass,best_negative_profile,best_negative_method,best_negative_val_rmse,best_negative_test_rmse,negative_control_dominates,nearest_neighbor_val_rmse,nearest_neighbor_test_rmse,nearest_neighbor_val_gain_vs_mean,nearest_neighbor_test_gain_vs_mean,nearest_neighbor_dominates,val_near_duplicate_fraction,test_near_duplicate_fraction
gap_expt_ev,phase123_registered_split,group_hash_by_chemistry_family_key,true,ok,2674,944,986,0.549738220,0.493644068,0.521298174,0.056094152,1.360703707,1.611991946,chemistry_descriptors,extra_trees,0.716673324,1.053100051,0.644030383,0.558891894,0.473306848,true,dominant_element_shortcut,extra_trees,1.172671865,1.475090103,false,1.124283576,1.349397394,0.236420131,0.262594552,false,0.001059322,0.000000000
gap_expt_ev,chemistry_family_hash_0,group_hash_by_chemistry_family_key,true,ok,2844,811,949,0.514767932,0.604192355,0.522655427,0.089424423,1.432743957,1.595986049,chemistry_descriptors,extra_trees,0.930396380,0.885596723,0.502347577,0.710389326,0.350619226,true,dominant_element_shortcut,extra_trees,1.270789678,1.427775002,false,1.531835130,1.394738759,-0.099091173,0.201247289,false,0.000000000,0.001053741
gap_expt_ev,chemistry_family_hash_1,group_hash_by_chemistry_family_key,true,ok,2753,961,890,0.529240828,0.483870968,0.593258427,0.064017599,1.360973618,1.523281295,chemistry_descriptors,extra_trees,0.811407020,0.830587556,0.549566598,0.692693739,0.403804005,true,dominant_element_shortcut,extra_trees,1.225175155,1.383941693,false,1.279255686,1.238537331,0.081717932,0.284743964,false,0.000000000,0.002247191
gap_expt_ev,chemistry_family_hash_2,group_hash_by_chemistry_family_key,true,ok,2830,816,958,0.538515901,0.557598039,0.491649269,0.046866632,1.533081279,1.550982082,chemistry_descriptors,extra_trees,0.891365862,0.864867643,0.641715418,0.686114439,0.418578862,true,dominant_element_shortcut,extra_trees,1.364455891,1.401915916,false,1.341749845,1.218302748,0.191331434,0.332679334,false,0.000000000,0.001043841
gap_expt_ev,chemistry_family_hash_3,group_hash_by_chemistry_family_key,true,ok,2792,912,900,0.534383954,0.517543860,0.540000000,0.016840095,1.434046485,1.410208029,chemistry_descriptors,hist_gradient_boosting,0.838463239,0.922821203,0.595583246,0.487386826,0.415316555,true,dominant_element_shortcut,extra_trees,1.233181222,1.302417627,false,1.268677565,1.298094030,0.165368921,0.112113999,false,0.001096491,0.000000000
gap_expt_ev,chemistry_family_hash_4,group_hash_by_chemistry_family_key,true,ok,2795,949,860,0.533810376,0.499473130,0.562790698,0.034337246,1.582022586,1.355872909,chemistry_descriptors,hist_gradient_boosting,0.904687788,0.910781470,0.677334798,0.445091439,0.428144834,true,dominant_element_shortcut,extra_trees,1.416185120,1.239063984,false,1.254079161,1.263980378,0.327943425,0.091892531,false,0.001053741,0.000000000
gap_expt_ev,dominant_element_hash,group_hash_by_dominant_element,true,ok,2983,1001,620,0.587328193,0.434565435,0.424193548,0.163134645,1.273573045,1.523300943,chemistry_descriptors,extra_trees,0.779216278,1.304162377,0.494356768,0.219138566,0.388165225,true,composition_hash_shortcut,knn,1.361592213,1.543314470,false,1.256272216,3.787104350,0.017300830,-2.263803407,false,0.000000000,0.017741935
gap_expt_ev,anion_electronegativity_bins,quartile_bins_by_anion_fraction_mean_electronegativity_electronegativity_range,true,ok,2832,865,907,0.526836158,0.454335260,0.622932745,0.096096587,1.961554344,1.000801697,chemistry_descriptors,extra_trees,1.315147814,0.608918564,0.646406529,0.391883133,0.329537915,true,dominant_element_shortcut,extra_trees,1.799472024,0.751455768,false,1.872314941,0.844782743,0.089239403,0.156018954,false,0.001156069,0.007717751
gap_expt_ev,family_fraction_bins,quartile_bins_by_chalcogen_fraction_halogen_fraction_transition_metal_fraction,true,ok,2596,970,1038,0.452619414,0.613402062,0.655105973,0.202486559,1.235810498,1.391651475,chemistry_descriptors,knn,0.870638677,0.887686433,0.365171821,0.503965043,0.295491761,true,dominant_element_shortcut,knn,1.106690656,1.345247897,false,1.141762203,1.433099770,0.094048295,-0.041448295,false,0.002061856,0.002890173
