target,profile,model,model_label,alpha,l1_ratio,feature_count,train_rmse,val_rmse,test_rmse,phase121_guard_profile,phase121_guard_method,phase121_guard_val_rmse,phase121_guard_test_rmse,phase120_selected_profile,phase120_selected_method,phase120_selected_val_rmse,phase120_selected_test_rmse,val_gain_vs_phase121,relative_val_gain_vs_phase121,test_gain_vs_phase121,test_reversal_ratio_vs_phase121,val_gain_vs_phase120,test_gain_vs_phase120,clears_phase121_validation_guard,clears_phase121_test_guard,selected_low_capacity
yield_strength_mpa,transition_interaction_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.010000000,0.800000000,12,178.876255888,403.023157228,328.938638318,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-150.163400696,-0.593860418,-103.223760456,1.457319258,-90.169263227,-139.907460122,false,false,false
yield_strength_mpa,transition_interaction_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.100000000,0.200000000,12,191.236407516,446.314789864,327.294483642,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-193.455033332,-0.765068495,-101.579605780,1.450035048,-133.460895863,-138.263305446,false,false,false
yield_strength_mpa,transition_interaction_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.100000000,0.500000000,12,189.119832300,440.412105550,327.332141326,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-187.552349018,-0.741724787,-101.617263464,1.450201885,-127.558211549,-138.300963131,false,false,false
yield_strength_mpa,transition_interaction_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.100000000,0.800000000,12,184.896416166,428.353098876,325.730885249,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-175.493342345,-0.694034293,-100.016007387,1.443107731,-115.499204875,-136.699707053,false,false,false
yield_strength_mpa,transition_interaction_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1.000000000,0.200000000,12,205.722133297,469.142701837,304.768337322,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-216.282945305,-0.855347440,-79.053459460,1.350235927,-156.288807836,-115.737159126,false,false,false
yield_strength_mpa,transition_interaction_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1.000000000,0.500000000,12,201.762339743,467.086496614,309.934661185,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-214.226740083,-0.847215639,-84.219783323,1.373124643,-154.232602613,-120.903482990,false,false,false
yield_strength_mpa,transition_interaction_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1.000000000,0.800000000,12,195.980923615,459.170403482,320.108720636,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-206.310646951,-0.815909379,-94.393842775,1.418199472,-146.316509482,-131.077542441,false,false,false
yield_strength_mpa,transition_interaction_proxy,huber,huber;alpha=1e-05,0.000010000,,12,181.976301709,420.564499871,343.628950353,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-167.704743339,-0.663232242,-117.914072491,1.522402748,-107.710605870,-154.597772157,false,false,false
yield_strength_mpa,transition_interaction_proxy,huber,huber;alpha=0.001,0.001000000,,12,183.564997709,430.846604562,364.969388781,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-177.986848030,-0.703895513,-139.254510919,1.616948746,-117.992710561,-175.938210585,false,false,false
yield_strength_mpa,transition_interaction_proxy,huber,huber;alpha=0.1,0.100000000,,12,191.559715971,433.559382611,348.751467530,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-180.699626079,-0.714623903,-123.036589668,1.545097385,-120.705488610,-159.720289334,false,false,false
yield_strength_mpa,mechanism_compact,ordinary_least_squares,ordinary_least_squares,,,19,144.905321811,471.890216923,414.155111450,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-219.030460392,-0.866213206,-188.440233588,1.834859604,-159.036322923,-225.123933254,false,false,false
yield_strength_mpa,mechanism_compact,ridge,ridge;alpha=1e-06,0.000001000,,19,144.905337782,471.850759506,414.071286540,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-218.991002975,-0.866057161,-188.356408678,1.834488229,-158.996865505,-225.040108344,false,false,false
yield_strength_mpa,mechanism_compact,ridge,ridge;alpha=0.0001,0.000100000,,19,145.010421541,468.728516394,407.461589231,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-215.868759863,-0.853709435,-181.746711370,1.805204837,-155.874622393,-218.430411036,false,false,false
yield_strength_mpa,mechanism_compact,ridge,ridge;alpha=0.01,0.010000000,,19,147.621297702,456.348224468,382.511853364,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-203.488467937,-0.804748335,-156.796975503,1.694668322,-143.494330468,-193.480675169,false,false,false
yield_strength_mpa,mechanism_compact,ridge,ridge;alpha=1,1.000000000,,19,148.497261859,455.212750901,376.114372361,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-202.352994369,-0.800257808,-150.399494499,1.666325126,-142.358856900,-187.083194165,false,false,false
yield_strength_mpa,mechanism_compact,ridge,ridge;alpha=10,10.000000000,,19,150.206233563,457.322271998,350.749702152,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-204.462515466,-0.808600460,-125.034824290,1.553950300,-144.468377997,-161.718523956,false,false,false
yield_strength_mpa,mechanism_compact,ridge,ridge;alpha=100,100.000000000,,19,164.178958039,454.912876320,308.279686098,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-202.053119788,-0.799071875,-82.564808236,1.365792495,-142.058982319,-119.248507902,false,false,false
yield_strength_mpa,mechanism_compact,lasso,lasso;alpha=1e-05,0.000010000,,19,147.411755460,457.296028730,383.625723771,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-204.436272198,-0.808496674,-157.910845909,1.699603178,-144.442134729,-194.594545575,false,false,false
yield_strength_mpa,mechanism_compact,lasso,lasso;alpha=0.0001,0.000100000,,19,147.412352792,457.291606375,383.618184302,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-204.431849843,-0.808479185,-157.903306440,1.699569776,-144.437712374,-194.587006106,false,false,false
yield_strength_mpa,mechanism_compact,lasso,lasso;alpha=0.001,0.001000000,,19,147.418492971,457.247297437,383.542659035,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-204.387540905,-0.808303954,-157.827781173,1.699235171,-144.393403436,-194.511480839,false,false,false
yield_strength_mpa,mechanism_compact,lasso,lasso;alpha=0.01,0.010000000,,19,147.549993617,456.656935950,382.482884464,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-203.797179418,-0.805969215,-156.768006602,1.694539979,-143.803041949,-193.451706268,false,false,false
yield_strength_mpa,mechanism_compact,lasso,lasso;alpha=0.1,0.100000000,,19,148.439715017,454.867144928,379.236663290,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-202.007388396,-0.798891018,-153.521785428,1.680158025,-142.013250927,-190.205485094,false,false,false
yield_strength_mpa,mechanism_compact,lasso,lasso;alpha=1,1.000000000,,19,148.802976932,452.191173054,366.283561813,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-199.331416522,-0.788308188,-140.568683951,1.622771017,-139.337279053,-177.252383617,false,false,false
yield_strength_mpa,mechanism_compact,lasso,lasso;alpha=10,10.000000000,,19,155.387359535,437.041106149,320.472209900,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-184.181349617,-0.728393289,-94.757332039,1.419809863,-124.187212148,-131.441031705,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.2,0.000100000,0.200000000,19,147.805764891,455.818118537,381.851922968,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-202.958362005,-0.802651892,-156.137045106,1.691744588,-142.964224536,-192.820744773,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.5,0.000100000,0.500000000,19,147.682116940,456.168709493,382.304047804,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-203.308952961,-0.804038396,-156.589169942,1.693747667,-143.314815492,-193.272869609,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.8,0.000100000,0.800000000,19,147.526878822,456.737234760,383.004752518,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-203.877478229,-0.806286777,-157.289874656,1.696852047,-143.883340760,-193.973574322,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001000000,0.200000000,19,148.326666041,454.856282746,380.319442486,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-201.996526214,-0.798848061,-154.604564624,1.684955135,-142.002388745,-191.288264291,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001000000,0.500000000,19,148.259665813,454.933331984,380.695675095,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-202.073575452,-0.799152772,-154.980797233,1.686621984,-142.079437983,-191.664496899,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001000000,0.800000000,19,148.070960207,455.249246656,381.179177290,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-202.389490124,-0.800402140,-155.464299428,1.688764077,-142.395352655,-192.147999095,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.010000000,0.200000000,19,148.645989886,455.749183166,371.668982646,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-202.889426634,-0.802379269,-145.954104784,1.646630413,-142.895289165,-182.637804450,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.010000000,0.500000000,19,148.531994818,455.345051179,374.945131364,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-202.485294648,-0.800781024,-149.230253502,1.661144958,-142.491157179,-185.913953169,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.010000000,0.800000000,19,148.426212910,454.926202436,378.622198947,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-202.066445905,-0.799124577,-152.907321085,1.677435721,-142.072308435,-189.591020751,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.100000000,0.200000000,19,151.935721422,457.351275564,338.768814392,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-204.491519033,-0.808715162,-113.053936530,1.500870557,-144.497381563,-149.737636196,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.100000000,0.500000000,19,150.644828637,457.334180397,347.016722921,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-204.474423866,-0.808647555,-121.301845060,1.537411828,-144.480286397,-157.985544726,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.100000000,0.800000000,19,149.237122395,456.625310141,360.919988651,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-203.765553609,-0.805844142,-135.205110789,1.599008413,-143.771416140,-171.888810455,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1.000000000,0.200000000,19,175.444555107,453.007389090,299.432519668,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-200.147632558,-0.791536128,-73.717641807,1.326596290,-140.153495089,-110.401341473,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1.000000000,0.500000000,19,167.488195511,454.273136449,304.547986528,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-201.413379917,-0.796541857,-78.833108666,1.349259692,-141.419242448,-115.516808333,false,false,false
yield_strength_mpa,mechanism_compact,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1.000000000,0.800000000,19,157.330349301,456.106708597,319.227308058,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-203.246952065,-0.803793197,-93.512430196,1.414294490,-143.252814596,-130.196129862,false,false,false
yield_strength_mpa,mechanism_compact,huber,huber;alpha=1e-05,0.000010000,,19,157.848102205,507.185307065,412.871040759,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-254.325550533,-1.005796866,-187.156162897,1.829170698,-194.331413064,-223.839862564,false,false,false
yield_strength_mpa,mechanism_compact,huber,huber;alpha=0.001,0.001000000,,19,157.077251647,504.143997907,408.833191674,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-251.284241375,-0.993769214,-183.118313813,1.811281540,-191.290103906,-219.802013479,false,false,false
yield_strength_mpa,mechanism_compact,huber,huber;alpha=0.1,0.100000000,,19,155.738835404,503.922955415,357.945882055,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-251.063198883,-0.992895043,-132.231004193,1.585832026,-191.069061414,-168.914703859,false,false,false
yield_strength_mpa,mechanism_interaction_full,ordinary_least_squares,ordinary_least_squares,,,34,120.343056320,385.515125154,333.689867739,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-132.655368623,-0.524620329,-107.974989877,1.478368953,-72.661231153,-144.658689543,false,false,false
yield_strength_mpa,mechanism_interaction_full,ridge,ridge;alpha=1e-06,0.000001000,,34,120.871224639,380.770469369,332.928622049,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-127.910712838,-0.505856347,-107.213744187,1.474996355,-67.916575368,-143.897443853,false,false,false
yield_strength_mpa,mechanism_interaction_full,ridge,ridge;alpha=0.0001,0.000100000,,34,120.871531080,380.858786269,332.751937838,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-127.999029738,-0.506205620,-107.037059976,1.474213579,-68.004892268,-143.720759642,false,false,false
yield_strength_mpa,mechanism_interaction_full,ridge,ridge;alpha=0.01,0.010000000,,34,121.684588107,386.898456041,325.390680417,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-134.038699509,-0.530091072,-99.675802555,1.441600498,-74.044562040,-136.359502221,false,false,false
yield_strength_mpa,mechanism_interaction_full,ridge,ridge;alpha=1,1.000000000,,34,125.059383162,394.825004616,315.668689976,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-141.965248085,-0.561438681,-89.953812114,1.398528502,-81.971110615,-126.637511780,false,false,false
yield_strength_mpa,mechanism_interaction_full,ridge,ridge;alpha=10,10.000000000,,34,132.142823922,388.352967656,312.660019538,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-135.493211124,-0.535843319,-86.945141676,1.385198984,-75.499073655,-123.628841342,false,false,false
yield_strength_mpa,mechanism_interaction_full,ridge,ridge;alpha=100,100.000000000,,34,148.229008302,419.271145386,307.619475318,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-166.411388854,-0.658117334,-81.904597456,1.362867518,-106.417251385,-118.588297122,false,false,false
yield_strength_mpa,mechanism_interaction_full,lasso,lasso;alpha=1e-05,0.000010000,,34,121.050241394,383.189693309,328.131427621,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-130.329936777,-0.515423801,-102.416549759,1.453743017,-70.335799308,-139.100249425,false,false,false
yield_strength_mpa,mechanism_interaction_full,lasso,lasso;alpha=0.0001,0.000100000,,34,121.050859638,383.190697179,328.127669024,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-130.330940648,-0.515427771,-102.412791162,1.453726365,-70.336803179,-139.096490828,false,false,false
yield_strength_mpa,mechanism_interaction_full,lasso,lasso;alpha=0.001,0.001000000,,34,121.056989708,383.198802998,328.086383197,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-130.339046466,-0.515459827,-102.371505336,1.453543454,-70.344908997,-139.055205002,false,false,false
yield_strength_mpa,mechanism_interaction_full,lasso,lasso;alpha=0.01,0.010000000,,34,121.148940104,383.449472241,327.274271869,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-130.589715710,-0.516451164,-101.559394008,1.449945502,-70.595578240,-138.243093674,false,false,false
yield_strength_mpa,mechanism_interaction_full,lasso,lasso;alpha=0.1,0.100000000,,34,124.132265314,389.509629510,317.249923149,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-136.649872979,-0.540417640,-91.535045287,1.405533947,-76.655735509,-128.218744954,false,false,false
yield_strength_mpa,mechanism_interaction_full,lasso,lasso;alpha=1,1.000000000,,34,127.299995440,360.697025389,306.975436793,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-107.837268857,-0.426470666,-81.260558931,1.360014190,-47.843131388,-117.944258597,false,false,true
yield_strength_mpa,mechanism_interaction_full,lasso,lasso;alpha=10,10.000000000,,34,142.076554749,395.893106921,286.746106736,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-143.033350389,-0.565662770,-61.031228874,1.270390811,-83.039212920,-97.714928541,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.2,0.000100000,0.200000000,34,122.302977276,389.577323557,323.727092464,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-136.717567025,-0.540685354,-98.012214602,1.434230191,-76.723429556,-134.695914268,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.5,0.000100000,0.500000000,34,121.876488643,387.804209361,324.793619889,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-134.944452829,-0.533673111,-99.078742027,1.438955300,-74.950315360,-135.762441693,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.8,0.000100000,0.800000000,34,121.364577387,385.297058675,326.517138707,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-132.437302144,-0.523757928,-100.802260845,1.446591123,-72.443164674,-137.485960511,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001000000,0.200000000,34,124.016705058,395.363786020,320.109792303,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-142.504029488,-0.563569432,-94.394914442,1.418204220,-82.509892019,-131.078614108,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001000000,0.500000000,34,123.799623643,394.783020963,320.884681309,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-141.923264432,-0.561272645,-95.169803447,1.421637264,-81.929126963,-131.853503113,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001000000,0.800000000,34,123.193554648,392.808221682,322.067709127,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-139.948465151,-0.553462785,-96.352831266,1.426878512,-79.954327682,-133.036530932,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.010000000,0.200000000,34,126.237573292,392.525005314,313.779778497,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-139.665248782,-0.552342732,-88.064900635,1.390159929,-79.671111313,-124.748600301,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.010000000,0.500000000,34,125.346741838,394.053118656,314.940886764,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-141.193362125,-0.558386056,-89.226008903,1.395304066,-81.199224656,-125.909708569,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.010000000,0.800000000,34,124.459491434,395.277775388,317.603458449,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-142.418018857,-0.563229281,-91.888580587,1.407100238,-82.423881387,-128.572280253,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.100000000,0.200000000,34,135.416703584,393.098125795,312.744272529,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-140.238369264,-0.554609287,-87.029394667,1.385572256,-80.244231794,-123.713094334,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.100000000,0.500000000,34,133.152446653,388.670172694,312.477883350,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-135.810416162,-0.537097789,-86.763005488,1.384392054,-75.816278693,-123.446705154,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.100000000,0.800000000,34,129.333221802,386.146080653,311.540589100,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-133.286324122,-0.527115607,-85.825711239,1.380239495,-73.292186652,-122.509410905,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1.000000000,0.200000000,34,157.680679675,428.063256167,302.337078865,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-175.203499635,-0.692888034,-76.622201003,1.339464557,-115.209362166,-113.305900670,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1.000000000,0.500000000,34,151.144672855,422.840422706,305.690246392,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.980666175,-0.672232974,-79.975368530,1.354320323,-109.986528705,-116.659068196,false,false,false
yield_strength_mpa,mechanism_interaction_full,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1.000000000,0.800000000,34,141.986572418,407.902079414,309.468476080,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-155.042322883,-0.613155391,-83.753598218,1.371059272,-95.048185413,-120.437297884,false,false,false
yield_strength_mpa,mechanism_interaction_full,huber,huber;alpha=1e-05,0.000010000,,34,128.974694329,412.916814342,380.331279936,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-160.057057810,-0.632987471,-154.616402074,1.685007579,-100.062920341,-191.300101740,false,false,false
yield_strength_mpa,mechanism_interaction_full,huber,huber;alpha=0.001,0.001000000,,34,130.656900261,444.170575903,381.300502633,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-191.310819372,-0.756588640,-155.585624771,1.689301593,-131.316681902,-192.269324438,false,false,false
yield_strength_mpa,mechanism_interaction_full,huber,huber;alpha=0.1,0.100000000,,34,140.443091992,435.854024889,334.733366675,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-182.994268358,-0.723698665,-109.018488813,1.482992038,-123.000130889,-145.702188479,false,false,false
