target,profile,model,model_label,alpha,l1_ratio,feature_count,train_rmse,val_rmse,test_rmse,phase121_guard_profile,phase121_guard_method,phase121_guard_val_rmse,phase121_guard_test_rmse,phase120_selected_profile,phase120_selected_method,phase120_selected_val_rmse,phase120_selected_test_rmse,val_gain_vs_phase121,relative_val_gain_vs_phase121,test_gain_vs_phase121,test_reversal_ratio_vs_phase121,val_gain_vs_phase120,test_gain_vs_phase120,clears_phase121_validation_guard,clears_phase121_test_guard,selected_low_capacity
yield_strength_mpa,minor_element_linear,ordinary_least_squares,ordinary_least_squares,,,9,180.076834061,422.812208502,334.265302751,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.952451970,-0.672121394,-108.550424889,1.480918342,-109.958314501,-145.234124555,false,false,false
yield_strength_mpa,minor_element_linear,ridge,ridge;alpha=1e-06,0.000001000,,9,180.076834061,422.812208245,334.265301305,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.952451714,-0.672121393,-108.550423444,1.480918336,-109.958314244,-145.234123110,false,false,false
yield_strength_mpa,minor_element_linear,ridge,ridge;alpha=0.0001,0.000100000,,9,180.076834061,422.812182821,334.265158230,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.952426289,-0.672121292,-108.550280369,1.480917702,-109.958288820,-145.233980035,false,false,false
yield_strength_mpa,minor_element_linear,ridge,ridge;alpha=0.01,0.010000000,,9,180.076835049,422.809642153,334.250855588,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.949885621,-0.672111244,-108.535977726,1.480854336,-109.955748152,-145.219677392,false,false,false
yield_strength_mpa,minor_element_linear,ridge,ridge;alpha=1,1.000000000,,9,180.086426184,422.572705095,332.868030530,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.712948564,-0.671174215,-107.153152669,1.474727912,-109.718811095,-143.836852335,false,false,false
yield_strength_mpa,minor_element_linear,ridge,ridge;alpha=10,10.000000000,,9,180.820888848,421.643919133,323.751901223,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-168.784162601,-0.667501088,-98.037023362,1.434340103,-108.790025132,-134.720723028,false,false,false
yield_strength_mpa,minor_element_linear,ridge,ridge;alpha=100,100.000000000,,9,196.260267695,437.287171765,316.175944975,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-184.427415233,-0.729366419,-90.461067113,1.400775828,-124.433277764,-127.144766779,false,false,false
yield_strength_mpa,minor_element_linear,lasso,lasso;alpha=1e-05,0.000010000,,9,180.076834061,422.812187435,334.265277337,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.952430904,-0.672121310,-108.550399475,1.480918230,-109.958293435,-145.234099142,false,false,false
yield_strength_mpa,minor_element_linear,lasso,lasso;alpha=0.0001,0.000100000,,9,180.076834061,422.811997811,334.265048523,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.952241279,-0.672120560,-108.550170662,1.480917216,-109.958103810,-145.233870328,false,false,false
yield_strength_mpa,minor_element_linear,lasso,lasso;alpha=0.001,0.001000000,,9,180.076834101,422.810101382,334.262759518,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.950344850,-0.672113061,-108.547881656,1.480907075,-109.956207381,-145.231581322,false,false,false
yield_strength_mpa,minor_element_linear,lasso,lasso;alpha=0.01,0.010000000,,9,180.076838030,422.791142361,334.239863553,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.931385829,-0.672038082,-108.524985691,1.480805637,-109.937248360,-145.208685357,false,false,false
yield_strength_mpa,minor_element_linear,lasso,lasso;alpha=0.1,0.100000000,,9,180.077229585,422.602553991,334.011962857,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.742797460,-0.671292260,-108.297084995,1.479795953,-109.748659991,-144.980784661,false,false,false
yield_strength_mpa,minor_element_linear,lasso,lasso;alpha=1,1.000000000,,9,180.116299415,420.798258753,331.773880300,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-167.938502221,-0.664156703,-106.059002438,1.469880424,-107.944364752,-142.742702105,false,false,false
yield_strength_mpa,minor_element_linear,lasso,lasso;alpha=10,10.000000000,,9,183.289609017,410.850417625,314.549511800,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-157.990661094,-0.624815365,-88.834633938,1.393570131,-97.996523625,-125.518333604,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.2,0.000100000,0.200000000,9,180.076837838,422.807160192,334.237060227,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.947403660,-0.672101429,-108.522182365,1.480793218,-109.953266191,-145.205882032,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.5,0.000100000,0.500000000,9,180.076835550,422.808972714,334.247551380,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.949216182,-0.672108597,-108.532673518,1.480839697,-109.955078713,-145.216373185,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.8,0.000100000,0.800000000,9,180.076834308,422.810787075,334.258047666,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.951030544,-0.672115772,-108.543169804,1.480886200,-109.956893074,-145.226869471,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001000000,0.200000000,9,180.077209712,422.762333748,333.984554111,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.902577217,-0.671924151,-108.269676249,1.479674522,-109.908439747,-144.953375916,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001000000,0.500000000,9,180.076982475,422.780091975,334.088447570,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.920335443,-0.671994380,-108.373569709,1.480134809,-109.926197974,-145.057269375,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001000000,0.800000000,9,180.076858738,422.798036832,334.192865214,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.938280300,-0.672065348,-108.477987353,1.480597417,-109.944142831,-145.161687019,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.010000000,0.200000000,9,180.112465781,422.371392395,331.618074617,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.511635864,-0.670378071,-105.903196756,1.469190147,-109.517498395,-142.586896422,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.010000000,0.500000000,9,180.091190665,422.514462481,332.560806186,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.654705950,-0.670943879,-106.845928325,1.473366795,-109.660568480,-143.529627991,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.010000000,0.800000000,9,180.079269121,422.674529658,333.551541125,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.814773127,-0.671576907,-107.836663263,1.477756116,-109.820635657,-144.520362929,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.100000000,0.200000000,9,182.321794291,422.162385375,318.532386293,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-169.302628843,-0.669551498,-92.817508432,1.411215731,-109.308491374,-129.501208098,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.100000000,0.500000000,9,181.135761827,421.599189771,322.146499050,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-168.739433239,-0.667324194,-96.431621189,1.427227581,-108.745295770,-133.115320855,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.100000000,0.800000000,9,180.291001550,421.794205269,328.078063407,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-168.934448737,-0.668095434,-102.363185545,1.453506594,-108.940311268,-139.046885211,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1.000000000,0.200000000,9,206.734746748,450.983894644,322.095951979,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-198.124138113,-0.783533690,-96.381074117,1.427003639,-138.130000643,-133.064773784,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1.000000000,0.500000000,9,199.400810948,441.109846631,317.407280362,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-188.250090099,-0.744484186,-91.692402500,1.406231097,-128.255952630,-128.376102166,false,false,false
yield_strength_mpa,minor_element_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1.000000000,0.800000000,9,188.259846681,427.012043399,313.395166860,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-174.152286868,-0.688730739,-87.680288998,1.388455957,-114.158149398,-124.363988665,false,false,false
yield_strength_mpa,minor_element_linear,huber,huber;alpha=1e-05,0.000010000,,9,184.236612545,451.856890912,325.300665087,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-198.997134381,-0.786986182,-99.585787225,1.441201697,-139.002996911,-136.269486891,false,false,false
yield_strength_mpa,minor_element_linear,huber,huber;alpha=0.001,0.001000000,,9,184.227559044,451.703364013,325.119187167,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-198.843607482,-0.786379020,-99.404309306,1.440397683,-138.849470012,-136.088008972,false,false,false
yield_strength_mpa,minor_element_linear,huber,huber;alpha=0.1,0.100000000,,9,184.623258174,442.560249577,315.153509849,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-189.700493045,-0.750220184,-89.438631987,1.396246064,-129.706355576,-126.122331653,false,false,false
yield_strength_mpa,all_element_linear,ordinary_least_squares,ordinary_least_squares,,,14,151.064950728,449.996928519,351.928738332,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-197.137171988,-0.779630475,-126.213860471,1.559173864,-137.143034519,-162.897560137,false,false,false
yield_strength_mpa,all_element_linear,ridge,ridge;alpha=1e-06,0.000001000,,14,151.882969914,447.620467058,353.524485561,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.760710527,-0.770232137,-127.809607699,1.566243612,-134.766573057,-164.493307365,false,false,false
yield_strength_mpa,all_element_linear,ridge,ridge;alpha=0.0001,0.000100000,,14,151.882969947,447.620423708,353.524312976,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.760667177,-0.770231965,-127.809435114,1.566242847,-134.766529708,-164.493134780,false,false,false
yield_strength_mpa,all_element_linear,ridge,ridge;alpha=0.01,0.010000000,,14,151.882971590,447.616095645,353.507056909,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.756339113,-0.770214849,-127.792179048,1.566166397,-134.762201644,-164.475878714,false,false,false
yield_strength_mpa,all_element_linear,ridge,ridge;alpha=1,1.000000000,,14,151.898374103,447.209084174,351.842413127,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.349327642,-0.768605215,-126.127535265,1.558791412,-134.355190173,-162.811234931,false,false,false
yield_strength_mpa,all_element_linear,ridge,ridge;alpha=10,10.000000000,,14,152.866331867,444.921724969,340.562728443,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-192.061968438,-0.759559256,-114.847850581,1.508818256,-132.067830968,-151.531550248,false,false,false
yield_strength_mpa,all_element_linear,ridge,ridge;alpha=100,100.000000000,,14,170.660651249,441.846661475,309.778491820,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-188.986904943,-0.747398113,-84.063613959,1.372432756,-128.992767474,-120.747313625,false,false,false
yield_strength_mpa,all_element_linear,lasso,lasso;alpha=1e-05,0.000010000,,14,151.882969896,447.620470507,353.524404499,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.760713975,-0.770232150,-127.809526638,1.566243253,-134.766576506,-164.493226304,false,false,false
yield_strength_mpa,all_element_linear,lasso,lasso;alpha=0.0001,0.000100000,,14,151.882969901,447.620497798,353.523659641,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.760741266,-0.770232258,-127.808781779,1.566239953,-134.766603797,-164.492481445,false,false,false
yield_strength_mpa,all_element_linear,lasso,lasso;alpha=0.001,0.001000000,,14,151.882970013,447.620554450,353.516703037,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.760797919,-0.770232482,-127.801825176,1.566209132,-134.766660449,-164.485524842,false,false,false
yield_strength_mpa,all_element_linear,lasso,lasso;alpha=0.01,0.010000000,,14,151.882979836,447.621334523,353.446674612,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.761577992,-0.770235567,-127.731796750,1.565898881,-134.767440523,-164.415496416,false,false,false
yield_strength_mpa,all_element_linear,lasso,lasso;alpha=0.1,0.100000000,,14,151.883960904,447.629202712,352.749024007,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.769446180,-0.770266684,-127.034146145,1.562808032,-134.775308711,-163.717845811,false,false,false
yield_strength_mpa,all_element_linear,lasso,lasso;alpha=1,1.000000000,,14,151.974953288,447.330220093,346.331603049,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.470463561,-0.769084279,-120.616725188,1.534376494,-134.476326092,-157.300424854,false,false,false
yield_strength_mpa,all_element_linear,lasso,lasso;alpha=10,10.000000000,,14,157.470205287,436.284330928,310.080513035,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-183.424574397,-0.725400423,-84.365635173,1.373770821,-123.430436927,-121.049334839,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.2,0.000100000,0.200000000,14,151.882976222,447.611942567,353.490386228,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.752186036,-0.770198424,-127.775508366,1.566092539,-134.758048566,-164.459208032,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.5,0.000100000,0.500000000,14,151.882972418,447.615118649,353.502989193,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.755362117,-0.770210985,-127.788111331,1.566148375,-134.761224648,-164.471810998,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.0001;l1_ratio=0.8,0.000100000,0.800000000,14,151.882970337,447.618481222,353.515433564,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.758724690,-0.770224283,-127.800555702,1.566203508,-134.764587221,-164.484255368,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001000000,0.200000000,14,151.883590448,447.535624951,353.185405195,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.675868419,-0.769896606,-127.470527333,1.564741361,-134.681730950,-164.154226999,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001000000,0.500000000,14,151.883216114,447.566266652,353.309836261,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.706510121,-0.770017787,-127.594958399,1.565292636,-134.712372651,-164.278658066,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001000000,0.800000000,14,151.883011233,447.597195261,353.434937676,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.737438730,-0.770140102,-127.720059814,1.565846882,-134.743301260,-164.403759480,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.010000000,0.200000000,14,151.938543409,446.855779805,350.335496362,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-193.996023274,-0.767207981,-124.620618500,1.552115216,-134.001885804,-161.304318167,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.010000000,0.500000000,14,151.905910859,447.113095252,351.460314088,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.253338721,-0.768225602,-125.745436226,1.557098572,-134.259201251,-162.429135892,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.010000000,0.800000000,14,151.886981712,447.393786829,352.643150449,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-194.534030297,-0.769335670,-126.928272588,1.562338973,-134.539892828,-163.611972254,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.100000000,0.200000000,14,154.599341094,443.662635295,332.789540174,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-190.802878763,-0.754579856,-107.074662312,1.474380171,-130.808741294,-143.758361978,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.100000000,0.500000000,14,153.246998946,444.475096015,338.338376876,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-191.615339484,-0.757792945,-112.623499014,1.498963560,-131.621202014,-149.307198680,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.100000000,0.800000000,14,152.195791416,445.815824164,345.879183373,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-192.956067633,-0.763095205,-120.164305512,1.532372109,-132.961930163,-156.848005178,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1.000000000,0.200000000,14,184.499066896,445.388339515,305.210374536,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-192.528582983,-0.761404605,-79.495496675,1.352194314,-132.534445514,-116.179196341,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1.000000000,0.500000000,14,174.717803187,442.285443806,307.402428691,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-189.425687275,-0.749133393,-81.687550829,1.361905921,-129.431549805,-118.371250496,false,false,false
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1.000000000,0.800000000,14,161.325257230,441.185624073,318.058810602,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-188.325867541,-0.744783868,-92.343932741,1.409117616,-128.331730072,-129.027632407,false,false,false
yield_strength_mpa,all_element_linear,huber,huber;alpha=1e-05,0.000010000,,14,158.113102610,496.408443660,375.671665983,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-243.548687129,-0.963176942,-149.956788122,1.664363774,-183.554549659,-186.640487788,false,false,false
yield_strength_mpa,all_element_linear,huber,huber;alpha=0.001,0.001000000,,14,158.050304651,496.139868811,375.207227695,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-243.280112279,-0.962114793,-149.492349833,1.662306141,-183.285974810,-186.176049500,false,false,false
yield_strength_mpa,all_element_linear,huber,huber;alpha=0.1,0.100000000,,14,155.363965523,468.945507022,342.960619959,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-216.085750490,-0.854567581,-117.245742097,1.519441798,-156.091613021,-153.929441764,false,false,false
yield_strength_mpa,solid_solution_proxy,ordinary_least_squares,ordinary_least_squares,,,10,184.292872496,459.701637947,321.986292808,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-206.841881415,-0.818010285,-96.271414946,1.426517808,-146.847743946,-132.955114612,false,false,false
yield_strength_mpa,solid_solution_proxy,ridge,ridge;alpha=1e-06,0.000001000,,10,184.292872502,459.701710239,321.986781834,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-206.841953707,-0.818010571,-96.271903973,1.426519975,-146.847816238,-132.955603639,false,false,false
yield_strength_mpa,solid_solution_proxy,ridge,ridge;alpha=0.0001,0.000100000,,10,184.292940789,459.708846241,322.034959826,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-206.849089709,-0.818038792,-96.320081965,1.426733421,-146.854952240,-133.003781631,false,false,false
yield_strength_mpa,solid_solution_proxy,ridge,ridge;alpha=0.01,0.010000000,,10,184.532316581,460.269298249,325.326804648,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-207.409541718,-0.820255246,-99.611926786,1.441317505,-147.415404248,-136.295626453,false,false,false
yield_strength_mpa,solid_solution_proxy,ridge,ridge;alpha=1,1.000000000,,10,186.287797665,472.690151165,336.787794656,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-219.830394633,-0.869376755,-111.072916794,1.492093910,-159.836257164,-147.756616460,false,false,false
yield_strength_mpa,solid_solution_proxy,ridge,ridge;alpha=10,10.000000000,,10,191.622856046,494.079804868,313.748448273,minor_elements_only,extra_trees,252.859756532,225.714877862,all_element_fractions,extra_trees,312.853894001,189.031178196,-241.220048337,-0.953967732,-88.033570412,1.390021124,-181.225910867,-124.717270078,false,false,false
