target,profile,model,model_label,alpha,l1_ratio,split,n_rows,feature_count,rmse,mae,r2,nrmse_train_std
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001000000,0.800000000,test,36,14,353.434937676,276.010650860,0.081279892,1.409568408
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.010000000,0.200000000,train,244,14,151.938543409,110.139513016,0.632811327,0.605960950
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.010000000,0.200000000,val,32,14,446.855779805,376.239066519,0.137768560,1.782149196
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.010000000,0.200000000,test,36,14,350.335496362,270.982016976,0.097322637,1.397207223
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.010000000,0.500000000,train,244,14,151.905910859,110.047894003,0.632969035,0.605830805
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.010000000,0.500000000,val,32,14,447.113095252,376.542944937,0.136775267,1.783175421
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.010000000,0.500000000,test,36,14,351.460314088,272.842695978,0.091516903,1.401693219
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.010000000,0.800000000,train,244,14,151.886981712,109.957021092,0.633060502,0.605755312
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.010000000,0.800000000,val,32,14,447.393786829,376.855885639,0.135691085,1.784294875
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.010000000,0.800000000,test,36,14,352.643150449,274.765204493,0.085391630,1.406410604
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.100000000,0.200000000,train,244,14,154.599341094,113.307194329,0.619838059,0.616572738
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.100000000,0.200000000,val,32,14,443.662635295,373.197013114,0.150047209,1.769414305
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.100000000,0.200000000,test,36,14,332.789540174,240.843331950,0.185476533,1.327230481
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.100000000,0.500000000,train,244,14,153.246998946,111.949460834,0.626459827,0.611179330
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.100000000,0.500000000,val,32,14,444.475096015,374.020833717,0.146931393,1.772654559
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.100000000,0.500000000,test,36,14,338.338376876,251.175957689,0.158087827,1.349360339
yield_strength_mpa,all_element_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.100000000,0.800000000,train,244,14,152.195791416,110.635551059,0.631566896,0.606986906
