target,feature_profile,method,baseline,split,n_points,rmse,mae,relative_l2,normalized_rmse,hot_q90_rmse,gradient_q90_rmse
target_mp_max_range,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,0.266469,0.142012,0.001087,0.266469,0.266469,0.266469
target_mp_max_range,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,0.383331,0.217949,0.001564,0.383331,0.923077,0.383331
target_mp_temporal_mean_range,mean_guard,mean,constant:mean:fit=train,test,12,2.485288,1.733017,0.243231,0.291589,5.448433,2.485288
target_mp_temporal_mean_range,mean_guard,mean,constant:mean:fit=train,train,39,1.663681,1.364382,0.172937,0.264442,3.418894,1.663681
target_mp_temporal_mean_range,mean_guard,mean,constant:mean:fit=train,val,12,1.922044,1.556423,0.193774,0.280311,3.611235,1.922044
target_mp_temporal_mean_range,layer_time_only,knn,model:knn:fit=train,test,12,2.096205,1.713471,0.205152,0.245940,4.071279,2.096205
target_mp_temporal_mean_range,layer_time_only,knn,model:knn:fit=train,train,39,1.446634,1.102700,0.150375,0.229943,3.189223,1.446634
target_mp_temporal_mean_range,layer_time_only,knn,model:knn:fit=train,val,12,1.904477,1.549884,0.192003,0.277749,3.405598,1.904477
target_mp_temporal_mean_range,layer_time_only,extra_trees,model:extra_trees:fit=train,test,12,2.505292,2.050046,0.245188,0.293936,4.414114,2.505292
target_mp_temporal_mean_range,layer_time_only,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_temporal_mean_range,layer_time_only,extra_trees,model:extra_trees:fit=train,val,12,2.473953,1.879498,0.249415,0.360801,4.919570,2.473953
target_mp_temporal_mean_range,layer_time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,2.485288,1.733017,0.243231,0.291589,5.448433,2.485288
target_mp_temporal_mean_range,layer_time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,1.663681,1.364382,0.172937,0.264442,3.418894,1.663681
target_mp_temporal_mean_range,layer_time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,1.922044,1.556423,0.193774,0.280311,3.611235,1.922044
target_mp_temporal_mean_range,source_geometry,knn,model:knn:fit=train,test,12,2.822707,2.145700,0.276253,0.331178,5.790266,2.822707
target_mp_temporal_mean_range,source_geometry,knn,model:knn:fit=train,train,39,1.367577,1.095007,0.142157,0.217377,2.130802,1.367577
target_mp_temporal_mean_range,source_geometry,knn,model:knn:fit=train,val,12,1.666605,1.297320,0.168021,0.243057,2.868478,1.666605
target_mp_temporal_mean_range,source_geometry,extra_trees,model:extra_trees:fit=train,test,12,2.998318,2.290904,0.293440,0.351781,6.129413,2.998318
target_mp_temporal_mean_range,source_geometry,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_temporal_mean_range,source_geometry,extra_trees,model:extra_trees:fit=train,val,12,1.977285,1.669795,0.199343,0.288367,3.505635,1.977285
target_mp_temporal_mean_range,source_geometry,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,2.485288,1.733017,0.243231,0.291589,5.448433,2.485288
target_mp_temporal_mean_range,source_geometry,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,1.663681,1.364382,0.172937,0.264442,3.418894,1.663681
target_mp_temporal_mean_range,source_geometry,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,1.922044,1.556423,0.193774,0.280311,3.611235,1.922044
target_mp_temporal_mean_range,source_power_path,knn,model:knn:fit=train,test,12,2.404593,1.517253,0.235333,0.282122,5.399529,2.404593
target_mp_temporal_mean_range,source_power_path,knn,model:knn:fit=train,train,39,1.482607,1.184048,0.154115,0.235661,2.764496,1.482607
target_mp_temporal_mean_range,source_power_path,knn,model:knn:fit=train,val,12,2.124477,1.533711,0.214182,0.309833,4.030317,2.124477
target_mp_temporal_mean_range,source_power_path,extra_trees,model:extra_trees:fit=train,test,12,2.405918,1.695051,0.235463,0.282277,5.192254,2.405918
target_mp_temporal_mean_range,source_power_path,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_temporal_mean_range,source_power_path,extra_trees,model:extra_trees:fit=train,val,12,2.155149,1.818710,0.217275,0.314307,3.439817,2.155149
target_mp_temporal_mean_range,source_power_path,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,2.485288,1.733017,0.243231,0.291589,5.448433,2.485288
target_mp_temporal_mean_range,source_power_path,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,1.663681,1.364382,0.172937,0.264442,3.418894,1.663681
target_mp_temporal_mean_range,source_power_path,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,1.922044,1.556423,0.193774,0.280311,3.611235,1.922044
target_mp_temporal_mean_range,source_all_no_layer,knn,model:knn:fit=train,test,12,2.554148,1.814196,0.249970,0.299669,5.470230,2.554148
target_mp_temporal_mean_range,source_all_no_layer,knn,model:knn:fit=train,train,39,1.448520,1.197975,0.150571,0.230243,2.596335,1.448520
target_mp_temporal_mean_range,source_all_no_layer,knn,model:knn:fit=train,val,12,1.889644,1.476899,0.190507,0.275585,3.521417,1.889644
target_mp_temporal_mean_range,source_all_no_layer,extra_trees,model:extra_trees:fit=train,test,12,2.673727,2.016175,0.261673,0.313698,5.620532,2.673727
target_mp_temporal_mean_range,source_all_no_layer,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_temporal_mean_range,source_all_no_layer,extra_trees,model:extra_trees:fit=train,val,12,2.068715,1.561383,0.208561,0.301701,3.325672,2.068715
target_mp_temporal_mean_range,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,2.485288,1.733017,0.243231,0.291589,5.448433,2.485288
target_mp_temporal_mean_range,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,1.663681,1.364382,0.172937,0.264442,3.418894,1.663681
target_mp_temporal_mean_range,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,1.922044,1.556423,0.193774,0.280311,3.611235,1.922044
target_mp_early_late_mean_delta,mean_guard,mean,constant:mean:fit=train,test,12,1.287132,1.062545,0.162823,0.298781,2.422052,1.287132
target_mp_early_late_mean_delta,mean_guard,mean,constant:mean:fit=train,train,39,1.128716,0.921848,0.144217,0.243903,1.989700,1.128716
target_mp_early_late_mean_delta,mean_guard,mean,constant:mean:fit=train,val,12,1.170720,1.051483,0.150724,0.367105,1.820558,1.170720
target_mp_early_late_mean_delta,layer_time_only,knn,model:knn:fit=train,test,12,1.706592,1.341580,0.215885,0.396150,3.327696,1.706592
target_mp_early_late_mean_delta,layer_time_only,knn,model:knn:fit=train,train,39,0.866937,0.724730,0.110769,0.187335,1.491289,0.866937
target_mp_early_late_mean_delta,layer_time_only,knn,model:knn:fit=train,val,12,1.284440,1.061570,0.165365,0.402764,1.998659,1.284440
target_mp_early_late_mean_delta,layer_time_only,extra_trees,model:extra_trees:fit=train,test,12,1.853894,1.505698,0.234519,0.430343,3.512315,1.853894
target_mp_early_late_mean_delta,layer_time_only,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_early_late_mean_delta,layer_time_only,extra_trees,model:extra_trees:fit=train,val,12,1.646703,1.433977,0.212004,0.516360,2.129647,1.646703
target_mp_early_late_mean_delta,layer_time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,1.287132,1.062545,0.162823,0.298781,2.422052,1.287132
target_mp_early_late_mean_delta,layer_time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,1.128716,0.921848,0.144217,0.243903,1.989700,1.128716
target_mp_early_late_mean_delta,layer_time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,1.170720,1.051483,0.150724,0.367105,1.820558,1.170720
target_mp_early_late_mean_delta,source_geometry,knn,model:knn:fit=train,test,12,1.071811,0.831709,0.135585,0.248799,2.133040,1.071811
target_mp_early_late_mean_delta,source_geometry,knn,model:knn:fit=train,train,39,0.987783,0.796421,0.126210,0.213449,1.320671,0.987783
target_mp_early_late_mean_delta,source_geometry,knn,model:knn:fit=train,val,12,1.187165,0.868887,0.152841,0.372261,1.800402,1.187165
target_mp_early_late_mean_delta,source_geometry,extra_trees,model:extra_trees:fit=train,test,12,1.441872,1.085103,0.182398,0.334701,2.559439,1.441872
target_mp_early_late_mean_delta,source_geometry,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_early_late_mean_delta,source_geometry,extra_trees,model:extra_trees:fit=train,val,12,1.274749,0.868713,0.164117,0.399725,2.167164,1.274749
target_mp_early_late_mean_delta,source_geometry,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,1.287132,1.062545,0.162823,0.298781,2.422052,1.287132
target_mp_early_late_mean_delta,source_geometry,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,1.128716,0.921848,0.144217,0.243903,1.989700,1.128716
target_mp_early_late_mean_delta,source_geometry,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,1.170720,1.051483,0.150724,0.367105,1.820558,1.170720
target_mp_early_late_mean_delta,source_power_path,knn,model:knn:fit=train,test,12,0.838001,0.704201,0.106008,0.194525,1.556313,0.838001
target_mp_early_late_mean_delta,source_power_path,knn,model:knn:fit=train,train,39,0.941130,0.760292,0.120249,0.203367,0.994796,0.941130
target_mp_early_late_mean_delta,source_power_path,knn,model:knn:fit=train,val,12,1.169998,0.904346,0.150631,0.366879,1.665144,1.169998
target_mp_early_late_mean_delta,source_power_path,extra_trees,model:extra_trees:fit=train,test,12,1.087227,0.864126,0.137535,0.252377,2.027442,1.087227
target_mp_early_late_mean_delta,source_power_path,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_early_late_mean_delta,source_power_path,extra_trees,model:extra_trees:fit=train,val,12,1.158370,0.835520,0.149134,0.363232,1.958233,1.158370
target_mp_early_late_mean_delta,source_power_path,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,1.287132,1.062545,0.162823,0.298781,2.422052,1.287132
target_mp_early_late_mean_delta,source_power_path,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,1.128716,0.921848,0.144217,0.243903,1.989700,1.128716
target_mp_early_late_mean_delta,source_power_path,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,1.170720,1.051483,0.150724,0.367105,1.820558,1.170720
target_mp_early_late_mean_delta,source_all_no_layer,knn,model:knn:fit=train,test,12,0.950922,0.864278,0.120292,0.220737,1.289215,0.950922
target_mp_early_late_mean_delta,source_all_no_layer,knn,model:knn:fit=train,train,39,0.913778,0.725647,0.116754,0.197457,1.117262,0.913778
target_mp_early_late_mean_delta,source_all_no_layer,knn,model:knn:fit=train,val,12,1.251541,0.995173,0.161129,0.392448,1.881553,1.251541
target_mp_early_late_mean_delta,source_all_no_layer,extra_trees,model:extra_trees:fit=train,test,12,1.150172,0.947666,0.145498,0.266989,1.934798,1.150172
target_mp_early_late_mean_delta,source_all_no_layer,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_early_late_mean_delta,source_all_no_layer,extra_trees,model:extra_trees:fit=train,val,12,1.189667,0.822413,0.153163,0.373046,2.073428,1.189667
target_mp_early_late_mean_delta,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,1.287132,1.062545,0.162823,0.298781,2.422052,1.287132
target_mp_early_late_mean_delta,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,1.128716,0.921848,0.144217,0.243903,1.989700,1.128716
target_mp_early_late_mean_delta,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,1.170720,1.051483,0.150724,0.367105,1.820558,1.170720
target_mp_peak_frame_position,mean_guard,mean,constant:mean:fit=train,test,12,0.249337,0.183494,0.399605,0.284956,0.337567,0.249337
target_mp_peak_frame_position,mean_guard,mean,constant:mean:fit=train,train,39,0.273771,0.243097,0.411834,0.312881,0.394231,0.273771
target_mp_peak_frame_position,mean_guard,mean,constant:mean:fit=train,val,12,0.246305,0.224359,0.310907,0.394088,0.269231,0.246305
target_mp_peak_frame_position,layer_time_only,knn,model:knn:fit=train,test,12,0.347153,0.281250,0.556372,0.396746,0.514545,0.347153
target_mp_peak_frame_position,layer_time_only,knn,model:knn:fit=train,train,39,0.239636,0.198718,0.360484,0.273869,0.295468,0.239636
target_mp_peak_frame_position,layer_time_only,knn,model:knn:fit=train,val,12,0.307130,0.270833,0.387685,0.491408,0.335604,0.307130
target_mp_peak_frame_position,layer_time_only,extra_trees,model:extra_trees:fit=train,test,12,0.340792,0.293958,0.546178,0.389476,0.473504,0.340792
target_mp_peak_frame_position,layer_time_only,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_peak_frame_position,layer_time_only,extra_trees,model:extra_trees:fit=train,val,12,0.411710,0.359583,0.519695,0.658736,0.473915,0.411710
target_mp_peak_frame_position,layer_time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,0.249337,0.183494,0.399605,0.284956,0.337567,0.249337
target_mp_peak_frame_position,layer_time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,0.273771,0.243097,0.411834,0.312881,0.394231,0.273771
target_mp_peak_frame_position,layer_time_only,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,0.246305,0.224359,0.310907,0.394088,0.269231,0.246305
target_mp_peak_frame_position,source_geometry,knn,model:knn:fit=train,test,12,0.346944,0.263889,0.556038,0.396508,0.548039,0.346944
target_mp_peak_frame_position,source_geometry,knn,model:knn:fit=train,train,39,0.217327,0.178419,0.326925,0.248374,0.249006,0.217327
target_mp_peak_frame_position,source_geometry,knn,model:knn:fit=train,val,12,0.290175,0.256944,0.366283,0.464280,0.305121,0.290175
target_mp_peak_frame_position,source_geometry,extra_trees,model:extra_trees:fit=train,test,12,0.278214,0.212083,0.445886,0.317959,0.418360,0.278214
target_mp_peak_frame_position,source_geometry,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_peak_frame_position,source_geometry,extra_trees,model:extra_trees:fit=train,val,12,0.337339,0.298125,0.425817,0.539742,0.304930,0.337339
target_mp_peak_frame_position,source_geometry,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,0.249337,0.183494,0.399605,0.284956,0.337567,0.249337
target_mp_peak_frame_position,source_geometry,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,0.273771,0.243097,0.411834,0.312881,0.394231,0.273771
target_mp_peak_frame_position,source_geometry,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,0.246305,0.224359,0.310907,0.394088,0.269231,0.246305
target_mp_peak_frame_position,source_power_path,knn,model:knn:fit=train,test,12,0.311805,0.263889,0.499721,0.356348,0.277951,0.311805
target_mp_peak_frame_position,source_power_path,knn,model:knn:fit=train,train,39,0.217941,0.176282,0.327848,0.249075,0.294628,0.217941
target_mp_peak_frame_position,source_power_path,knn,model:knn:fit=train,val,12,0.372290,0.333333,0.469935,0.595663,0.414840,0.372290
target_mp_peak_frame_position,source_power_path,extra_trees,model:extra_trees:fit=train,test,12,0.272523,0.221667,0.436765,0.311455,0.352890,0.272523
target_mp_peak_frame_position,source_power_path,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_peak_frame_position,source_power_path,extra_trees,model:extra_trees:fit=train,val,12,0.322559,0.272292,0.407161,0.516094,0.357298,0.322559
target_mp_peak_frame_position,source_power_path,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,0.249337,0.183494,0.399605,0.284956,0.337567,0.249337
target_mp_peak_frame_position,source_power_path,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,0.273771,0.243097,0.411834,0.312881,0.394231,0.273771
target_mp_peak_frame_position,source_power_path,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,0.246305,0.224359,0.310907,0.394088,0.269231,0.246305
target_mp_peak_frame_position,source_all_no_layer,knn,model:knn:fit=train,test,12,0.292162,0.229167,0.468241,0.333900,0.400737,0.292162
target_mp_peak_frame_position,source_all_no_layer,knn,model:knn:fit=train,train,39,0.206940,0.170940,0.311300,0.236503,0.299222,0.206940
target_mp_peak_frame_position,source_all_no_layer,knn,model:knn:fit=train,val,12,0.369168,0.340278,0.465994,0.590668,0.382733,0.369168
target_mp_peak_frame_position,source_all_no_layer,extra_trees,model:extra_trees:fit=train,test,12,0.293287,0.225208,0.470043,0.335185,0.377893,0.293287
target_mp_peak_frame_position,source_all_no_layer,extra_trees,model:extra_trees:fit=train,train,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_mp_peak_frame_position,source_all_no_layer,extra_trees,model:extra_trees:fit=train,val,12,0.330833,0.313542,0.417605,0.529333,0.337365,0.330833
target_mp_peak_frame_position,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,12,0.249337,0.183494,0.399605,0.284956,0.337567,0.249337
target_mp_peak_frame_position,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,39,0.273771,0.243097,0.411834,0.312881,0.394231,0.273771
target_mp_peak_frame_position,source_all_no_layer,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,12,0.246305,0.224359,0.310907,0.394088,0.269231,0.246305
