target,selected_profile,selected_method,selected_validation_rmse,selected_test_rmse,mean_validation_rmse,mean_test_rmse,best_shortcut_profile,best_shortcut_method,best_shortcut_validation_rmse,best_shortcut_test_rmse,validation_relative_improvement_over_mean,test_relative_improvement_over_mean,baseline_visible_gap,shortcut_dominant,phase156_focused_review_allowed,status,blocker
target_critical_temp_K,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,35.461176676,37.5865491094,formula_shape_control,extra_trees,23.337244344,25.8340057752,0.650141423146,0.608114094549,true,false,true,phase155_uci_superconductivity_ready_focused_review,
