phase144_row_id,reference_id,formula,normalized_formula,microstructure,processing_method,phase_family,grain_size_um,exp_density_g_cm3,calc_density_g_cm3,hardness_hv,test_type,test_temperature_c,yield_strength_mpa,ultimate_tensile_strength_mpa,elongation_pct,elongation_plastic_pct,young_modulus_gpa,calculated_young_modulus_gpa,oxygen_wppm,nitrogen_wppm,carbon_wppm,reference_doi,reference_year,reference_title,dominant_element,chemistry_family_key,formula_hash16,reference_hash16,formula_reference_hash16,element_count,entropy_fraction,max_fraction,transition_metal_fraction,post_transition_fraction,rare_earth_fraction,mean_atomic_number,max_atomic_number,mean_electronegativity,electronegativity_range,frac_H,frac_He,frac_Li,frac_Be,frac_B,frac_C,frac_N,frac_O,frac_F,frac_Ne,frac_Na,frac_Mg,frac_Al,frac_Si,frac_P,frac_S,frac_Cl,frac_Ar,frac_K,frac_Ca,frac_Sc,frac_Ti,frac_V,frac_Cr,frac_Mn,frac_Fe,frac_Co,frac_Ni,frac_Cu,frac_Zn,frac_Ga,frac_Ge,frac_As,frac_Se,frac_Br,frac_Kr,frac_Rb,frac_Sr,frac_Y,frac_Zr,frac_Nb,frac_Mo,frac_Tc,frac_Ru,frac_Rh,frac_Pd,frac_Ag,frac_Cd,frac_In,frac_Sn,frac_Sb,frac_Te,frac_I,frac_Xe,frac_Cs,frac_Ba,frac_La,frac_Ce,frac_Pr,frac_Nd,frac_Pm,frac_Sm,frac_Eu,frac_Gd,frac_Tb,frac_Dy,frac_Ho,frac_Er,frac_Tm,frac_Yb,frac_Lu,frac_Hf,frac_Ta,frac_W,frac_Re,frac_Os,frac_Ir,frac_Pt,frac_Au,frac_Hg,frac_Tl,frac_Pb,frac_Bi,frac_Po,frac_At,frac_Rn,frac_Fr,frac_Ra,frac_Ac,frac_Th,frac_Pa,frac_U
MPEA-00168,21,Co1 Cr1 Cu0.5 Fe1 Ni1,Co1Cr1Cu0.5Fe1Ni1,FCC,CAST,FCC,,,8.300000000,172.000000000,missing,25.000000000,,,,,,215.000000000,,,,10.1016/j.intermet.2010.03.030,2010.000000000,Effect of aging treatment on microstructure and properties of high-entropy Cu0.5CoCrFeNi alloy,Ni,Co+Cr+Fe+Ni,86c7e5d079cd337b,224d7781e2d6b79b,2e610b515e536ecf,5,1.581093750,0.222222222,1.000000000,0.000000000,0.000000000,26.555555556,29.000000000,1.828888889,0.250000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.222222222,0.000000000,0.222222222,0.222222222,0.222222222,0.111111111,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00169,22,Co1 Cr1 Cu1 Fe1 Ni1 Ti1,Co1Cr1Cu1Fe1Ni1Ti1,FCC,CAST,FCC,,,7.400000000,,C,25.000000000,1272.000000000,1272.000000000,2.000000000,0.000000000,,185.000000000,,,,10.1016/j.intermet.2006.08.005,2007.000000000,Novel microstructure and properties of multicomponent CoCrCuFeNiTix alloys,Ti,Co+Cr+Cu+Fe,b6cbebcc4991361e,523dc12802e58faf,b890e8cb7cbb5dcc,6,1.791759469,0.166666667,1.000000000,0.000000000,0.000000000,26.000000000,29.000000000,1.786666667,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.166666667,0.000000000,0.166666667,0.000000000,0.166666667,0.166666667,0.166666667,0.166666667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00170,22,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,Co1Cr1Cu1Fe1Ni1Ti0.5,FCC,CAST,FCC,,,7.800000000,,C,25.000000000,700.000000000,1650.000000000,22.000000000,21.600000000,,194.000000000,,,,10.1016/j.intermet.2006.08.005,2007.000000000,Novel microstructure and properties of multicomponent CoCrCuFeNiTix alloys,Ni,Co+Cr+Cu+Fe,db51a750e43e0b9a,523dc12802e58faf,338149a7241879fd,6,1.767761472,0.181818182,1.000000000,0.000000000,0.000000000,26.363636364,29.000000000,1.809090909,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.090909091,0.000000000,0.181818182,0.000000000,0.181818182,0.181818182,0.181818182,0.181818182,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00171,22,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,Co1Cr1Cu1Fe1Ni1Ti0.8,FCC+Sec.,CAST,other,,,7.600000000,,C,25.000000000,1042.000000000,1848.000000000,3.000000000,2.110000000,,,,,,10.1016/j.intermet.2006.08.005,2007.000000000,Novel microstructure and properties of multicomponent CoCrCuFeNiTix alloys,Ni,Co+Cr+Cu+Fe,015b990da7855044,523dc12802e58faf,f58c96e16007ee83,6,1.788636338,0.172413793,1.000000000,0.000000000,0.000000000,26.137931034,29.000000000,1.795172414,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.137931034,0.000000000,0.172413793,0.000000000,0.172413793,0.172413793,0.172413793,0.172413793,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00172,23,Al0.5 B0.2 Co1 Cr1 Cu1 Fe1 Ni1,Al0.5B0.2Co1Cr1Cu1Fe1Ni1,missing,CAST,other,,,7.500000000,415.000000000,missing,25.000000000,,,,,,,,,,10.1149/1.2744133,2007.000000000,The Effect of Boron on the Corrosion Resistance of the High Entropy Alloys Al[sub 0.5]CoCrCuFeNiB[sub x],Ni,Co+Cr+Cu+Fe,7e3f046574650b2a,23fe8335d24392fb,51309791573f6540,7,1.857740065,0.175438596,0.877192982,0.087719298,0.000000000,24.824561404,29.000000000,1.823333333,0.430000000,0.000000000,0.000000000,0.000000000,0.000000000,0.035087719,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.087719298,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.175438596,0.000000000,0.175438596,0.175438596,0.175438596,0.175438596,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00173,23,Al0.5 B0.6 Co1 Cr1 Cu1 Fe1 Ni1,Al0.5B0.6Co1Cr1Cu1Fe1Ni1,missing,CAST,other,,,7.300000000,505.000000000,missing,25.000000000,,,,,,,,,,10.1149/1.2744133,2007.000000000,The Effect of Boron on the Corrosion Resistance of the High Entropy Alloys Al[sub 0.5]CoCrCuFeNiB[sub x],Ni,Co+Cr+Cu+Fe,dedab8a47377b674,23fe8335d24392fb,649278d10d80b280,7,1.915349257,0.163934426,0.819672131,0.081967213,0.000000000,23.524590164,29.000000000,1.837540984,0.430000000,0.000000000,0.000000000,0.000000000,0.000000000,0.098360656,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.081967213,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.163934426,0.000000000,0.163934426,0.163934426,0.163934426,0.163934426,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00174,23,Al0.5 B1 Co1 Cr1 Cu1 Fe1 Ni1,Al0.5B1Co1Cr1Cu1Fe1Ni1,missing,CAST,other,,,7.100000000,736.000000000,missing,25.000000000,,,,,,,,,,10.1149/1.2744133,2007.000000000,The Effect of Boron on the Corrosion Resistance of the High Entropy Alloys Al[sub 0.5]CoCrCuFeNiB[sub x],Ni,B+Co+Cr+Cu,e1ee5254a486348d,23fe8335d24392fb,8524dbdb3d1d5d1e,7,1.925121191,0.153846154,0.769230769,0.076923077,0.000000000,22.384615385,29.000000000,1.850000000,0.430000000,0.000000000,0.000000000,0.000000000,0.000000000,0.153846154,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.076923077,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.153846154,0.000000000,0.153846154,0.153846154,0.153846154,0.153846154,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00175,23,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Al0.5Co1Cr1Cu1Fe1Ni1,missing,CAST,other,,,7.600000000,300.000000000,missing,25.000000000,,,,,,,,,,10.1149/1.2744133,2007.000000000,The Effect of Boron on the Corrosion Resistance of the High Entropy Alloys Al[sub 0.5]CoCrCuFeNiB[sub x],Ni,Co+Cr+Cu+Fe,40ca9810112704c6,23fe8335d24392fb,4c401af5ac972144,6,1.767761472,0.181818182,0.909090909,0.090909091,0.000000000,25.545454545,29.000000000,1.815454545,0.300000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.090909091,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.181818182,0.000000000,0.181818182,0.181818182,0.181818182,0.181818182,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00176,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Al0.5Co1Cr1Cu1Fe1Ni1,FCC,CAST,FCC,,,7.600000000,225.000000000,missing,25.000000000,,,,,,189.000000000,,,,10.2320/matertrans.47.1395,2006.000000000,Microstructure and Properties of AlSUB0.5/SUBCoCrCuFeNiTiISUBx/SUB/I (Ix/I=0&ndash;2.0) High-Entropy Alloys,Ni,Co+Cr+Cu+Fe,40ca9810112704c6,b40bcf76dc4cb030,a9b54c22e0359b26,6,1.767761472,0.181818182,0.909090909,0.090909091,0.000000000,25.545454545,29.000000000,1.815454545,0.300000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.090909091,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.181818182,0.000000000,0.181818182,0.181818182,0.181818182,0.181818182,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00177,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,Al0.5Co1Cr1Cu1Fe1Ni1Ti1,FCC+BCC+Sec.,CAST,other,,,7.000000000,636.000000000,missing,25.000000000,,,,,,,,,,10.2320/matertrans.47.1395,2006.000000000,Microstructure and Properties of AlSUB0.5/SUBCoCrCuFeNiTiISUBx/SUB/I (Ix/I=0&ndash;2.0) High-Entropy Alloys,Ti,Co+Cr+Cu+Fe,152dc264a5c22f9b,b40bcf76dc4cb030,37e28b386f850af1,7,1.925121191,0.153846154,0.923076923,0.076923077,0.000000000,25.000000000,29.000000000,1.773076923,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.076923077,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.153846154,0.000000000,0.153846154,0.000000000,0.153846154,0.153846154,0.153846154,0.153846154,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00178,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.2,Al0.5Co1Cr1Cu1Fe1Ni1Ti0.2,FCC,CAST,FCC,,,7.500000000,272.000000000,missing,25.000000000,,,,,,185.000000000,,,,10.2320/matertrans.47.1395,2006.000000000,Microstructure and Properties of AlSUB0.5/SUBCoCrCuFeNiTiISUBx/SUB/I (Ix/I=0&ndash;2.0) High-Entropy Alloys,Ni,Co+Cr+Cu+Fe,5666fa23a52aefaf,b40bcf76dc4cb030,5a9f22372f93eec9,7,1.857740065,0.175438596,0.912280702,0.087719298,0.000000000,25.421052632,29.000000000,1.805789474,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.087719298,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.035087719,0.000000000,0.175438596,0.000000000,0.175438596,0.175438596,0.175438596,0.175438596,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00179,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.4,Al0.5Co1Cr1Cu1Fe1Ni1Ti0.4,FCC,CAST,FCC,,,7.300000000,321.000000000,missing,25.000000000,,,,,,182.000000000,,,,10.2320/matertrans.47.1395,2006.000000000,Microstructure and Properties of AlSUB0.5/SUBCoCrCuFeNiTiISUBx/SUB/I (Ix/I=0&ndash;2.0) High-Entropy Alloys,Ni,Co+Cr+Cu+Fe,c61034a60074e6a8,b40bcf76dc4cb030,34b77f9077cf87af,7,1.895815043,0.169491525,0.915254237,0.084745763,0.000000000,25.305084746,29.000000000,1.796779661,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.084745763,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.067796610,0.000000000,0.169491525,0.000000000,0.169491525,0.169491525,0.169491525,0.169491525,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00180,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.6,Al0.5Co1Cr1Cu1Fe1Ni1Ti0.6,FCC+BCC,CAST,other,,,7.200000000,458.000000000,missing,25.000000000,,,,,,,,,,10.2320/matertrans.47.1395,2006.000000000,Microstructure and Properties of AlSUB0.5/SUBCoCrCuFeNiTiISUBx/SUB/I (Ix/I=0&ndash;2.0) High-Entropy Alloys,Ni,Co+Cr+Cu+Fe,8bafe071bb3e800a,b40bcf76dc4cb030,d44fec7003997d88,7,1.915349257,0.163934426,0.918032787,0.081967213,0.000000000,25.196721311,29.000000000,1.788360656,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.081967213,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.098360656,0.000000000,0.163934426,0.000000000,0.163934426,0.163934426,0.163934426,0.163934426,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00181,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,Al0.5Co1Cr1Cu1Fe1Ni1Ti0.8,FCC+BCC+Sec.,CAST,other,,,7.100000000,590.000000000,missing,25.000000000,,,,,,,,,,10.2320/matertrans.47.1395,2006.000000000,Microstructure and Properties of AlSUB0.5/SUBCoCrCuFeNiTiISUBx/SUB/I (Ix/I=0&ndash;2.0) High-Entropy Alloys,Ni,Co+Cr+Cu+Fe,679fcb327d628ed5,b40bcf76dc4cb030,725c4ac85c842622,7,1.923897003,0.158730159,0.920634921,0.079365079,0.000000000,25.095238095,29.000000000,1.780476190,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.079365079,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.126984127,0.000000000,0.158730159,0.000000000,0.158730159,0.158730159,0.158730159,0.158730159,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
MPEA-00182,24,Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 Ti1,Al0.417Co0.833Cr0.833Cu0.833Fe0.833Ni0.833Ti1,FCC+BCC+Sec.,CAST,other,,,6.900000000,646.000000000,missing,25.000000000,,,,,,,,,,10.2320/matertrans.47.1395,2006.000000000,Microstructure and Properties of AlSUB0.5/SUBCoCrCuFeNiTiISUBx/SUB/I (Ix/I=0&ndash;2.0) High-Entropy Alloys,Ti,Ti,53997ca802324492,b40bcf76dc4cb030,4e28050fba58687d,7,1.921226213,0.179147259,0.925295593,0.074704407,0.000000000,24.909172340,29.000000000,1.766089215,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.074704407,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.179147259,0.000000000,0.149229667,0.000000000,0.149229667,0.149229667,0.149229667,0.149229667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
