seed,case_id,split,variant_id,start_count,max_rounds_per_start,executed_rounds_total,function_evaluations_total,ridge_alpha,learned_center_shift,learned_source_width,raw_closure_coeff,head_center_shift,head_source_width,head_closure_coeff
172,P169-CASE-064,train,low_capacity_explicit_latent_hidden_closure_head,2,48,46,370,1e-06,0.051939993,0.0360684947,-0.0921423537,0.0519705897,0.0362220533,-0.0984241935
172,P169-CASE-065,train,low_capacity_explicit_latent_hidden_closure_head,3,48,77,619,1e-06,0.0519306706,0.0357563404,-0.0350752106,0.0519558635,0.0359061131,-0.0395830282
172,P169-CASE-066,val,low_capacity_explicit_latent_hidden_closure_head,2,48,50,402,1e-06,0.0519600829,0.0360803381,0.0754625172,0.0519816601,0.0361807812,0.0721232918
172,P169-CASE-067,train,low_capacity_explicit_latent_hidden_closure_head,2,48,46,370,1e-06,0.0519481335,0.035988596,0.0676708105,0.0519685598,0.0360943856,0.0644561009
172,P169-CASE-068,val,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,0.0519189771,0.054002938,-0.1172362445,0.0519668425,0.0541787211,-0.1219014675
172,P169-CASE-069,train,low_capacity_explicit_latent_hidden_closure_head,3,48,66,531,1e-06,0.0518844395,0.0537699075,-0.0350233821,0.0519353482,0.053820403,-0.0428422467
172,P169-CASE-070,test,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,0.0520348206,0.054144278,0.0474779485,0.05207338,0.0542588597,0.0451634721
172,P169-CASE-071,train,low_capacity_explicit_latent_hidden_closure_head,3,48,68,547,1e-06,0.0520449943,0.053929728,0.1162118626,0.0520839681,0.054042524,0.1154644779
172,P169-CASE-072,test,low_capacity_explicit_latent_hidden_closure_head,3,48,63,507,1e-06,0.0517321537,0.0740053226,-0.1317758709,0.05178694,0.0740725973,-0.1383346102
172,P169-CASE-073,train,low_capacity_explicit_latent_hidden_closure_head,2,48,47,378,1e-06,0.0520683806,0.073786974,-0.0578403584,0.0521161497,0.0738351392,-0.0634954659
172,P169-CASE-074,train,low_capacity_explicit_latent_hidden_closure_head,3,48,69,555,1e-06,0.0519408094,0.0739149417,0.049970801,0.0519861177,0.0739287217,0.0462795817
172,P169-CASE-075,val,low_capacity_explicit_latent_hidden_closure_head,2,48,46,370,1e-06,0.0519173849,0.0736861872,0.0989830924,0.0519616977,0.0737000538,0.096693155
172,P169-CASE-076,train,low_capacity_explicit_latent_hidden_closure_head,2,48,49,394,1e-06,0.0521615212,0.0957813368,-0.1157100003,0.0522113682,0.0958568896,-0.11878738
172,P169-CASE-077,val,low_capacity_explicit_latent_hidden_closure_head,2,48,47,378,1e-06,0.0522575036,0.0959328233,-0.0326945618,0.0523029947,0.0959731992,-0.0348736166
172,P169-CASE-078,train,low_capacity_explicit_latent_hidden_closure_head,2,48,45,362,1e-06,0.0518920483,0.0959575713,0.053148995,0.051935969,0.095978341,0.053445996
172,P169-CASE-079,test,low_capacity_explicit_latent_hidden_closure_head,2,48,48,386,1e-06,0.0520505898,0.0958519983,0.0910805639,0.0520928681,0.0958656342,0.0918229718
173,P169-CASE-000,train,low_capacity_explicit_latent_hidden_closure_head,3,48,67,539,1e-06,-0.0449725235,0.0359127037,-0.0751412551,-0.0450277755,0.0358732916,-0.0785445237
173,P169-CASE-001,val,low_capacity_explicit_latent_hidden_closure_head,2,48,45,362,1e-06,-0.0451105859,0.036142437,-0.0201081166,-0.0451557085,0.0360937261,-0.0247073888
173,P169-CASE-002,train,low_capacity_explicit_latent_hidden_closure_head,2,48,44,354,1e-06,-0.0449725235,0.0360413163,0.0532773752,-0.0450316349,0.0360234306,0.0462394114
173,P169-CASE-003,test,low_capacity_explicit_latent_hidden_closure_head,3,48,64,515,1e-06,-0.0451492125,0.0357877037,0.1316686395,-0.0452199312,0.0358299971,0.1218462526
173,P169-CASE-004,train,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,-0.0449881726,0.0539832446,-0.1024818027,-0.0449691126,0.0541116772,-0.1065586563
173,P169-CASE-005,test,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,-0.0448761112,0.0539027046,-0.0505526037,-0.0448596644,0.05401069,-0.0527107646
173,P169-CASE-006,train,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,-0.044969675,0.0538935855,-0.0012484568,-0.0449613074,0.0540070119,-0.004397946
173,P169-CASE-007,train,low_capacity_explicit_latent_hidden_closure_head,3,48,64,515,1e-06,-0.0449393451,0.0539762209,0.1072266899,-0.0449359285,0.0541676611,0.0967867138
173,P169-CASE-008,train,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,-0.0451448526,0.0741447891,-0.110382986,-0.0450446534,0.0741157285,-0.1122737001
173,P169-CASE-009,train,low_capacity_explicit_latent_hidden_closure_head,3,48,69,555,1e-06,-0.045031097,0.0739052896,-0.0623575686,-0.0449393909,0.0739205578,-0.0658105264
173,P169-CASE-010,val,low_capacity_explicit_latent_hidden_closure_head,3,48,67,539,1e-06,-0.045428575,0.0740050358,0.0448501251,-0.0453668109,0.0740140543,0.0386851611
173,P169-CASE-011,train,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,-0.044947989,0.0740931517,0.1248680904,-0.0448686316,0.0741390958,0.1157170157
173,P169-CASE-012,val,low_capacity_explicit_latent_hidden_closure_head,2,48,47,378,1e-06,-0.0451039107,0.0958566727,-0.1192439453,-0.0450613173,0.0960523808,-0.1236771991
173,P169-CASE-013,train,low_capacity_explicit_latent_hidden_closure_head,2,48,46,370,1e-06,-0.0452743483,0.0956378639,-0.0407744038,-0.0452529081,0.0958789813,-0.0478673098
173,P169-CASE-014,test,low_capacity_explicit_latent_hidden_closure_head,2,48,48,386,1e-06,-0.0451794182,0.0958132388,0.0379238894,-0.0451544921,0.0960568875,0.0287294345
173,P169-CASE-015,train,low_capacity_explicit_latent_hidden_closure_head,3,48,64,515,1e-06,-0.0447595891,0.0958724636,0.0946031265,-0.0449292656,0.0958197157,0.0945912603
173,P169-CASE-016,val,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,-0.0200184523,0.0360113132,-0.1562088173,-0.0200053973,0.0359867749,-0.154307424
173,P169-CASE-017,train,low_capacity_explicit_latent_hidden_closure_head,3,48,63,507,1e-06,-0.0199986074,0.0357599146,-0.0008917786,-0.0198985344,0.0357064633,-0.0135664718
173,P169-CASE-018,test,low_capacity_explicit_latent_hidden_closure_head,3,48,62,499,1e-06,-0.0199520734,0.0358843291,0.0387927489,-0.0199555527,0.0358951634,0.0376091032
173,P169-CASE-019,train,low_capacity_explicit_latent_hidden_closure_head,3,48,64,515,1e-06,-0.0199510501,0.0361809484,0.0720338541,-0.0199425925,0.0362073692,0.0672640747
173,P169-CASE-020,test,low_capacity_explicit_latent_hidden_closure_head,3,48,64,515,1e-06,-0.0200377198,0.0539470647,-0.1090000107,-0.0200831953,0.0540111406,-0.109204459
173,P169-CASE-021,train,low_capacity_explicit_latent_hidden_closure_head,2,48,41,330,1e-06,-0.0199705709,0.0543361975,-0.0253817213,-0.0200016749,0.0543878129,-0.0281099501
173,P169-CASE-022,train,low_capacity_explicit_latent_hidden_closure_head,3,48,62,499,1e-06,-0.0198547493,0.0542028976,0.0320456489,-0.0198937606,0.0542906134,0.0272731531
173,P169-CASE-023,val,low_capacity_explicit_latent_hidden_closure_head,3,48,63,507,1e-06,-0.0200624905,0.0542071794,0.1032280477,-0.0201069316,0.0543147766,0.096413546
173,P169-CASE-024,train,low_capacity_explicit_latent_hidden_closure_head,3,48,58,467,1e-06,-0.0201746391,0.073823268,-0.1225000628,-0.0201884678,0.0737289859,-0.1206375421
173,P169-CASE-025,val,low_capacity_explicit_latent_hidden_closure_head,3,48,61,491,1e-06,-0.0199363042,0.0739118566,-0.0535709228,-0.0199450535,0.0738328235,-0.0537690024
173,P169-CASE-026,train,low_capacity_explicit_latent_hidden_closure_head,2,48,41,330,1e-06,-0.01987338,0.0736627131,0.027926954,-0.0198952744,0.0736430852,0.0247587899
173,P169-CASE-027,test,low_capacity_explicit_latent_hidden_closure_head,3,48,59,475,1e-06,-0.0200947991,0.0740980347,0.1072597752,-0.0201139076,0.0740364898,0.1026585043
173,P169-CASE-028,train,low_capacity_explicit_latent_hidden_closure_head,2,48,45,362,1e-06,-0.019953486,0.0957704358,-0.0810742121,-0.0200220555,0.0958882133,-0.0833097034
173,P169-CASE-029,test,low_capacity_explicit_latent_hidden_closure_head,2,48,44,354,1e-06,-0.0198747926,0.095848695,-0.03200087,-0.0199434539,0.0959711874,-0.0356079059
173,P169-CASE-030,train,low_capacity_explicit_latent_hidden_closure_head,2,48,45,362,1e-06,-0.0199437146,0.0954370354,0.0398349402,-0.0200294637,0.0956389221,0.0332938446
173,P169-CASE-031,train,low_capacity_explicit_latent_hidden_closure_head,2,48,45,362,1e-06,-0.0199929317,0.0960409833,0.1110580004,-0.0200730271,0.0961723758,0.1036014425
173,P169-CASE-032,train,low_capacity_explicit_latent_hidden_closure_head,2,48,44,354,1e-06,6.1899e-05,0.0359491735,-0.1441823064,0.0001195346,0.0359816534,-0.141474682
173,P169-CASE-033,test,low_capacity_explicit_latent_hidden_closure_head,2,48,43,346,1e-06,-5.35402e-05,0.0358990278,-0.0249832885,5.127e-07,0.0359798933,-0.0259546249
173,P169-CASE-034,train,low_capacity_explicit_latent_hidden_closure_head,2,48,41,330,1e-06,2.07932e-05,0.0362895083,0.0160216365,7.0793e-05,0.0363158611,0.0146100541
173,P169-CASE-035,train,low_capacity_explicit_latent_hidden_closure_head,3,48,64,515,1e-06,6.03792e-05,0.035629968,0.1441967774,9.49736e-05,0.0357996875,0.1375449708
173,P169-CASE-036,train,low_capacity_explicit_latent_hidden_closure_head,3,48,54,435,1e-06,0.0001023699,0.0539607454,-0.0890177364,8.92347e-05,0.054068799,-0.089065138
173,P169-CASE-037,train,low_capacity_explicit_latent_hidden_closure_head,3,48,54,435,1e-06,8.8268e-06,0.0540730786,-0.0461068871,-5.4599e-06,0.0541769039,-0.0471979267
173,P169-CASE-038,val,low_capacity_explicit_latent_hidden_closure_head,3,48,55,443,1e-06,0.0001061727,0.0540240804,0.0519866082,8.12803e-05,0.0541620731,0.0478099833
173,P169-CASE-039,train,low_capacity_explicit_latent_hidden_closure_head,3,48,53,427,1e-06,0,0.0539415956,0.1088896749,-3.09161e-05,0.0541078467,0.1029251332
173,P169-CASE-040,val,low_capacity_explicit_latent_hidden_closure_head,3,48,53,427,1e-06,1.90005e-05,0.0739731795,-0.1278792423,1.87007e-05,0.0738643327,-0.1240554634
173,P169-CASE-041,train,low_capacity_explicit_latent_hidden_closure_head,3,48,52,419,1e-06,9.19233e-05,0.0739878948,-0.0648698089,8.65911e-05,0.0738949062,-0.0629463627
173,P169-CASE-042,test,low_capacity_explicit_latent_hidden_closure_head,3,48,56,451,1e-06,0.0001233416,0.0741971375,0.0634249504,0.0001152071,0.0741285307,0.0607511829
173,P169-CASE-043,train,low_capacity_explicit_latent_hidden_closure_head,3,48,56,451,1e-06,-0.0002608649,0.0741543776,0.1068089999,-0.0002757821,0.0741042583,0.102763107
173,P169-CASE-044,test,low_capacity_explicit_latent_hidden_closure_head,2,48,44,354,1e-06,-3.50427e-05,0.095696838,-0.1091794622,-9.42567e-05,0.0958251603,-0.1090800067
173,P169-CASE-045,train,low_capacity_explicit_latent_hidden_closure_head,2,48,41,330,1e-06,4.7511e-06,0.0958321199,-0.0594249168,-5.7656e-05,0.0959528512,-0.0605613977
173,P169-CASE-046,train,low_capacity_explicit_latent_hidden_closure_head,2,48,41,330,1e-06,0.0001385393,0.095852149,0.0385216286,6.92999e-05,0.0959989591,0.0344102495
173,P169-CASE-047,val,low_capacity_explicit_latent_hidden_closure_head,2,48,41,330,1e-06,0.0001536494,0.0962265803,0.1034034079,8.44571e-05,0.0963340527,0.0980900717
173,P169-CASE-048,test,low_capacity_explicit_latent_hidden_closure_head,3,48,66,531,1e-06,0.0260065994,0.0356163358,-0.1324898076,0.0258818401,0.0351677517,-0.1255328901
173,P169-CASE-049,train,low_capacity_explicit_latent_hidden_closure_head,3,48,68,547,1e-06,0.0259877527,0.0361519727,-0.0588328639,0.0258553381,0.0360060949,-0.0564398776
173,P169-CASE-050,train,low_capacity_explicit_latent_hidden_closure_head,3,48,63,507,1e-06,0.0260131241,0.036074698,0.0127524609,0.0258717874,0.0359595771,0.0128341998
173,P169-CASE-051,val,low_capacity_explicit_latent_hidden_closure_head,3,48,64,515,1e-06,0.0259586546,0.0360607131,0.1014440652,0.0258174347,0.0359803158,0.0988065634
173,P169-CASE-052,train,low_capacity_explicit_latent_hidden_closure_head,3,48,62,499,1e-06,0.0257818456,0.0540086432,-0.0963226822,0.0257188089,0.0540315592,-0.0928023786
173,P169-CASE-053,val,low_capacity_explicit_latent_hidden_closure_head,3,48,64,515,1e-06,0.0261291688,0.0539518441,-0.0525576292,0.0261179683,0.0541073481,-0.0479721026
173,P169-CASE-054,train,low_capacity_explicit_latent_hidden_closure_head,3,48,64,515,1e-06,0.0261156071,0.0539353995,0.0311459451,0.0260593181,0.0539469444,0.0385984568
173,P169-CASE-055,test,low_capacity_explicit_latent_hidden_closure_head,3,48,60,483,1e-06,0.026070794,0.0539340276,0.0716394114,0.0259871678,0.053855873,0.0807596686
173,P169-CASE-056,train,low_capacity_explicit_latent_hidden_closure_head,3,48,61,491,1e-06,0.0261254711,0.0738661263,-0.115323213,0.0260870284,0.0737755539,-0.1123753198
173,P169-CASE-057,test,low_capacity_explicit_latent_hidden_closure_head,3,48,62,499,1e-06,0.0261054683,0.0739438485,-0.0560533935,0.0260578437,0.0738282278,-0.0536832539
173,P169-CASE-058,train,low_capacity_explicit_latent_hidden_closure_head,3,48,60,483,1e-06,0.0259047101,0.0740759818,0.0520966988,0.0258586989,0.073975545,0.0516466442
173,P169-CASE-059,train,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,0.0260127858,0.0741872129,0.1110806621,0.0259642435,0.0740991151,0.1081990453
173,P169-CASE-060,train,low_capacity_explicit_latent_hidden_closure_head,3,48,68,547,1e-06,0.0260891082,0.0959236986,-0.0985097703,0.0260221433,0.0960301903,-0.0983398428
173,P169-CASE-061,train,low_capacity_explicit_latent_hidden_closure_head,3,48,66,531,1e-06,0.0261864758,0.0962141617,-0.0215568803,0.0261155233,0.0961345571,-0.0139609956
173,P169-CASE-062,val,low_capacity_explicit_latent_hidden_closure_head,3,48,66,531,1e-06,0.0260441324,0.0960682772,0.0395416087,0.0259663751,0.0961741023,0.0366454774
173,P169-CASE-063,train,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,0.0259636596,0.0957816701,0.1079196031,0.0258822115,0.095956868,0.1023967451
173,P169-CASE-064,train,low_capacity_explicit_latent_hidden_closure_head,2,48,45,362,1e-06,0.0519828001,0.0360583821,-0.1149315651,0.0519391302,0.0359898146,-0.1090414889
173,P169-CASE-065,train,low_capacity_explicit_latent_hidden_closure_head,3,48,68,547,1e-06,0.0520172757,0.0358578895,-0.0522939379,0.0519606291,0.0358337862,-0.0486822638
173,P169-CASE-066,val,low_capacity_explicit_latent_hidden_closure_head,3,48,71,571,1e-06,0.0519560071,0.0357912799,-0.015417229,0.051897536,0.0357900471,-0.0130356779
173,P169-CASE-067,train,low_capacity_explicit_latent_hidden_closure_head,2,48,47,378,1e-06,0.0520278615,0.0359505407,0.1086312037,0.0519555841,0.0359548461,0.1076026596
173,P169-CASE-068,val,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,0.0519791004,0.0538873446,-0.1123710091,0.0519409755,0.0537983126,-0.095954811
173,P169-CASE-069,train,low_capacity_explicit_latent_hidden_closure_head,3,48,68,547,1e-06,0.052123101,0.0538507798,-0.0422468465,0.0520922907,0.0538760548,-0.0559930965
173,P169-CASE-070,test,low_capacity_explicit_latent_hidden_closure_head,3,48,65,523,1e-06,0.0520178428,0.0538013606,0.0325384027,0.0519899241,0.0536160842,0.0337659119
173,P169-CASE-071,train,low_capacity_explicit_latent_hidden_closure_head,3,48,64,515,1e-06,0.0521112531,0.053855038,0.0916289251,0.052048381,0.0537038802,0.1102247577
173,P169-CASE-072,test,low_capacity_explicit_latent_hidden_closure_head,3,48,67,539,1e-06,0.0521149872,0.0742568366,-0.111538573,0.0520691779,0.074076565,-0.1049468607
173,P169-CASE-073,train,low_capacity_explicit_latent_hidden_closure_head,3,48,63,507,1e-06,0.0520599737,0.0742337485,-0.0339675579,0.0520112418,0.0740816227,-0.0296729707
173,P169-CASE-074,train,low_capacity_explicit_latent_hidden_closure_head,3,48,62,499,1e-06,0.051943105,0.0739997875,0.0189108121,0.0518951923,0.0738969552,0.0218269829
173,P169-CASE-075,val,low_capacity_explicit_latent_hidden_closure_head,3,48,63,507,1e-06,0.051949944,0.0740194179,0.0522461909,0.0518994196,0.0739229897,0.0541962101
173,P169-CASE-076,train,low_capacity_explicit_latent_hidden_closure_head,2,48,49,394,1e-06,0.0522616775,0.0964751755,-0.1490089753,0.0521858973,0.0964444763,-0.1428745393
173,P169-CASE-077,val,low_capacity_explicit_latent_hidden_closure_head,2,48,49,394,1e-06,0.051862002,0.0960332594,-0.0341420134,0.0517907396,0.0961225809,-0.032299396
173,P169-CASE-078,train,low_capacity_explicit_latent_hidden_closure_head,2,48,49,394,1e-06,0.0523110438,0.0960952102,0.0274010943,0.0522213986,0.0961798398,0.0273958985
173,P169-CASE-079,test,low_capacity_explicit_latent_hidden_closure_head,2,48,47,378,1e-06,0.0520547974,0.0956983736,0.1003200683,0.0519695082,0.0958801676,0.0973372356
