target,selected_profile,selected_method,selected_validation_balanced_accuracy,selected_test_balanced_accuracy,selected_validation_macro_f1,selected_test_macro_f1,majority_validation_balanced_accuracy,majority_test_balanced_accuracy,majority_validation_macro_f1,majority_test_macro_f1,best_shortcut_profile,best_shortcut_method,best_shortcut_validation_balanced_accuracy,best_shortcut_test_balanced_accuracy,validation_balanced_accuracy_gain_over_majority,test_balanced_accuracy_gain_over_majority,validation_macro_f1_gain_over_majority,test_macro_f1_gain_over_majority,baseline_visible_gap,shortcut_dominant,phase162_focused_review_allowed,status,blocker
target_fault_class,geometry_luminosity_full,hist_gradient_boosting,0.986628,0.971429,0.976404,0.974387,0.142857,0.142857,0.0673737,0.081203,row_order_control,knn,0.995355,0.98836,0.843771,0.828571,0.909031,0.893184,true,true,false,phase161_uci_steel_plates_faults_closed_no_stable_guarded_gap,shortcut control is too close to or better than selected admissible profile
