target,selected_profile,selected_method,selected_validation_rmse,selected_test_rmse,mean_validation_rmse,mean_test_rmse,best_shortcut_profile,best_shortcut_method,best_shortcut_validation_rmse,best_shortcut_test_rmse,validation_relative_improvement_over_mean,test_relative_improvement_over_mean,baseline_visible_gap,shortcut_dominant,phase163_focused_review_allowed,status,blocker
Usage_kWh,calendar_cycle_context,hist_gradient_boosting,19.5257,21.7667,34.156,33.9662,direct_electrical_proxy_control,extra_trees,0.501293,0.648701,0.428338,0.359165,true,true,false,phase162_uci_steel_industry_energy_closed_no_stable_guarded_gap,direct proxy/load-type/row-order shortcut is too close to or better than selected admissible profile
