file_id,file_name,member_name,member_size,extension,roles,coordinate_transform,trigger_timing,source_command_path,target_observation,split_key
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0039.csv,145010782,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0040.csv,128788165,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0041.csv,139881387,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0042.csv,151229245,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0043.csv,145150276,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0044.csv,128656164,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0045.csv,139825924,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0046.csv,151643620,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0047.csv,144678620,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0048.csv,129306322,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0049.csv,141290034,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0050.csv,152552676,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0051.csv,141137811,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0052.csv,129518730,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0053.csv,143222402,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0054.csv,149775324,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0055.csv,141442092,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0056.csv,128619368,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0057.csv,147007375,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0058.csv,151723125,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0059.csv,139369401,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0060.csv,129521215,.csv,source_command_path;split_key,false,false,true,false,true
