seed,case_id,split,policy_id,family,selected_count,posterior_trace_before,posterior_trace_after,posterior_trace_contraction,parameter_error_before,parameter_error_after,parameter_error_gain,closure_abs_error_before,closure_abs_error_after,closure_abs_error_gain,duplicate_fraction,boundary_fraction,utility_score
178,P169-CASE-053,val,uniform_budget_control,control,12,0.0055376492,2.713e-07,0.0055373778,0.5624759503,0.398307661,0.1641682893,0.1232580194,0.0869713174,0.0362867021,0,0.25,0.329661582
178,P169-CASE-053,val,random_budget_control,control,12,0.0055376492,0.0016567406,0.0038809086,0.5624759503,0.3547656933,0.207710257,0.1232580194,0.0773054106,0.0459526088,0,0.1666666667,0.4169738424
178,P169-CASE-053,val,no_new_observation_control,control,0,0.0055376492,0.0055376492,0,0.5624759503,0.5624759503,0,0.1232580194,0.1232580194,0,0,0,0
178,P169-CASE-055,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.0354075876,0.0140911309,0.0213164567,0.9954428324,0.166329044,0.8291137883,0.2186367173,0.0362037119,0.1824330054,0,0.25,1.660486368
178,P169-CASE-055,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.0354075876,0.0519611198,-0.0165535322,0.9954428324,1.216620051,-0.2211772183,0.2186367173,0.2675117245,-0.0488750072,0,0,-0.4449916952
178,P169-CASE-055,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.0354075876,0.0187924917,0.0166150959,0.9954428324,0.7929485536,0.2024942788,0.2186367173,0.1743163111,0.0443204062,0,0,0.4056121801
178,P169-CASE-055,test,uniform_budget_control,control,12,0.0354075876,3.53689e-05,0.0353722187,0.9954428324,0.8154764245,0.1799664078,0.2186367173,0.1790844274,0.0395522899,0,0.25,0.3632867658
178,P169-CASE-055,test,random_budget_control,control,12,0.0354075876,0.0006905284,0.0347170592,0.9954428324,0.6860496798,0.3093931525,0.2186367173,0.1505398475,0.0680968698,0,0.25,0.6223960849
178,P169-CASE-055,test,no_new_observation_control,control,0,0.0354075876,0.0354075876,0,0.9954428324,0.9954428324,0,0.2186367173,0.2186367173,0,0,0,0
178,P169-CASE-057,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.0012936332,0,0.0012936332,0.4660497163,0.136308744,0.3297409722,0.1023242563,0.0292577036,0.0730665527,0,0.1666666667,0.6619910298
178,P169-CASE-057,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.0012936332,4.23163e-05,0.001251317,0.4660497163,1.01648264,-0.5504329241,0.1023242563,0.2235294788,-0.1212052224,0,0,-1.101240622
178,P169-CASE-057,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.0012936332,4.0845e-06,0.0012895487,0.4660497163,0.2778048672,0.1882448491,0.1023242563,0.0607621388,0.0415621176,0,0,0.3772925201
178,P169-CASE-057,test,uniform_budget_control,control,12,0.0012936332,1.121e-07,0.0012935211,0.4660497163,0.316720094,0.1493296223,0.1023242563,0.0693672852,0.0329569711,0,0.25,0.2992633885
178,P169-CASE-057,test,random_budget_control,control,12,0.0012936332,8.1442e-06,0.0012854891,0.4660497163,0.1585002347,0.3075494816,0.1023242563,0.0342441591,0.0680800972,0,0.1666666667,0.6171330179
178,P169-CASE-057,test,no_new_observation_control,control,0,0.0012936332,0.0012936332,0,0.4660497163,0.4660497163,0,0.1023242563,0.1023242563,0,0,0,0
178,P169-CASE-062,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.0030451901,2.0973e-06,0.0030430928,0.1029672965,0.0811922463,0.0217750501,0.0217563993,0.0159328349,0.0058235644,0,0.0833333333,0.0485501068
178,P169-CASE-062,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.0030451901,1.5674e-05,0.0030295161,0.1029672965,0.275162009,-0.1721947126,0.0217563993,0.0599975868,-0.0382411875,0,0.0833333333,-0.3457153404
178,P169-CASE-062,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.0030451901,1.7701e-06,0.0030434199,0.1029672965,0.4649430415,-0.3619757451,0.0217563993,0.1019682197,-0.0802118204,0,0,-0.7262705866
178,P169-CASE-062,val,uniform_budget_control,control,12,0.0030451901,5.34431e-05,0.002991747,0.1029672965,0.0449963187,0.0579709777,0.0217563993,0.0058232692,0.0159331301,0,0.25,0.130693471
178,P169-CASE-062,val,random_budget_control,control,12,0.0030451901,0.001479994,0.0015651961,0.1029672965,0.0395915084,0.0633757881,0.0217563993,0.0044764956,0.0172799037,0,0.1666666667,0.1420773246
178,P169-CASE-062,val,no_new_observation_control,control,0,0.0030451901,0.0030451901,0,0.1029672965,0.1029672965,0,0.0217563993,0.0217563993,0,0,0,0
178,P169-CASE-066,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.014956541,4.73415e-05,0.0149091995,0.8171111336,0.8973245069,-0.0802133733,0.1791073758,0.1973594082,-0.0182520324,0,0,-0.161686237
178,P169-CASE-066,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.014956541,2.9013e-06,0.0149536397,0.8171111336,0.6490017061,0.1681094275,0.1791073758,0.1427084805,0.0363988953,0,0,0.3350543154
178,P169-CASE-066,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.014956541,1.55514e-05,0.0149409896,0.8171111336,0.8917638257,-0.0746526921,0.1791073758,0.1961357314,-0.0170283556,0,0,-0.1505602096
178,P169-CASE-066,val,uniform_budget_control,control,12,0.014956541,0.0002824217,0.0146741193,0.8171111336,0.4436496659,0.3734614676,0.1791073758,0.096033051,0.0830743249,0,0.25,0.7525394471
178,P169-CASE-066,val,random_budget_control,control,12,0.014956541,2.2282e-05,0.014934259,0.8171111336,1.459108512,-0.6419973781,0.1791073758,0.320514784,-0.1414074082,0,0.1666666667,-1.283264898
178,P169-CASE-066,val,no_new_observation_control,control,0,0.014956541,0.014956541,0,0.8171111336,0.8171111336,0,0.1791073758,0.1791073758,0,0,0,0
178,P169-CASE-068,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.0115398758,0.0072656111,0.0042742647,0.2888349335,0.5713763406,-0.2825414072,0.0627016108,0.1254402413,-0.0627386305,0,0.0833333333,-0.5672895739
178,P169-CASE-068,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.0115398758,0.0131349606,-0.0015950848,0.2888349335,0.9751087374,-0.6862738039,0.0627016108,0.2143097135,-0.1516081028,0,0,-1.375561052
178,P169-CASE-068,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.0115398758,0.000766627,0.0107732488,0.2888349335,0.8478289996,-0.5589940661,0.0627016108,0.1862837786,-0.1235821678,0,0,-1.119653868
178,P169-CASE-068,val,uniform_budget_control,control,12,0.0115398758,0.0003877992,0.0111520766,0.2888349335,0.0460618772,0.2427730563,0.0627016108,0.0008790335,0.0618225773,0,0.25,0.5248999788
178,P169-CASE-068,val,random_budget_control,control,12,0.0115398758,0.0002869989,0.011252877,0.2888349335,0.2859863865,0.0028485469,0.0627016108,0.0620854975,0.0006161133,0,0.25,0.0067743495
178,P169-CASE-068,val,no_new_observation_control,control,0,0.0115398758,0.0115398758,0,0.2888349335,0.2888349335,0,0.0627016108,0.0627016108,0,0,0,0
178,P169-CASE-070,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.0436134615,0.0068561585,0.036757303,0.3662046761,0.9167437477,-0.5505390715,0.0803284179,0.2014902104,-0.1211617925,0,0.0833333333,-1.097598762
178,P169-CASE-070,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.0436134615,0.0157634384,0.0278500231,0.3662046761,1.266396055,-0.9001913791,0.0803284179,0.2784453547,-0.1981169368,0,0,-1.797937908
178,P169-CASE-070,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.0436134615,0.0005772466,0.0430362149,0.3662046761,0.9353095771,-0.569104901,0.0803284179,0.2055475292,-0.1252191112,0,0,-1.133979058
178,P169-CASE-070,test,uniform_budget_control,control,12,0.0436134615,0.0148271314,0.0287863301,0.3662046761,0.0692878882,0.2969167879,0.0803284179,0.0146522597,0.0656761582,0,0.25,0.5983234128
178,P169-CASE-070,test,random_budget_control,control,12,0.0436134615,0.0007515312,0.0428619303,0.3662046761,0.0499769293,0.3162277468,0.0803284179,0.0016901335,0.0786382845,0,0,0.6779606874
178,P169-CASE-070,test,no_new_observation_control,control,0,0.0436134615,0.0436134615,0,0.3662046761,0.3662046761,0,0.0803284179,0.0803284179,0,0,0,0
178,P169-CASE-072,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,5e-10,0,5e-10,0.5487089079,1.173250244,-0.6245413365,0.1205811494,0.2580520328,-0.1374708834,0,0,-1.249408988
178,P169-CASE-072,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,5e-10,0,4e-10,0.5487089079,1.1161448,-0.5674358922,0.1205811494,0.2454856099,-0.1249044605,0,0,-1.13518344
178,P169-CASE-072,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,5e-10,0,5e-10,0.5487089079,1.015272186,-0.4665632783,0.1205811494,0.2232870509,-0.1027059015,0,0,-0.9334082849
178,P169-CASE-072,test,uniform_budget_control,control,12,5e-10,2.3e-09,-1.9e-09,0.5487089079,0.0575863472,0.4911225607,0.1205811494,0.0113125654,0.109268584,0,0.25,0.9877979422
178,P169-CASE-072,test,random_budget_control,control,12,5e-10,0,5e-10,0.5487089079,0.4910777235,0.0576311844,0.1205811494,0.107886447,0.0126947024,0,0.25,0.115334377
178,P169-CASE-072,test,no_new_observation_control,control,0,5e-10,5e-10,0,0.5487089079,0.5487089079,0,0.1205811494,0.1205811494,0,0,0,0
178,P169-CASE-075,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,4.0543e-06,0,4.0543e-06,0.110905669,0.49695323,-0.3860475609,0.0237232644,0.1091808421,-0.0854575776,0,0.0833333333,-0.7744906902
178,P169-CASE-075,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,4.0543e-06,0,4.0543e-06,0.110905669,0.6560249013,-0.5451192323,0.0237232644,0.1442127399,-0.1204894754,0,0,-1.092798261
178,P169-CASE-075,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,4.0543e-06,0,4.0543e-06,0.110905669,0.7220617859,-0.6111561169,0.0237232644,0.1587511721,-0.1350279076,0,0,-1.224918928
178,P169-CASE-075,val,uniform_budget_control,control,12,4.0543e-06,1.83e-08,4.036e-06,0.110905669,0.2014465379,-0.0905408689,0.0237232644,0.0439497095,-0.0202264451,0,0.25,-0.182478852
178,P169-CASE-075,val,random_budget_control,control,12,4.0543e-06,0,4.0543e-06,0.110905669,0.209057789,-0.09815212,0.0237232644,0.0456377077,-0.0219144432,0,0.25,-0.1977628201
178,P169-CASE-075,val,no_new_observation_control,control,0,4.0543e-06,4.0543e-06,0,0.110905669,0.110905669,0,0.0237232644,0.0237232644,0,0,0,0
178,P169-CASE-077,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,1.56018e-05,1.60515e-05,-4.496e-07,0.3781744186,1.014571283,-0.6363968642,0.0828707594,0.2230836514,-0.140212892,0,0,-1.273728236
178,P169-CASE-077,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,1.56018e-05,6.986e-06,8.6158e-06,0.3781744186,1.166292817,-0.7881183983,0.0828707594,0.2564782424,-0.1736074829,0,0,-1.577242459
178,P169-CASE-077,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,1.56018e-05,1.58e-07,1.54438e-05,0.3781744186,0.9130502854,-0.5348758667,0.0828707594,0.2007354103,-0.1178646508,0,0,-1.070622735
178,P169-CASE-077,val,uniform_budget_control,control,12,1.56018e-05,1.8111e-06,1.37907e-05,0.3781744186,0.1915570371,0.1866173815,0.0828707594,0.0414915921,0.0413791673,0,0.25,0.3747058848
178,P169-CASE-077,val,random_budget_control,control,12,1.56018e-05,9.66134e-05,-8.10115e-05,0.3781744186,0.4333712615,-0.0551968428,0.0828707594,0.0950560672,-0.0121853078,0,0.4166666667,-0.1105927066
178,P169-CASE-077,val,no_new_observation_control,control,0,1.56018e-05,1.56018e-05,0,0.3781744186,0.3781744186,0,0.0828707594,0.0828707594,0,0,0,0
178,P169-CASE-079,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.0010157257,7.7209e-05,0.0009385167,0.4242510973,0.9674828697,-0.5432317724,0.0930698162,0.2127184219,-0.1196486057,0,0,-1.086995219
178,P169-CASE-079,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.0010157257,0.0003461182,0.0006696075,0.4242510973,0.967337613,-0.5430865157,0.0930698162,0.2126868662,-0.11961705,0,0,-1.086733419
178,P169-CASE-079,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.0010157257,5.9475e-06,0.0010097782,0.4242510973,0.9909277738,-0.5666766765,0.0930698162,0.2178791701,-0.1248093539,0,0,-1.133890944
178,P169-CASE-079,test,uniform_budget_control,control,12,0.0010157257,4.2103e-06,0.0010115154,0.4242510973,0.1137015605,0.3105495367,0.0930698162,0.0239026671,0.0691671492,0,0.25,0.625046821
178,P169-CASE-079,test,random_budget_control,control,12,0.0010157257,1.855e-07,0.0010155402,0.4242510973,0.302143964,0.1221071333,0.0930698162,0.0660606229,0.0270091933,0,0,0.2449777479
178,P169-CASE-079,test,no_new_observation_control,control,0,0.0010157257,0.0010157257,0,0.4242510973,0.4242510973,0,0.0930698162,0.0930698162,0,0,0,0
179,P169-CASE-001,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,0,0,0,0.0668261023,0.4207422844,-0.3539161821,0.0144962108,0.0925308807,-0.0780346699,0,0.6666666667,-0.7086192271
179,P169-CASE-001,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0,0,0,0.0668261023,0.5795603673,-0.512734265,0.0144962108,0.1274797455,-0.1129835347,0,0,-1.026295786
179,P169-CASE-001,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0,0,0,0.0668261023,0.5467494042,-0.4799233019,0.0144962108,0.120259921,-0.1057637102,0,0,-0.9606674392
179,P169-CASE-001,val,uniform_budget_control,control,12,0,0,0,0.0668261023,0.1423280829,-0.0755019806,0.0144962108,0.0312162041,-0.0167199934,0,0.25,-0.1515019505
179,P169-CASE-001,val,random_budget_control,control,12,0,0,0,0.0668261023,0.1847325974,-0.1179064951,0.0144962108,0.0405672739,-0.0260710631,0,0.1666666667,-0.2364113274
179,P169-CASE-001,val,no_new_observation_control,control,0,0,0,0,0.0668261023,0.0668261023,0,0.0144962108,0.0144962108,0,0,0,0
179,P169-CASE-003,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,0,0,0,0.2397049046,0.1574672249,0.0822376797,0.0526781497,0.0345560669,0.0181220828,0,0.6666666667,0.1646107833
179,P169-CASE-003,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0,0,0,0.2397049046,0.2195007404,0.0202041642,0.0526781497,0.0482279869,0.0044501627,0,0,0.0404321765
179,P169-CASE-003,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0,0,0,0.2397049046,0.1691335444,0.0705713602,0.0526781497,0.0371286525,0.0155494972,0,0,0.1412508927
179,P169-CASE-003,test,uniform_budget_control,control,12,0,0,-0,0.2397049046,0.0976969425,0.142007962,0.0526781497,0.0213532671,0.0313248826,0,0.25,0.2843937919
179,P169-CASE-003,test,random_budget_control,control,12,0,0,0,0.2397049046,0.1281196055,0.1115852991,0.0526781497,0.0280796572,0.0245984925,0,0.3333333333,0.2233966286
179,P169-CASE-003,test,no_new_observation_control,control,0,0,0,0,0.2397049046,0.2397049046,0,0.0526781497,0.0526781497,0,0,0,0
179,P169-CASE-005,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,1.19e-08,0.0129950839,-0.012995072,0.5020830594,0.577172029,-0.0750889696,0.1100531106,0.1266394684,-0.0165863578,0,0.6666666667,-0.1517810122
179,P169-CASE-005,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,1.19e-08,0.2111518122,-0.2111518004,0.5020830594,0.6437263741,-0.1416433148,0.1100531106,0.1414368327,-0.0313837222,0,0.1666666667,-0.3054117773
179,P169-CASE-005,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,1.19e-08,0.000287528,-0.0002875161,0.5020830594,0.3854169787,0.1166660807,0.1100531106,0.0842650262,0.0257880844,0,0,0.2338558945
179,P169-CASE-005,test,uniform_budget_control,control,12,1.19e-08,1e-10,1.18e-08,0.5020830594,0.5872302845,-0.0851472251,0.1100531106,0.1288444192,-0.0187913086,0,0.25,-0.170562263
179,P169-CASE-005,test,random_budget_control,control,12,1.19e-08,0.0002730146,-0.0002730028,0.5020830594,0.4722502126,0.0298328467,0.1100531106,0.1034645931,0.0065885174,0,0.4166666667,0.059753353
179,P169-CASE-005,test,no_new_observation_control,control,0,1.19e-08,1.19e-08,0,0.5020830594,0.5020830594,0,0.1100531106,0.1100531106,0,0,0,0
179,P169-CASE-010,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,2e-10,0,2e-10,0.0676412185,0.2560659889,-0.1884247704,0.0142632785,0.0561744852,-0.0419112068,0,0.3333333333,-0.3789302557
179,P169-CASE-010,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,2e-10,0,2e-10,0.0676412185,0.2118175608,-0.1441763424,0.0142632785,0.0464062732,-0.0321429947,0,0.1666666667,-0.2902808638
179,P169-CASE-010,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,2e-10,0,2e-10,0.0676412185,0.1109617821,-0.0433205637,0.0142632785,0.0240399824,-0.0097767039,0,0,-0.0877601268
179,P169-CASE-010,val,uniform_budget_control,control,12,2e-10,0,2e-10,0.0676412185,0.0435879048,0.0240533136,0.0142632785,0.0085994389,0.0056638396,0,0.25,0.049798039
179,P169-CASE-010,val,random_budget_control,control,12,2e-10,0,2e-10,0.0676412185,0.1154923756,-0.0478511572,0.0142632785,0.0250515026,-0.0107882242,0,0.25,-0.0968885397
179,P169-CASE-010,val,no_new_observation_control,control,0,2e-10,2e-10,0,0.0676412185,0.0676412185,0,0.0142632785,0.0142632785,0,0,0,0
179,P169-CASE-012,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,2.8369e-06,0,2.8369e-06,0.03935923,0.042381815,-0.003022585,0.0059186509,0.0068543253,-0.0009356744,0,0.1666666667,-0.0072753669
179,P169-CASE-012,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,2.8369e-06,0,2.8369e-06,0.03935923,0.1697204376,-0.1303612077,0.0059186509,0.0367995668,-0.0308809159,0,0.3333333333,-0.2707287236
179,P169-CASE-012,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,2.8369e-06,0,2.8369e-06,0.03935923,0.1923712047,-0.1530119747,0.0059186509,0.041846961,-0.0359283101,0,0.0833333333,-0.3163221915
179,P169-CASE-012,val,uniform_budget_control,control,12,2.8369e-06,6e-10,2.8363e-06,0.03935923,0.0633358654,-0.0239766354,0.0059186509,0.0124176534,-0.0064990025,0,0.25,-0.0535172721
179,P169-CASE-012,val,random_budget_control,control,12,2.8369e-06,0,2.8369e-06,0.03935923,0.1576518206,-0.1182925906,0.0059186509,0.0341025378,-0.0281838869,0,0.0833333333,-0.2464008839
179,P169-CASE-012,val,no_new_observation_control,control,0,2.8369e-06,2.8369e-06,0,0.03935923,0.03935923,0,0.0059186509,0.0059186509,0,0,0,0
179,P169-CASE-014,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,5.8191e-06,0,5.8191e-06,0.6585435384,0.5503563276,0.1081872108,0.1447416796,0.1209132823,0.0238283973,0,0.1666666667,0.2164986894
179,P169-CASE-014,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,5.8191e-06,0,5.8191e-06,0.6585435384,0.5810936798,0.0774498586,0.1447416796,0.1276842444,0.0170574352,0,0.3333333333,0.1549842368
179,P169-CASE-014,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,5.8191e-06,0,5.8191e-06,0.6585435384,0.5335038389,0.1250396995,0.1447416796,0.1172005118,0.0275411678,0,0.0833333333,0.2502274077
179,P169-CASE-014,test,uniform_budget_control,control,12,5.8191e-06,2.62e-08,5.7929e-06,0.6585435384,0.4480745192,0.2104690192,0.1447416796,0.0983735248,0.0463681548,0,0.25,0.4212339385
179,P169-CASE-014,test,random_budget_control,control,12,5.8191e-06,0,5.8191e-06,0.6585435384,0.5282466661,0.1302968723,0.1447416796,0.1160422361,0.0286994435,0,0.25,0.2607494699
179,P169-CASE-014,test,no_new_observation_control,control,0,5.8191e-06,5.8191e-06,0,0.6585435384,0.6585435384,0,0.1447416796,0.1447416796,0,0,0,0
179,P169-CASE-016,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.0038851085,0.2112514104,-0.2073663019,0.6628298786,2.341268523,-1.678438644,0.1456251307,0.5150258596,-0.369400729,0,0,-3.378269497
179,P169-CASE-016,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.0038851085,0.2458517558,-0.2419666473,0.6628298786,2.112717992,-1.449888114,0.1456251307,0.4647375428,-0.3191124121,0,0,-2.924595743
179,P169-CASE-016,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.0038851085,0.3010010167,-0.2971159082,0.6628298786,1.21396948,-0.5511396012,0.1456251307,0.2668877973,-0.1212626666,0,0,-1.132045131
179,P169-CASE-016,val,uniform_budget_control,control,12,0.0038851085,4.1385e-06,0.0038809699,0.6628298786,0.4128047434,0.2500251352,0.1456251307,0.0904894495,0.0551356811,0,0.25,0.5010299646
179,P169-CASE-016,val,random_budget_control,control,12,0.0038851085,0.0011128633,0.0027722452,0.6628298786,1.273079117,-0.6102492387,0.1456251307,0.2799712506,-0.1343461199,0,0.1666666667,-1.220636196
179,P169-CASE-016,val,no_new_observation_control,control,0,0.0038851085,0.0038851085,0,0.6628298786,0.6628298786,0,0.1456251307,0.1456251307,0,0,0,0
179,P169-CASE-018,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.0043297588,0.3583716995,-0.3540419407,0.2245434932,2.073555514,-1.849012021,0.0488187934,0.4560413054,-0.407222512,0,0,-3.735427633
179,P169-CASE-018,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.0043297588,0.3583716995,-0.3540419407,0.2245434932,2.073555514,-1.849012021,0.0488187934,0.4560413054,-0.407222512,0,0,-3.735427633
179,P169-CASE-018,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.0043297588,0.2060816946,-0.2017519358,0.2245434932,1.264924757,-1.040381264,0.0488187934,0.2779070072,-0.2290882139,0,0,-2.10186652
179,P169-CASE-018,test,uniform_budget_control,control,12,0.0043297588,8.41636e-05,0.0042455951,0.2245434932,0.2514697009,-0.0269262076,0.0488187934,0.0547847049,-0.0059659115,0,0.25,-0.0536194276
179,P169-CASE-018,test,random_budget_control,control,12,0.0043297588,0.0017560377,0.0025737211,0.2245434932,0.7049934367,-0.4804499435,0.0488187934,0.1549074526,-0.1060886593,0,0.1666666667,-0.9624137498
179,P169-CASE-018,test,no_new_observation_control,control,0,0.0043297588,0.0043297588,0,0.2245434932,0.2245434932,0,0.0488187934,0.0488187934,0,0,0,0
179,P169-CASE-020,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.1198448131,0.3951067854,-0.2752619723,0.4136387279,2.39887167,-1.985232942,0.0909433394,0.5276836253,-0.4367402859,0,0,-3.997942257
179,P169-CASE-020,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.1198448131,0.8382643777,-0.7184195646,0.4136387279,2.550823084,-2.137184356,0.0909433394,0.5611356621,-0.4701923227,0,0.1666666667,-4.346264143
179,P169-CASE-020,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.1198448131,0.2453300632,-0.1254852501,0.4136387279,1.522288638,-1.10864991,0.0909433394,0.3347677096,-0.2438243701,0,0,-2.229491026
179,P169-CASE-020,test,uniform_budget_control,control,12,0.1198448131,0.066954181,0.0528906322,0.4136387279,0.5884039687,-0.1747652408,0.0909433394,0.1290635456,-0.0381202062,0,0.25,-0.342749842
179,P169-CASE-020,test,random_budget_control,control,12,0.1198448131,0.0034382936,0.1164065195,0.4136387279,0.6772067039,-0.263567976,0.0909433394,0.1484640302,-0.0575206908,0,0.1666666667,-0.5133850095
179,P169-CASE-020,test,no_new_observation_control,control,0,0.1198448131,0.1198448131,0,0.4136387279,0.4136387279,0,0.0909433394,0.0909433394,0,0,0,0
179,P169-CASE-023,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.0453621061,0.2091600079,-0.1637979018,0.0859769393,2.587697273,-2.501720333,0.0166828926,0.5692326643,-0.5525497717,0,0.1666666667,-5.029689995
179,P169-CASE-023,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.0453621061,0.2512876012,-0.2059254951,0.0859769393,2.554457685,-2.468480746,0.0166828926,0.5619280935,-0.5452452009,0,0.0833333333,-4.967460572
179,P169-CASE-023,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.0453621061,0.2182855519,-0.1729234458,0.0859769393,1.594147645,-1.508170706,0.0166828926,0.3506357702,-0.3339528775,0,0,-3.043430676
179,P169-CASE-023,val,uniform_budget_control,control,12,0.0453621061,0.046389221,-0.0010271149,0.0859769393,0.0571083026,0.0288686368,0.0166828926,0.0071968341,0.0094860585,0,0.25,0.0718843731
179,P169-CASE-023,val,random_budget_control,control,12,0.0453621061,0.0001768837,0.0451852224,0.0859769393,0.5470422844,-0.4610653451,0.0166828926,0.119761202,-0.1030783093,0,0.4166666667,-0.9250845926
179,P169-CASE-023,val,no_new_observation_control,control,0,0.0453621061,0.0453621061,0,0.0859769393,0.0859769393,0,0.0166828926,0.0166828926,0,0,0,0
179,P169-CASE-025,val,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.2748212983,0.1226043574,0.1522169409,0.1702302079,1.77922053,-1.608990322,0.037010177,0.3913404622,-0.3543302851,0,0,-3.204360834
179,P169-CASE-025,val,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.2748212983,0.0359784553,0.238842843,0.1702302079,0.9285978363,-0.7583676284,0.037010177,0.2041227277,-0.1671125506,0,0.1666666667,-1.494085847
179,P169-CASE-025,val,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.2748212983,0.219640229,0.0551810693,0.1702302079,1.648509296,-1.478279088,0.037010177,0.3625787034,-0.3255685264,0,0,-2.952617919
179,P169-CASE-025,val,uniform_budget_control,control,12,0.2748212983,0.0451511589,0.2296701394,0.1702302079,0.2749325783,-0.1047023704,0.037010177,0.0600160341,-0.0230058571,0,0.25,-0.186307434
179,P169-CASE-025,val,random_budget_control,control,12,0.2748212983,0.0002019151,0.2746193832,0.1702302079,0.1997368663,-0.0295066584,0.037010177,0.043124246,-0.006114069,0,0.4166666667,-0.0298359428
179,P169-CASE-025,val,no_new_observation_control,control,0,0.2748212983,0.2748212983,0,0.1702302079,0.1702302079,0,0.037010177,0.037010177,0,0,0,0
179,P169-CASE-027,test,posterior_entropy_reduction_candidate,acquisition_candidate,12,0.0354884985,0.0053968562,0.0300916423,1.002458637,1.975890461,-0.973431824,0.2204220814,0.4346144019,-0.2141923205,0,0.3333333333,-1.944024116
179,P169-CASE-027,test,latent_ensemble_disagreement_candidate,acquisition_candidate,12,0.0354884985,0.0141822669,0.0213062316,1.002458637,1.264973796,-0.2625151592,0.2204220814,0.2781686147,-0.0577465333,0,0.25,-0.5228687783
179,P169-CASE-027,test,hybrid_uncertainty_hot_gradient_candidate,acquisition_candidate,12,0.0354884985,0.0003451161,0.0351433824,1.002458637,1.698138961,-0.6956803236,0.2204220814,0.3734952191,-0.1530731377,0,0,-1.387952975
