target,row_count,train_rows,val_rows,test_rows,train_positive_fraction,val_positive_fraction,test_positive_fraction,majority_val_balanced_accuracy,majority_test_balanced_accuracy,best_profile,best_method,best_val_balanced_accuracy,best_test_balanced_accuracy,best_val_accuracy,best_test_accuracy,best_val_log_loss,best_test_log_loss,val_balanced_accuracy_gain_vs_majority,test_balanced_accuracy_gain_vs_majority,best_negative_profile,best_negative_method,best_negative_val_balanced_accuracy,best_negative_test_balanced_accuracy,best_negative_val_log_loss,best_negative_test_log_loss,shortcut_blocks,phase141_candidate,status,reason
is_metal,4921,3001,1001,919,0.495168277,0.506493506,0.498367791,0.500000000,0.500000000,composition_descriptors,extra_trees,0.897954947,0.883606930,0.898101898,0.883569097,0.274570889,0.320887271,0.397954947,0.383606930,dominant_element_shortcut,knn,0.773071733,0.724950033,0.578975008,0.664686461,false,true,ready_focused_review,composition profile beats majority and shortcut controls
