x,y,z,t,signal,temperature_C,frame_index,row_index,col_index,laser_power_W,scan_speed_mm_s,spot_size_um
300.0,192.0,0.0,0.0,115.0,1075.751792144178,0,192,300,285.0,960.0,67.0
300.0,200.0,0.0,0.0,118.0,1077.7557553634545,0,200,300,285.0,960.0,67.0
0.0,208.0,0.0,0.0,121.0,1079.7166149741097,0,208,0,285.0,960.0,67.0
300.0,208.0,0.0,0.0,128.0,1084.1351696996758,0,208,300,285.0,960.0,67.0
0.0,216.0,0.0,0.0,122.0,1080.3610016411455,0,216,0,285.0,960.0,67.0
300.0,216.0,0.0,0.0,127.0,1083.5167871222163,0,216,300,285.0,960.0,67.0
0.0,224.0,0.0,0.0,137.0,1089.522369246041,0,224,0,285.0,960.0,67.0
0.0,232.0,0.0,0.0,114.0,1075.073863213154,0,232,0,285.0,960.0,67.0
300.0,232.0,0.0,0.0,109.0,1071.605891022246,0,232,300,285.0,960.0,67.0
0.0,240.0,0.0,0.0,110.0,1072.3102227508348,0,240,0,285.0,960.0,67.0
300.0,240.0,0.0,0.0,109.0,1071.605891022246,0,240,300,285.0,960.0,67.0
0.0,248.0,0.0,0.0,109.0,1071.605891022246,0,248,0,285.0,960.0,67.0
300.0,248.0,0.0,0.0,110.0,1072.3102227508348,0,248,300,285.0,960.0,67.0
0.0,256.0,0.0,0.0,121.0,1079.7166149741097,0,256,0,285.0,960.0,67.0
300.0,256.0,0.0,0.0,116.0,1076.4246970775782,0,256,300,285.0,960.0,67.0
0.0,264.0,0.0,0.0,104.0,1067.998969485603,0,264,0,285.0,960.0,67.0
