target,profile,method,split,n_rows,rmse,mae,r2,nrmse_train_std
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,trigger_numeric,hist_gradient_boosting,val,84,23.140695055,15.601985234,0.360629765,0.999821994
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,trigger_numeric,hist_gradient_boosting,test,54,6.693636756,5.740015141,0.852939453,0.289206752
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,cell_trigger_safe,knn,train,227,7.677544867,5.513328380,0.889963365,0.331717703
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,cell_trigger_safe,knn,val,84,19.888323934,14.170400866,0.527723881,0.859299327
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,cell_trigger_safe,knn,test,54,6.366613568,5.308929492,0.866957966,0.275077315
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,cell_trigger_safe,extra_trees,train,227,0.000000000,0.000000000,1.000000000,0.000000000
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,cell_trigger_safe,extra_trees,val,84,18.825545452,11.459149810,0.576849603,0.813380685
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,cell_trigger_safe,extra_trees,test,54,5.129841468,4.143352622,0.913626646,0.221641066
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,cell_trigger_safe,hist_gradient_boosting,train,227,4.422143395,2.577612644,0.963494507,0.191064107
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,cell_trigger_safe,hist_gradient_boosting,val,84,13.835916150,10.309165063,0.771431984,0.597797656
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,cell_trigger_safe,hist_gradient_boosting,test,54,5.985385780,4.654237751,0.882413845,0.258605903
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,series_shortcut,knn,train,227,22.528862029,17.370975784,0.052517747,0.973387001
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,series_shortcut,knn,val,84,28.849392868,24.565647050,0.006259542,1.246473255
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,series_shortcut,knn,test,54,29.939236638,24.330349978,-1.942072303,1.293561286
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,series_shortcut,extra_trees,train,227,17.235556937,14.334755260,0.445446799,0.744683289
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,series_shortcut,extra_trees,val,84,30.249003466,24.748223042,-0.092500789,1.306945141
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,series_shortcut,extra_trees,test,54,24.275676394,21.921858301,-0.934258770,1.048860249
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,series_shortcut,hist_gradient_boosting,train,227,17.447979947,14.722157139,0.431693164,0.753861284
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,series_shortcut,hist_gradient_boosting,val,84,30.158798607,24.496699966,-0.085994661,1.303047729
Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,series_shortcut,hist_gradient_boosting,test,54,24.172228009,21.609363359,-0.917808592,1.044390635
Baseline-Total-Energy-Yield-kJ,mean,mean,train,227,22.427006861,18.140106624,0.000000000,1.000000000
Baseline-Total-Energy-Yield-kJ,mean,mean,val,84,28.264614185,22.873427681,-0.000024873,1.260293643
Baseline-Total-Energy-Yield-kJ,mean,mean,test,54,21.471675729,19.380123777,-0.398820119,0.957402647
Baseline-Total-Energy-Yield-kJ,cell_pretest,knn,train,227,7.152401924,5.026398754,0.898290577,0.318919148
Baseline-Total-Energy-Yield-kJ,cell_pretest,knn,val,84,17.466318568,11.484314121,0.618119544,0.778807385
Baseline-Total-Energy-Yield-kJ,cell_pretest,knn,test,54,11.228151432,8.220708606,0.617486724,0.500653141
Baseline-Total-Energy-Yield-kJ,cell_pretest,extra_trees,train,227,2.426459101,0.971301434,0.988294140,0.108193622
Baseline-Total-Energy-Yield-kJ,cell_pretest,extra_trees,val,84,19.923274322,14.129747036,0.503126187,0.888360825
Baseline-Total-Energy-Yield-kJ,cell_pretest,extra_trees,test,54,5.607597201,4.515136411,0.904592259,0.250037699
Baseline-Total-Energy-Yield-kJ,cell_pretest,hist_gradient_boosting,train,227,5.850486735,4.273806438,0.931947926,0.260867925
Baseline-Total-Energy-Yield-kJ,cell_pretest,hist_gradient_boosting,val,84,13.693647544,10.681936278,0.765273042,0.610587388
Baseline-Total-Energy-Yield-kJ,cell_pretest,hist_gradient_boosting,test,54,6.710535800,5.362060002,0.863370529,0.299216736
Baseline-Total-Energy-Yield-kJ,trigger_numeric,knn,train,227,9.256287368,6.284916949,0.829654358,0.412729502
Baseline-Total-Energy-Yield-kJ,trigger_numeric,knn,val,84,29.729115410,20.086795918,-0.106340097,1.325594431
Baseline-Total-Energy-Yield-kJ,trigger_numeric,knn,test,54,7.774508465,6.625051435,0.816609906,0.346658318
Baseline-Total-Energy-Yield-kJ,trigger_numeric,extra_trees,train,227,5.046480836,1.348342558,0.949366888,0.225018027
Baseline-Total-Energy-Yield-kJ,trigger_numeric,extra_trees,val,84,21.410960944,15.945730902,0.426151835,0.954695429
Baseline-Total-Energy-Yield-kJ,trigger_numeric,extra_trees,test,54,6.156132977,5.171272839,0.885013733,0.274496415
