phase117_row_id,Cell-Description,Test-ID,Test-Series,Cell-Format,Trigger-Mechanism,Pressure-Assisted-Seal-Configuration-Positive,Pressure-Assisted-Seal-Configuration-Negative,S-FTRC-Generation,Cell-Capacity-Ah,Cell-Nominal-Voltage-V,Cell-Energy-Wh,Pre-Test-Cell-Open-Circuit-Voltage-V,Pre-Test-Cell-Mass-g,Heater-Power-W,Heater-Time-On-s,Energy-Applied-to-Trigger-kJ,Avg-Cell-Temp-At-Trigger-degC,Corrected-Total-Energy-Yield-kJ,Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,Baseline-Total-Energy-Yield-kJ,Energy-Percent-Positive-Ejecta-%,Energy-Percent-Negative-Ejecta-%,Post-Test-Mass-Unrecovered-g
BFDB-0084,LG 18650-MJ1 ,ESTA17_Nov_O-F_Run013,ESTA17_Nov_O-F,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,939.893592674,95.980500221,90.301048951,312.438690000,100.374859462,87.715448716,87.257261177,81.306693128,1.320195087,14.700000000
BFDB-0085,LG 18650-MJ1 ,DLS18_Feb_Run055,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,880.580560033,101.738200188,92.293528490,247.360460000,88.684691480,79.211722413,77.873274827,82.663156979,1.566053173,14.500000000
BFDB-0086,LG 18650-MJ1 ,DLS18_Feb_Run056,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,906.479982876,112.547200203,102.101403220,237.133055000,82.289490494,72.750700539,71.316015382,86.468408246,0.616389558,14.500000000
BFDB-0087,LG 18650-MJ1 ,DLS18_Feb_Run059,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,904.528613167,91.520100117,82.863327662,271.718365000,84.905641253,76.988942470,75.730622271,78.986143587,0.635760951,11.400000000
BFDB-0088,LG 18650-MJ1 ,DLS18_Feb_Run060,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,906.575206205,89.008000374,80.826712371,262.836185000,72.784323685,65.197191999,64.352400015,88.872596508,0.733118259,13.500000000
BFDB-0089,LG 18650-MJ1 ,DLS18_Feb_Run062,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,906.560487080,89.329800129,81.079922624,269.073175000,91.613217754,83.400195897,82.661570817,78.198299265,1.332968880,10.500000000
BFDB-0090,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN001,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.426000000,45.420000000,0.000000000,0.000000000,0.000000000,18.185355000,6.790498636,6.790432909,6.415146531,0.976604826,1.251281288,0.140000000
BFDB-0091,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN002,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.413000000,45.576111111,0.000000000,0.000000000,0.000000000,14.634180000,6.493618102,6.493522924,6.235736159,0.594905921,1.236750075,0.146111111
BFDB-0092,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN003,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.358000000,45.360000000,0.000000000,0.000000000,0.000000000,15.843460000,5.520174011,5.520001669,5.007489317,0.000000000,0.000000000,0.190000000
BFDB-0093,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN004,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.394000000,45.610000000,0.000000000,0.000000000,0.000000000,20.854610000,6.681710898,6.681639488,6.072332033,0.000000000,0.000000000,0.190000000
BFDB-0094,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN005,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.334000000,45.460000000,0.000000000,0.000000000,0.000000000,24.286720000,6.000922268,6.000866390,5.258690904,0.000000000,0.000000000,0.150000000
BFDB-0095,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN006,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.617000000,45.550000000,0.000000000,0.000000000,0.000000000,16.804110000,28.604906593,28.196275709,26.856693383,0.160235208,61.637511631,6.340000000
BFDB-0096,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN007,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.593000000,45.310000000,0.000000000,0.000000000,0.000000000,19.551880000,10.741182646,10.741046780,10.257073252,0.000000000,0.000000000,0.220000000
BFDB-0097,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN008,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,2.201000000,45.650000000,0.000000000,0.000000000,0.000000000,21.973945000,2.476873217,2.476838045,2.437904577,0.006245483,1.453737670,0.180000000
BFDB-0098,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN009,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,2.200000000,45.640000000,0.000000000,0.000000000,0.000000000,20.643665000,2.224796861,2.224795538,2.188611768,0.019627461,0.111871398,0.020000000
BFDB-0099,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN010,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,2.203000000,45.650000000,0.000000000,0.000000000,0.000000000,12.215195000,1.370371330,1.370345937,1.320026647,9.563833221,13.585766776,0.090000000
BFDB-0100,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN011,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,2.202000000,45.550000000,0.000000000,0.000000000,0.000000000,19.786510000,2.850620655,2.850427894,2.789123756,1.256774019,2.111209502,0.210000000
BFDB-0101,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN012,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,2.204000000,45.570000000,0.000000000,0.000000000,0.000000000,21.677870000,2.672447000,2.672343063,2.508418514,1.896526520,0.246017365,0.180000000
BFDB-0102,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN013,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.601000000,45.520000000,0.000000000,0.000000000,0.000000000,23.500790000,40.485155210,39.534097886,37.990046681,75.797154858,0.007435427,8.720000000
BFDB-0103,LG 18650-MJ1 ,SPR2021_ESTA_8B100-01_SOC_RUN014,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.620000000,45.620000000,0.000000000,0.000000000,0.000000000,18.953470000,44.944778920,44.709928830,42.973107238,2.276455225,27.023758140,6.120000000
BFDB-0104,LG 18650-MJ1,SPR2021_ESTA_8B100-01_SOC_RUN015,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.621000000,45.640000000,0.000000000,0.000000000,0.000000000,20.752950000,19.045925715,18.937312369,18.080301132,62.233455997,1.167964856,1.870000000
BFDB-0105,LG 18650-MJ1,SPR2021_ESTA_8B100-01_SOC_RUN016,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.789000000,45.540000000,0.000000000,0.000000000,0.000000000,15.483440000,54.841624063,53.719557939,53.710395099,59.107846686,0.031729443,8.840000000
BFDB-0106,LG 18650-MJ1,SPR2021_ESTA_8B100-01_SOC_RUN017,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.790000000,45.640000000,0.000000000,0.000000000,0.000000000,26.935945000,55.192063642,53.985173718,52.386104533,52.359085694,0.009718828,10.020000000
BFDB-0107,LG 18650-MJ1,SPR2021_ESTA_8B100-01_SOC_RUN018,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.792000000,45.600000000,0.000000000,0.000000000,0.000000000,23.604120000,53.889735761,53.062303844,51.670333939,68.165974545,0.055792771,6.230000000
BFDB-0108,LG 18650-MJ1,SPR2021_ESTA_8B100-01_SOC_RUN019,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.794000000,45.770000000,0.000000000,0.000000000,0.000000000,23.854470000,55.932486913,54.999329984,53.533426024,54.101568898,0.056026420,8.150000000
BFDB-0109,LG 18650-MJ1,SPR2021_ESTA_8B100-01_SOC_RUN020,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.500000000,3.628571429,12.700000000,3.797000000,45.690000000,0.000000000,0.000000000,0.000000000,23.432660000,16.722843480,16.721650598,16.156698736,0.000000000,0.000000000,0.390000000
BFDB-0110,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run003,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1107.077360656,39.260500431,43.491365531,130.268710000,77.312024789,68.331673849,66.138511785,80.821776442,0.291869654,11.882000000
BFDB-0111,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run004,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1104.923057539,29.141799927,32.253594335,86.600700000,66.047383833,64.062159192,59.419146840,41.203050366,23.670313420,10.146300000
BFDB-0112,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run005,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1100.044943978,25.835999966,28.512993073,98.795200000,69.480585727,67.108669192,64.074372531,37.582516976,30.338263123,10.071000000
BFDB-0113,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run006,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1114.284186975,54.072800159,60.314314430,186.410810000,76.937176732,67.634393358,66.734439999,80.870760411,2.387774910,10.299000000
BFDB-0114,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run007,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1134.131694241,58.858700275,66.868152094,179.161480000,60.204857009,57.714381750,55.770159651,32.021491682,38.102833925,8.581400000
BFDB-0115,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run008,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1125.300555765,52.564100266,59.241403094,188.574910000,68.506993108,63.984445386,60.198295767,40.025297247,32.127585719,10.740000000
BFDB-0116,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run009,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1121.784012708,43.658200264,49.005992157,141.000230000,69.850481418,66.032297377,63.221866317,35.808539376,31.071630578,9.701000000
BFDB-0117,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run016,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1118.601029019,27.711300373,30.799364582,82.532695000,75.557129337,68.051928858,65.339215455,72.114261953,0.049722087,10.863000000
BFDB-0118,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run018,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,923.042693457,96.541200161,88.916182619,256.846930000,66.865191718,62.615917959,61.559845453,38.995229702,34.409619788,10.181000000
BFDB-0119,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run019,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1147.192473121,58.328100204,66.737675798,189.076430000,72.577650042,67.397464395,63.411196442,32.041310299,39.063902413,10.250000000
BFDB-0120,LG 18650-Test Cell (BV-220),DLS18_Feb_Run016,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,905.853628258,55.168499947,50.056365876,185.887595000,73.785454418,66.878442579,65.641497394,78.673712648,0.363425359,12.400000000
BFDB-0121,LG 18650-Test Cell (BV-220),DLS18_Feb_Run028,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,906.967013460,68.487100124,62.211272691,220.142850000,64.271600758,62.613186025,61.079057104,56.754260575,17.388097995,10.100000000
BFDB-0122,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run012,ESRF17_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.180000000,1141.127635870,83.104799747,94.868830685,250.998280000,71.185616844,67.833847473,66.503474457,26.279420445,45.655194298,8.099000000
BFDB-0123,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run013,ESRF17_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.900000000,1146.713024813,84.986900330,97.484006013,257.524695000,62.665637599,58.146721971,53.808406294,19.627564628,56.230588038,10.332000000
BFDB-0124,LG 18650-Test Cell (BV-220),ESRF17_Oct_Run022,ESRF17_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.600000000,1135.260903945,83.121199608,92.655009518,272.809125000,69.220663860,65.557932003,62.872554551,21.814744783,52.259924496,8.679000000
BFDB-0125,LG 18650-Test Cell (BV-220),DLS18_Feb_Run047,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,904.185985904,87.584000111,79.290297847,253.853030000,66.841736205,64.236050909,61.955530107,21.248035118,48.905536235,13.100000000
BFDB-0126,LG 18650-Test Cell (BV-250),ESRF18_Oct_Run018,ESRF18_Oct,18650,Heater (ISC),18650-Brass,18650-Brass,V9.0,3.440000000,3.630000000,12.487200000,4.111000000,47.787000000,948.728156639,75.274900000,71.418502583,167.051550000,62.284926241,60.897611134,56.371829451,42.192316575,31.379320959,10.435500000
BFDB-0127,LG 18650-Test Cell (BV-250),ESRF18_Oct_Run036,ESRF18_Oct,18650,Heater (ISC),18650-Aluminum,18650-Brass,V9.0,3.440000000,3.630000000,12.487200000,4.147000000,47.725500000,963.051015422,55.478700000,53.466824527,115.700060000,63.483145870,62.642309749,60.024545188,47.063021388,20.155887005,7.811500000
BFDB-0128,LG 18650-Test Cell (BV-250),DLS19_Feb_Run074,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.136000000,47.776500000,945.033781886,35.110800000,33.323940454,71.879125000,57.261730524,56.363083321,54.483385563,21.646170520,41.432280559,9.476500000
BFDB-0129,LG 18650-Test Cell (BV-250),DLS19_Feb_Run075,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.136000000,47.704900000,951.941221382,82.470600000,78.644431811,177.703880000,51.366508001,50.905195317,49.377941138,24.812994679,47.652730336,3.504900000
BFDB-0130,LG 18650-Test Cell (BV-250),DLS19_Feb_Run076,DLS19_Feb,18650,Heater (ISC),18650-Aluminum,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.136000000,47.818800000,952.246206637,50.735500000,48.455911917,196.162595000,50.373904230,49.515710680,47.614096659,33.061448940,34.945008487,7.918800000
BFDB-0131,LG 18650-Test Cell (BV-250),DLS19_Feb_Run077,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.135000000,47.791400000,953.541701893,94.502000000,90.268939341,194.649255000,60.863821774,59.445030517,56.996186644,34.607195186,45.145274243,9.091400000
BFDB-0132,LG 18650-Test Cell (BV-250),DLS19_Feb_Run078,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.133000000,47.622000000,951.398526007,92.962000000,88.580619054,194.812265000,56.805039005,55.665045503,54.696718824,38.308501260,41.826172855,9.522000000
BFDB-0133,LG 18650-Test Cell (BV-250),DLS19_Feb_Run079,DLS19_Feb,18650,Heater (ISC),18650-Aluminum,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.134000000,47.520600000,950.960931754,60.977700000,58.098273589,104.656395000,67.057676071,63.193484083,61.930123581,83.725655330,0.357719832,10.920600000
BFDB-0134,LG 18650-Test Cell (BV-250),DLS19_Feb_Run080,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.143000000,47.741100000,950.764550061,83.857900000,79.882792538,159.400060000,57.131915639,55.905919270,53.387020644,23.021305054,55.969887095,7.901100000
BFDB-0135,LG 18650-Test Cell (BV-250),DLS19_Feb_Run081,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.142000000,47.790100000,950.254076116,82.846900000,78.866211907,188.553175000,52.123687172,51.186557149,48.287984816,36.296593820,40.442414660,7.190100000
BFDB-0136,LG 18650-Test Cell (BV-250),DLS19_Feb_Run082,DLS19_Feb,18650,Heater (ISC),18650-Aluminum,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.144000000,47.663300000,950.063739376,46.046300000,43.851567732,75.717740000,57.921476196,57.156702705,54.085130860,37.704632612,27.451814996,7.363300000
BFDB-0137,LG 18650-Test Cell (BV-250),DLS19_Feb_Run083,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.143000000,47.723000000,950.454045210,50.165500000,47.762758662,91.378740000,55.573301309,54.337912202,51.192249470,22.211507247,48.559640647,9.723000000
BFDB-0138,LG 18650-Test Cell (BV-250),DLS19_Feb_Run084,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.143000000,47.763500000,948.705063305,45.949000000,43.697198181,84.192990000,56.642241312,56.147450973,54.970562819,18.767754823,56.833591134,8.863500000
BFDB-0139,LG 18650-Test Cell (BV-250),DLS19_Feb_Run085,DLS19_Feb,18650,Heater (ISC),18650-Aluminum,18650-Brass,V9.1,3.440000000,3.630000000,12.487200000,4.143000000,47.761100000,951.055381156,103.619400000,98.707876005,174.237695000,56.821439480,55.712275711,52.783570876,45.422213909,28.258580911,9.061100000
BFDB-0140,LG 18650-Test Cell (NBV-220),ESRF17_Oct_Run023,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1143.794743269,41.116700172,46.917716678,134.037280000,92.211708309,81.900210145,81.380448458,81.156244180,0.215714392,12.253000000
BFDB-0141,LG 18650-Test Cell (NBV-220),DLS18_Feb_Run003,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,906.433211904,27.949399948,25.405154258,78.889040000,70.375637439,68.973913711,67.304254696,57.577755935,10.382909093,9.800000000
BFDB-0142,LG 18650-Test Cell (NBV-220),ESRF17_Oct_Run015,ESRF17_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.900000000,1134.697119987,84.739299774,96.265229989,261.861110000,86.564180304,76.159685522,75.225529169,73.121547664,1.101440558,12.814000000
BFDB-0143,LG 18650-Test Cell (NBV-220),ESRF17_Oct_Run021,ESRF17_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.900000000,1148.738623629,79.632499695,90.621494341,244.176520000,88.894280739,75.325155945,73.906658884,86.405127688,0.496889800,13.993000000
BFDB-0144,LG 18650-Test Cell (NBV-220),DLS18_Feb_Run010,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,907.030209517,72.368299961,65.732667033,215.538180000,61.592239122,59.924846572,57.503044189,62.559873981,3.348558198,7.100000000
BFDB-0145,LG 18650-Test Cell (NBV-220),DLS18_Feb_Run011,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,907.238323187,90.082399845,81.825209737,259.036230000,79.760101561,73.707675356,73.019303647,83.423246717,0.672355588,14.900000000
BFDB-0146,LG 18650-Test Cell (NBV-250),ESRF17_Oct_Run002,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1112.017717064,39.040199757,43.476146928,139.045050000,76.511014490,68.147215277,66.757421384,80.817417047,0.191886291,11.503000000
BFDB-0147,LG 18650-Test Cell (NBV-250),ESRF17_Oct_Run010,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.300000000,1119.364112519,30.730499744,34.428098424,135.399780000,74.323050511,65.718235332,63.738339459,77.276394877,0.027888737,9.908000000
BFDB-0148,LG 18650-Test Cell (NBV-250),ESRF17_Oct_Run020,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,48.000000000,938.122736746,69.524300098,65.074899917,203.940160000,85.493933125,74.277622107,72.183871002,85.236113731,0.267344436,14.309000000
BFDB-0149,LG 18650-Test Cell (NBV-250),DLS18_Feb_Run004,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,903.474570548,42.253699780,35.414500836,102.485325000,68.084570203,61.867766033,60.209247227,76.467227656,0.258025287,10.500000000
BFDB-0150,LG 18650-Test Cell (NBV-250),DLS18_Feb_Run005,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,906.375190879,46.162400246,41.920461567,135.822800000,69.430176366,65.542834040,64.483119932,72.693680761,0.294609983,11.300000000
BFDB-0151,LG 18650-Test Cell (NBV-250),DLS18_Feb_Run006,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,907.087461683,41.155499935,37.407169452,121.396810000,72.936852036,68.514202402,66.923346753,76.947712418,1.138609020,11.900000000
BFDB-0152,LG 18650-Test Cell (NBV-250),DLS18_Feb_Run007,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,906.798520768,45.855100155,41.652774985,135.795930000,71.030270886,65.044985037,64.004846298,82.552081949,1.129506532,11.100000000
BFDB-0153,LG 18650-Test Cell (NBV-250),DLS18_Feb_Run008,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,906.891574376,58.946400166,53.588624166,175.160875000,65.978285472,64.302020149,63.121452559,55.115281521,12.440511264,11.500000000
BFDB-0154,LG 18650-Test Cell (NBV-250),DLS18_Feb_Run009,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,907.466065480,74.778699875,67.947021055,215.368060000,70.480004035,68.794382407,65.401604915,58.754510712,19.721540599,10.600000000
BFDB-0155,LG 18650-Test Cell (NBV-250),DLS18_Feb_Run026,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,906.159549781,38.652699947,35.130557878,105.462225000,84.142832732,72.700899246,70.664186231,83.436346679,0.180824389,12.700000000
BFDB-0156,LG 18650-Test Cell (NBV-250),DLS18_Feb_Run027,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,904.920770282,35.539800167,32.288495054,120.066460000,75.800680964,68.684448706,66.456652050,80.901680638,0.177195873,10.300000000
BFDB-0157,LG 21700-M50 (BV),ESRF18_Oct_Run041,ESRF18_Oct,21700,Heater (Non-ISC),21700-Brass,21700-Brass,V9.0,5.013774105,3.630000000,18.200000000,4.171000000,68.154000000,868.175339750,137.679000000,117.507297115,250.551485000,92.037218159,88.999055484,82.569120555,60.195913018,29.000606301,14.174200000
BFDB-0158,LG 21700-M50 (BV),ESRF18_Oct_Run042,ESRF18_Oct,21700,Heater (Non-ISC),21700-Brass,21700-Brass,V9.0,5.013774105,3.630000000,18.200000000,4.162000000,68.507700000,510.051922271,202.039100000,102.873277280,209.323260000,98.996337482,94.029770847,86.831996528,1.601348258,88.007086566,15.568500000
BFDB-0159,LG 21700-M50 (BV),ESRF18_Oct_Run043,ESRF18_Oct,21700,Heater (Non-ISC),21700-Aluminum,21700-Brass,V9.0,5.013774105,3.630000000,18.200000000,4.175000000,68.515800000,940.882465016,131.523700000,123.664192827,262.715790000,94.784348593,91.526970313,88.871715732,46.337918839,39.226277597,17.697800000
BFDB-0160,LG 21700-M50 (BV),ESRF18_Oct_Run044,ESRF18_Oct,21700,Heater (Non-ISC),21700-Aluminum,21700-Brass,V9.0,5.013774105,3.630000000,18.200000000,4.160000000,68.296900000,732.684225629,170.058600000,124.610461598,240.663390000,85.336519387,82.574837229,77.397401235,54.870249614,31.603249904,14.435800000
BFDB-0161,LG 21700-M50 (BV),DLS19_Feb_Run046,DLS19_Feb,21700,Heater (Non-ISC),21700-Brass,21700-Brass,V9.1,5.013774105,3.630000000,18.200000000,4.174000000,68.435100000,951.464367473,,,213.381420000,69.234196209,66.950313612,63.600937119,30.390802372,44.787825545,13.735100000
