phase117_row_id,Cell-Description,Test-ID,Test-Series,Cell-Format,Trigger-Mechanism,Pressure-Assisted-Seal-Configuration-Positive,Pressure-Assisted-Seal-Configuration-Negative,S-FTRC-Generation,Cell-Capacity-Ah,Cell-Nominal-Voltage-V,Cell-Energy-Wh,Pre-Test-Cell-Open-Circuit-Voltage-V,Pre-Test-Cell-Mass-g,Heater-Power-W,Heater-Time-On-s,Energy-Applied-to-Trigger-kJ,Avg-Cell-Temp-At-Trigger-degC,Corrected-Total-Energy-Yield-kJ,Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,Baseline-Total-Energy-Yield-kJ,Energy-Percent-Positive-Ejecta-%,Energy-Percent-Negative-Ejecta-%,Post-Test-Mass-Unrecovered-g
BFDB-0337,Soteria 18650 (Control),ESRF18_Oct_Run013,ESRF18_Oct,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.158000000,40.997000000,961.886604070,96.689600000,93.071908932,182.029080000,37.580534663,36.648281017,34.844708594,78.715865963,1.320525695,7.269500000
BFDB-0338,Soteria 18650 (Control),ESRF18_Oct_Run014,ESRF18_Oct,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.164000000,40.918300000,955.283708233,135.624100000,129.578270903,294.982720000,44.271368935,42.472151095,36.767937592,79.958346519,2.410592039,11.441800000
BFDB-0339,Soteria 18650 (Control),ESRF18_Oct_Run015,ESRF18_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.170000000,41.008300000,971.831165791,108.456300000,105.553422355,143.765410000,42.825423227,40.612153374,36.492067514,83.126966587,2.325161559,12.472200000
BFDB-0340,Soteria 18650 (Control),ESRF18_Oct_Run016,ESRF18_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.164000000,41.412100000,955.600110035,127.547200000,121.881232033,302.890480000,39.367363609,37.740246240,34.548415370,77.644519772,2.358809183,11.945300000
BFDB-0341,Soteria 18650 (Control),ESRF18_Oct_Run064,ESRF18_Oct,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.166000000,41.054100000,968.520754503,110.403300000,106.997098554,232.297410000,40.375936176,39.234435000,31.272557536,69.254560450,2.655224994,10.434100000
BFDB-0342,Soteria 18650 (Control),DLS19_Feb_Run012,DLS19_Feb,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.165000000,41.169700000,952.788915773,144.823200000,94.034091411,253.182390000,37.204524038,34.848073012,33.149035025,81.445699606,3.488459626,12.369700000
BFDB-0343,Soteria 18650 (Control),ESRF18_Oct_Run066,ESRF18_Oct,18650,Nail,18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.166000000,41.235100000,,,,,44.545023879,42.527501061,41.410433532,82.223147886,0.151522807,10.775100000
BFDB-0344,Soteria 18650 (Control),ESRF18_Oct_Run068,ESRF18_Oct,18650,Nail,18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.152000000,41.296200000,,,,,40.175624558,39.728424503,37.857111073,48.723708659,0.552917651,5.296200000
BFDB-0345,Soteria 18650 (CU),ESRF18_Oct_Run029,ESRF18_Oct,18650,Heater (ISC),18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.163000000,39.315400000,964.029725805,48.161500000,46.288661581,106.024700000,35.706131970,35.082486667,30.471378100,56.220595730,0.654486309,7.668400000
BFDB-0346,Soteria 18650 (CU),ESRF18_Oct_Run030,ESRF18_Oct,18650,Heater (ISC),18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.156000000,39.575700000,950.899767564,55.245400000,52.569656434,128.558590000,32.764219074,32.194419852,29.989846103,68.280995754,0.409479074,7.125700000
BFDB-0347,Soteria 18650 (CU),ESRF18_Oct_Run032,ESRF18_Oct,18650,Heater (ISC),18650-Aluminum,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,,39.458900000,957.541853897,56.350100000,53.947549855,118.197760000,36.711358053,36.162957455,32.221495525,68.942420857,1.342025351,5.333900000
BFDB-0348,Soteria 18650 (CU),DLS19_Feb_Run008,DLS19_Feb,18650,Heater (ISC),18650-Aluminum,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.159000000,39.581500000,952.653347980,100.004700000,65.066629255,201.476520000,32.271590765,30.849980903,29.101383669,73.607287079,1.079912903,11.081500000
BFDB-0349,Soteria 18650 (CU),ESRF18_Oct_Run009,ESRF18_Oct,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.158000000,38.998600000,955.213296262,108.425600000,103.780498482,284.281190000,41.402111150,41.402111150,32.802558315,83.967348720,2.674787407,-3.841900000
BFDB-0350,Soteria 18650 (CU),ESRF18_Oct_Run010,ESRF18_Oct,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.157000000,39.138500000,959.320963198,106.154600000,101.942399816,252.349970000,33.824714339,33.286761835,27.595214894,61.883929424,2.163968500,7.303100000
BFDB-0351,Soteria 18650 (CU),ESRF18_Oct_Run011,ESRF18_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.158000000,39.460100000,969.672595595,88.487900000,86.008412445,221.005710000,30.426214472,29.676904436,25.070720836,64.293500037,1.528010763,8.262000000
BFDB-0352,Soteria 18650 (CU),ESRF18_Oct_Run012,ESRF18_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.145000000,39.349300000,943.837569109,97.584300000,92.176501698,218.088620000,36.667327360,35.856412661,29.989315758,61.926927751,2.485748440,8.009300000
BFDB-0353,Soteria 18650 (CU),ESRF18_Oct_Run075,ESRF18_Oct,18650,Nail,18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.158000000,39.227400000,,,,,36.249141733,35.043033573,32.792381929,71.812699004,0.321981076,9.897400000
BFDB-0354,Soteria 18650 (CU),ESRF18_Oct_Run076,ESRF18_Oct,18650,Nail,18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.158000000,39.314400000,,,,,35.524400325,35.149769294,33.968831823,53.082459523,0.225174698,6.524400000
BFDB-0355,Soteria 18650 (CU),ESRF18_Oct_Run077,ESRF18_Oct,18650,Nail,18650-Brass,18650-Brass,V9.0,2.100000000,3.650000000,7.665000000,4.165000000,39.045900000,,,,,35.065550696,34.683220140,33.202988714,67.337173092,0.150782573,3.455900000
BFDB-0356,Soteria 18650 (DW),DLS19_Feb_Run032,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.152000000,41.239400000,951.632371738,30.701600000,29.319807810,51.729845000,29.600587587,29.372605879,25.630845008,58.504151549,0.210511145,4.939400000
BFDB-0357,Soteria 18650 (DW),DLS19_Feb_Run033,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.164000000,41.094300000,951.331225715,37.112600000,35.416673330,60.191590000,32.198427643,31.359649174,25.841321939,79.515635330,0.125995330,8.394300000
BFDB-0358,Soteria 18650 (DW),DLS19_Feb_Run034,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.159000000,41.469700000,954.998033514,56.310900000,53.864455926,97.965745000,28.943655413,28.597799816,26.548329806,42.276152733,0.440053380,7.469700000
BFDB-0359,Soteria 18650 (DW),DLS19_Feb_Run035,DLS19_Feb,18650,Heater (ISC),18650-Brass,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.165000000,41.328100000,955.028505069,50.757100000,48.615572510,92.655115000,25.346334681,25.000098568,20.483210415,64.664750996,0.553545273,6.628100000
BFDB-0360,Soteria 18650 (DW),DLS19_Feb_Run029,DLS19_Feb,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.164000000,41.445600000,954.537043606,106.780800000,102.051567671,233.081395000,23.225899528,22.204713366,21.696008024,86.372310774,2.003915199,8.845600000
BFDB-0361,Soteria 18650 (DW),DLS19_Feb_Run031,DLS19_Feb,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.180000000,41.335200000,956.061371495,126.036100000,120.604420751,290.718640000,32.147142337,30.698874164,29.558020345,78.590153037,1.860968901,10.835200000
BFDB-0362,Soteria 18650 (DW),DLS19_Feb_Run042,DLS19_Feb,18650,Nail,18650-Brass,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.145000000,41.003500000,,,,,35.538969575,33.997592144,32.704955955,75.647725760,0.586661450,11.103500000
BFDB-0363,Soteria 18650 (DW),DLS19_Feb_Run043,DLS19_Feb,18650,Nail,18650-Brass,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.172000000,40.967600000,,,,,33.621335443,32.016371044,30.340867943,76.475985866,0.005629885,9.667600000
BFDB-0364,Soteria 18650 (DW),DLS19_Feb_Run044,DLS19_Feb,18650,Nail,18650-Brass,18650-Brass,V9.1,2.100000000,3.650000000,7.665000000,4.168000000,41.166700000,,,,,37.112569092,36.806283861,35.101418066,47.269704667,0.148808223,7.266700000
