target,profile,model,model_label,alpha,l1_ratio,split,n_rows,feature_count,rmse,mae,r2
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,ridge,ridge;alpha=100,100,,train,11644,16,21.8206851176,15.1740709559,0.548114306021
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,ridge,ridge;alpha=100,100,,val,3661,16,22.9058904311,16.2744603081,0.577670273031
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,ridge,ridge;alpha=100,100,,test,5958,16,27.8255712758,18.6050781676,0.390679220534
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.0001,0.0001,,train,11644,16,21.817210672,15.1318070484,0.548258199511
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.0001,0.0001,,val,3661,16,22.8773745925,16.2084036165,0.578721145957
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.0001,0.0001,,test,5958,16,27.8213791093,18.5560570924,0.390862805746
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.001,0.001,,train,11644,16,21.8172163285,15.1321564991,0.548257965269
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.001,0.001,,val,3661,16,22.8777183564,16.2094186557,0.578708485276
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.001,0.001,,test,5958,16,27.821148925,18.5565272642,0.390872885278
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.01,0.01,,train,11644,16,21.8177780926,15.1349886192,0.548234701462
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.01,0.01,,val,3661,16,22.8818487818,16.21993553,0.578556348581
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.01,0.01,,test,5958,16,27.8197175092,18.5607480746,0.39093556362
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.1,0.1,,train,11644,16,21.8229110568,15.1822760325,0.548022107141
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.1,0.1,,val,3661,16,22.8895377613,16.2588914614,0.578273065869
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.1,0.1,,test,5958,16,27.7928863189,18.6038742798,0.39210984177
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=1,1,,train,11644,16,22.0266878092,15.769256784,0.539541790091
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=1,1,,val,3661,16,23.0944879679,16.7683896508,0.570687069273
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=1,1,,test,5958,16,27.6857133003,19.1847771643,0.396789011118
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,train,11644,16,21.8172922785,15.1355369398,0.548254820057
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,val,3661,16,22.8803697013,16.2160766349,0.578610830971
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,test,5958,16,27.8214170696,18.5608637662,0.390861143497
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001,0.5,train,11644,16,21.8172543094,15.1342777231,0.54825639242
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001,0.5,val,3661,16,22.8793732774,16.2136185261,0.578647532573
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001,0.5,test,5958,16,27.8212711014,18.5592478969,0.39086753531
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001,0.8,train,11644,16,21.8172273066,15.1330196206,0.548257510649
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001,0.8,val,3661,16,22.8783658377,16.2111026824,0.578684638297
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001,0.8,test,5958,16,27.8211314828,18.5576258459,0.390873649054
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.01,0.2,train,11644,16,21.8206602356,15.1721967802,0.548115336586
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.01,0.2,val,3661,16,22.9048305499,16.2720689615,0.577709355466
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.01,0.2,test,5958,16,27.8247645685,18.6027235749,0.390714550368
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.01,0.5,train,11644,16,21.819532219,15.158557825,0.548162055636
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.01,0.5,val,3661,16,22.8967393139,16.2539894189,0.578007654967
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.01,0.5,test,5958,16,27.822215153,18.5872300188,0.390826195558
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.01,0.8,train,11644,16,21.8184413456,15.1446023626,0.548207234025
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.01,0.8,val,3661,16,22.8879867517,16.2343334221,0.578330216903
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.01,0.8,test,5958,16,27.8199354811,18.5715107472,0.39092601935
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.1,0.2,train,11644,16,21.8881592335,15.5188205969,0.545315335305
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.1,0.2,val,3661,16,23.0939466294,16.6669685517,0.570707195366
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.1,0.2,test,5958,16,27.8951850596,18.9912595417,0.387626619458
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.1,0.5,train,11644,16,21.8562577301,15.3985956202,0.546639754941
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.1,0.5,val,3661,16,23.0162364604,16.5206213804,0.573591439339
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.1,0.5,test,5958,16,27.8496112369,18.8522788705,0.389625917779
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.1,0.8,train,11644,16,21.832069052,15.2717481176,0.547642682061
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.1,0.8,val,3661,16,22.9376529279,16.3672686403,0.576498212326
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.1,0.8,test,5958,16,27.8037001526,18.7076381622,0.391636706174
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1,0.2,train,11644,16,23.4393482263,17.9628723379,0.478585757017
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1,0.2,val,3661,16,25.1628753209,19.4997724748,0.490343197536
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1,0.2,test,5958,16,28.9215362354,21.5767435732,0.341735361487
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1,0.5,train,11644,16,22.9497485987,17.3276774382,0.500140796551
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1,0.5,val,3661,16,24.5211256645,18.7345058355,0.516008093035
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1,0.5,test,5958,16,28.5419700151,20.9082973435,0.358900111672
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1,0.8,train,11644,16,22.3942476844,16.5201520744,0.524046217685
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1,0.8,val,3661,16,23.7345195116,17.7349929401,0.546561719114
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1,0.8,test,5958,16,28.0528166477,20.0340583297,0.380686201245
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=1e-05,1e-05,,train,11644,16,23.3070538312,13.744838211,0.48445499153
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=1e-05,1e-05,,val,3661,16,22.9993461976,14.1080525281,0.574217042057
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=1e-05,1e-05,,test,5958,16,28.7849881808,16.8522312853,0.347936454498
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=0.001,0.001,,train,11644,16,23.3070140502,13.7448387574,0.484456751414
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=0.001,0.001,,val,3661,16,22.9993281139,14.1080678607,0.574217711617
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=0.001,0.001,,test,5958,16,28.7849777352,16.8522468127,0.347936927741
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=0.1,0.1,,train,11644,16,23.3027091494,13.7449254116,0.484647179721
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=0.1,0.1,,val,3661,16,22.9969995046,14.1092304186,0.574303925475
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=0.1,0.1,,test,5958,16,28.7822373686,16.8536603427,0.348061076305
target_critical_temp_K,weighted_property_linear,ordinary_least_squares,ordinary_least_squares,,,train,11644,17,20.1792106189,15.3660706806,0.613543893211
target_critical_temp_K,weighted_property_linear,ordinary_least_squares,ordinary_least_squares,,,val,3661,17,20.7806306629,16.3955621044,0.652404023296
target_critical_temp_K,weighted_property_linear,ordinary_least_squares,ordinary_least_squares,,,test,5958,17,23.926258723,19.0171187809,0.549486925482
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=0.0001,0.0001,,train,11644,17,20.1792106189,15.3660706443,0.613543893211
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=0.0001,0.0001,,val,3661,17,20.7806306443,16.3955620543,0.65240402392
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=0.0001,0.0001,,test,5958,17,23.9262587497,19.0171187881,0.549486924473
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=0.01,0.01,,train,11644,17,20.179210619,15.3660670441,0.613543893208
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=0.01,0.01,,val,3661,17,20.7806287985,16.3955570931,0.652404085668
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=0.01,0.01,,test,5958,17,23.9262614003,19.0171195056,0.549486824659
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=1,1,,train,11644,17,20.1792113,15.3657083488,0.613543867123
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=1,1,,val,3661,17,20.7804455467,16.3950632502,0.652410216117
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=1,1,,test,5958,17,23.9265264312,19.0171910409,0.549476843946
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=10,10,,train,11644,17,20.179276578,15.3625863263,0.613541366817
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=10,10,,val,3661,17,20.7788964432,16.3907635373,0.652462037188
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=10,10,,test,5958,17,23.9289335522,19.0178479505,0.54938618989
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=100,100,,train,11644,17,20.184183279,15.3409934547,0.613353404926
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=100,100,,val,3661,17,20.7722617466,16.3598247084,0.65268393933
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=100,100,,test,5958,17,23.9525797788,19.0269137625,0.54849516974
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.0001,0.0001,,train,11644,17,20.179210656,15.3659911889,0.613543891792
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.0001,0.0001,,val,3661,17,20.7806078054,16.3954806253,0.652404787967
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.0001,0.0001,,test,5958,17,23.9263325052,19.0171635264,0.549484146952
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.001,0.001,,train,11644,17,20.1792143644,15.3652786917,0.613543749752
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.001,0.001,,val,3661,17,20.7804218648,16.3947777565,0.652411008361
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.001,0.001,,test,5958,17,23.9270259119,19.0175880382,0.54945803386
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.01,0.01,,train,11644,17,20.1795815908,15.358545948,0.613529683967
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.01,0.01,,val,3661,17,20.7788472336,16.3880114825,0.652463683298
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.01,0.01,,test,5958,17,23.9340449223,19.0218654199,0.549193661464
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.1,0.1,,train,11644,17,20.2072692155,15.3278579052,0.61246843442
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.1,0.1,,val,3661,17,20.7961609821,16.3547987808,0.651884280295
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.1,0.1,,test,5958,17,24.023761118,19.0970609344,0.545807653568
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=1,1,,train,11644,17,20.6456120453,15.5069710262,0.595473150409
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=1,1,,val,3661,17,21.2729526645,16.3110936866,0.635738861071
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=1,1,,test,5958,17,24.7461552518,19.6288278746,0.518081857048
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,train,11644,17,20.1792736281,15.3626673101,0.613541479803
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,val,3661,17,20.7789705779,16.3909293445,0.6524595573
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,test,5958,17,23.9288997694,19.0178897496,0.549387462241
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001,0.5,train,11644,17,20.1792429236,15.3636292772,0.613542655862
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001,0.5,val,3661,17,20.7794951254,16.3923461683,0.652442010353
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001,0.5,test,5958,17,23.9281920747,19.0177785214,0.549414115485
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001,0.8,train,11644,17,20.1792223209,15.3646092483,0.613543444996
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001,0.8,val,3661,17,20.7800454563,16.3938016634,0.652423600428
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001,0.8,test,5958,17,23.9274970385,19.0176679502,0.549440291213
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.01,0.2,train,11644,17,20.1840428501,15.3413218754,0.613358784993
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.01,0.2,val,3661,17,20.7725545678,16.3608567399,0.652674147211
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.01,0.2,test,5958,17,23.9524267012,19.0273391918,0.548500940733
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.01,0.5,train,11644,17,20.1819243792,15.3466630447,0.613439942687
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.01,0.5,val,3661,17,20.7737423772,16.3696353593,0.652634424732
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.01,0.5,test,5958,17,23.9457129074,19.0251693738,0.548754012941
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.01,0.8,train,11644,17,20.1802950304,15.3532299455,0.613502356532
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.01,0.8,val,3661,17,20.7762451451,16.3799198756,0.652550720239
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.01,0.8,test,5958,17,23.9387871441,19.0230039958,0.549015000862
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.1,0.2,train,11644,17,20.3071629612,15.3491246405,0.608627473555
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.1,0.2,val,3661,17,20.9174191,16.3203448032,0.647812863332
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.1,0.2,test,5958,17,24.1578648077,19.1852937533,0.540722781995
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.1,0.5,train,11644,17,20.2687106469,15.3316969158,0.610108225085
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.1,0.5,val,3661,17,20.8628608578,16.3107872886,0.649647664507
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.1,0.5,test,5958,17,24.1142231753,19.1481201139,0.542380668824
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.1,0.8,train,11644,17,20.2287936677,15.325315376,0.611642410168
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.1,0.8,val,3661,17,20.8143196169,16.3247844314,0.651276084772
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.1,0.8,test,5958,17,24.0600344066,19.1161321054,0.544435055184
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1,0.2,train,11644,17,21.3490938121,16.1847699058,0.567435654886
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1,0.2,val,3661,17,22.5294256362,17.3997462926,0.591438411231
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1,0.2,test,5958,17,25.5977811521,20.5133475387,0.484341176245
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1,0.5,train,11644,17,21.0842027368,15.9109736043,0.578103235332
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1,0.5,val,3661,17,22.1159311725,17.0484372039,0.606297880257
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1,0.5,test,5958,17,25.27387422,20.2073851408,0.497308606558
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1,0.8,train,11644,17,20.8060176838,15.6466949258,0.58916280592
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1,0.8,val,3661,17,21.6133267688,16.6243102258,0.623989015025
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1,0.8,test,5958,17,24.9119416548,19.8487588556,0.511603023973
target_critical_temp_K,weighted_property_linear,huber,huber;alpha=1e-05,1e-05,,train,11644,17,20.3473300701,15.1490408741,0.607077690346
target_critical_temp_K,weighted_property_linear,huber,huber;alpha=1e-05,1e-05,,val,3661,17,21.1707449772,16.3369130047,0.639230698911
target_critical_temp_K,weighted_property_linear,huber,huber;alpha=1e-05,1e-05,,test,5958,17,24.6651663464,19.2455655177,0.521231126421
target_critical_temp_K,weighted_property_linear,huber,huber;alpha=0.001,0.001,,train,11644,17,20.3473329675,15.149039363,0.607077578441
target_critical_temp_K,weighted_property_linear,huber,huber;alpha=0.001,0.001,,val,3661,17,21.1707580929,16.336916476,0.639230251903
target_critical_temp_K,weighted_property_linear,huber,huber;alpha=0.001,0.001,,test,5958,17,24.6651767105,19.2455761392,0.521230724072
target_critical_temp_K,weighted_property_linear,huber,huber;alpha=0.1,0.1,,train,11644,17,20.3477853251,15.1488319859,0.607060107512
target_critical_temp_K,weighted_property_linear,huber,huber;alpha=0.1,0.1,,val,3661,17,21.1714361163,16.33667551,0.639207143213
target_critical_temp_K,weighted_property_linear,huber,huber;alpha=0.1,0.1,,test,5958,17,24.6661711226,19.246038473,0.521192118747
target_critical_temp_K,mechanism_compact,ordinary_least_squares,ordinary_least_squares,,,train,11644,18,20.1522137132,14.8844511668,0.614577247813
target_critical_temp_K,mechanism_compact,ordinary_least_squares,ordinary_least_squares,,,val,3661,18,21.9177280634,16.3366784041,0.613322980631
target_critical_temp_K,mechanism_compact,ordinary_least_squares,ordinary_least_squares,,,test,5958,18,26.2603840251,18.2626742757,0.45729983234
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=0.0001,0.0001,,train,11644,18,20.1522137132,14.8844511616,0.614577247813
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=0.0001,0.0001,,val,3661,18,21.9177280899,16.3366784036,0.613322979696
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=0.0001,0.0001,,test,5958,18,26.2603838978,18.262674344,0.457299837603
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=0.01,0.01,,train,11644,18,20.1522137133,14.8844506488,0.614577247807
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=0.01,0.01,,val,3661,18,21.9177307118,16.3366783472,0.613322887182
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=0.01,0.01,,test,5958,18,26.2603712926,18.2626811109,0.457300358605
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=1,1,,train,11644,18,20.1522152406,14.8844001669,0.614577189386
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=1,1,,val,3661,18,21.9179942893,16.3366741234,0.613313586949
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=1,1,,test,5958,18,26.259111286,18.2633571844,0.457352436217
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=10,10,,train,11644,18,20.1523618518,14.8841090866,0.614571581319
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=10,10,,val,3661,18,21.9205110761,16.3368475093,0.613224777442
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=10,10,,test,5958,18,26.2477138817,18.269489512,0.457823391338
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=100,100,,train,11644,18,20.1635671839,14.8960997376,0.614142842078
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=100,100,,val,3661,18,21.9540306253,16.3607107228,0.612041005462
target_critical_temp_K,mechanism_compact,ridge,ridge;alpha=100,100,,test,5958,18,26.1452633175,18.3311551359,0.462047598828
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.0001,0.0001,,train,11644,18,20.1522138172,14.8843514727,0.614577243833
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.0001,0.0001,,val,3661,18,21.9177349985,16.3365871667,0.613322735927
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.0001,0.0001,,test,5958,18,26.2610368001,18.2627826305,0.457272851358
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.001,0.001,,train,11644,18,20.1522241008,14.883456869,0.614576850476
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.001,0.001,,val,3661,18,21.9178081641,16.335799269,0.613320154317
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.001,0.001,,test,5958,18,26.2669168699,18.2637644052,0.457029781683
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.01,0.01,,train,11644,18,20.1530335302,14.8770201747,0.614545888223
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.01,0.01,,val,3661,18,21.9202955725,16.3309202291,0.613232382287
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.01,0.01,,test,5958,18,26.3230204182,18.276880743,0.454707842759
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.1,0.1,,train,11644,18,20.1796031176,14.8612521086,0.613528859425
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.1,0.1,,val,3661,18,21.9999830188,16.352633414,0.610415217253
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=0.1,0.1,,test,5958,18,26.4584802222,18.377292851,0.449081191651
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=1,1,,train,11644,18,20.7947259602,15.3108843816,0.589608619367
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=1,1,,val,3661,18,23.0054927893,17.086741809,0.573989430044
target_critical_temp_K,mechanism_compact,lasso,lasso;alpha=1,1,,test,5958,18,27.7310855399,19.619425066,0.394810267796
target_critical_temp_K,mechanism_compact,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,train,11644,18,20.1523534691,14.8839407339,0.614571901968
target_critical_temp_K,mechanism_compact,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,val,3661,18,21.9203388629,16.3366628788,0.613230854632
target_critical_temp_K,mechanism_compact,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,test,5958,18,26.2498350158,18.2692445547,0.457735758884
target_critical_temp_K,mechanism_compact,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001,0.5,train,11644,18,20.1522838603,14.8837388874,0.614574564601
target_critical_temp_K,mechanism_compact,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001,0.5,val,3661,18,21.9193732716,16.3363183771,0.613264928256
