target,profile,model,model_label,alpha,l1_ratio,feature_count,train_rmse,val_rmse,test_rmse,phase156_guard_profile,phase156_guard_method,phase156_guard_val_rmse,phase156_guard_test_rmse,val_gain_vs_phase156,relative_val_gain_vs_phase156,test_gain_vs_phase156,test_reversal_ratio_vs_phase156,clears_phase156_validation_guard,clears_phase156_test_guard,selected_low_capacity
target_critical_temp_K,cuprate_oxide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.1,0.8,16,20.7463831905,20.56039239,26.4182316117,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.15399558464,-0.657241237124,-11.6885927812,1.79354238863,false,false,false
target_critical_temp_K,cuprate_oxide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1,0.2,16,21.5691101903,22.6728228227,27.3912913335,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.2664260173,-0.827510692941,-12.661652503,1.85960373154,false,false,false
target_critical_temp_K,cuprate_oxide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1,0.5,16,21.3777317942,22.2897699757,27.3036226377,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-9.88337317031,-0.796635262061,-12.5739838072,1.8536518751,false,false,false
target_critical_temp_K,cuprate_oxide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1,0.8,16,21.1990264511,21.8158489978,27.186587719,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-9.4094521924,-0.758435534506,-12.4569488884,1.84570633617,false,false,false
target_critical_temp_K,cuprate_oxide_proxy,huber,huber;alpha=1e-05,1e-05,,16,22.7224922363,19.1340125002,37.130394692,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-6.72761569481,-0.542269911267,-22.4007558615,2.52079464535,false,false,false
target_critical_temp_K,cuprate_oxide_proxy,huber,huber;alpha=0.001,0.001,,16,22.7225037314,19.1340515333,37.1301774713,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-6.72765472786,-0.54227305747,-22.4005386408,2.52077989817,false,false,false
target_critical_temp_K,cuprate_oxide_proxy,huber,huber;alpha=0.1,0.1,,16,22.7122629585,19.1345515728,37.0537581488,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-6.72815476739,-0.542313362447,-22.3241193183,2.51559176536,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,ordinary_least_squares,ordinary_least_squares,,,16,21.8172106241,22.8773421488,27.8213279929,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4709453434,-0.843995682841,-13.0916891624,1.88879906107,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,ridge,ridge;alpha=0.0001,0.0001,,16,21.8172106241,22.8773421807,27.8213279939,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4709453753,-0.843995685416,-13.0916891634,1.88879906114,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,ridge,ridge;alpha=0.01,0.01,,16,21.8172106242,22.8773453428,27.821328094,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4709485374,-0.843995940289,-13.0916892634,1.88879906793,false,false,false
